"id","quest_map_id","name","caption","ap","kind","difficulty","rarity","story_no","quest_land_id_0_0","next_0_0","quest_land_id_0_1","next_0_1","quest_land_id_0_2","next_0_2","quest_land_id_1_0","next_1_0","quest_land_id_1_1","next_1_1","quest_land_id_1_2","next_1_2","quest_land_id_2_0","next_2_0","quest_land_id_2_1","next_2_1","quest_land_id_2_2","next_2_2","quest_land_id_3_0","next_3_0","quest_land_id_3_1","next_3_1","quest_land_id_3_2","next_3_2","quest_land_id_4_0","next_4_0","quest_land_id_4_1","next_4_1","quest_land_id_4_2","next_4_2","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
214,10,"亡者の宝1","宝が隠された地図",3,0,0,8,0,0,0,30015,5,0,0,16,4,0,0,22,1,3,2,0,0,26,2,0,0,30006,0,0,0,0,0,0,0,0,0,"Treasure of the Dead 1","Trésor des Disparus 1","망자의 보물1","亡者之宝1","死者的寶藏1","Ghost Treasure 1","สมบัติผู้ตาย 1","This map harbors hidden treasure!","Carte menant à un Trésor caché.","보물이 숨겨진 곳을 나타내는 지도","藏宝图","藏有寶藏的地圖","peta harta karun ","พื้นที่ที่มีอัญมณีซ่อนอยู่"
215,10,"亡者の宝2","宝が隠された地図",3,0,0,9,0,0,0,20,5,0,0,30013,4,0,0,30005,1,12,2,0,0,30011,2,0,0,30002,0,0,0,0,0,0,0,0,0,"Treasure of the Dead 2","Trésor des Disparus 2","망자의 보물2","亡者之宝2","死者的寶藏2","Ghost Treasure 2","สมบัติผู้ตาย 2","This map harbors hidden treasure!","Carte menant à un Trésor caché.","보물이 숨겨진 곳을 나타내는 지도","藏宝图","藏有寶藏的地圖","peta harta karun ","พื้นที่ที่มีอัญมณีซ่อนอยู่"
216,10,"亡者の宝3","宝が隠された地図",3,0,0,10,0,0,0,30011,6,0,0,26,2,30016,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Treasure of the Dead 3","Trésor des Disparus 3","망자의 보물3","亡者之宝3","死者的寶藏3","Ghost Treasure 3","สมบัติผู้ตาย 3","This map harbors hidden treasure!","Carte menant à un Trésor caché.","보물이 숨겨진 곳을 나타내는 지도","藏宝图","藏有寶藏的地圖","peta harta karun ","พื้นที่ที่มีอัญมณีซ่อนอยู่"
217,10,"騎士を統べる妖魔1","幽霊騎士を統率する妖魔の存在を知るものは少ない",4,2,7,7,0,0,0,406,7,0,0,10061,4,303,1,706,1,1210,2,0,0,1205,2,0,0,1206,0,0,0,0,0,0,0,0,0,"Ruler of the Knights 1","Souverain des Chevaliers 1","기사를 이끄는 요마1","统领骑士的妖魔1","統率騎士的妖魔1","Ruler of the Knights 1","ปิศาจชักใยอัศวิน 1","Not many know of the monster that commands the spectral knights.","Personne ne connaît le Démon qui gouverne les Chevaliers Fantômes.","유령기사를 통솔하는 요마의 존재를 알고 있는 사람은 적다.","很少人知道统率幽灵骑士的妖魔的存在","統率幽靈騎士的妖魔之存在鮮為人知","sedikit yang tahu tentang keberadaaan iblis yang memerintah ksatria hantu ","ผู้ที่รู้ถึงตัวตนของปิศาจที่ควบคุมอัศวินวิญญาณมีน้อยยิ่ง"
218,10,"騎士を統べる妖魔2","幽霊騎士を統率する妖魔の存在を知るものは少ない",4,2,7,8,0,0,0,406,7,0,0,509,4,312,4,10061,1,806,2,0,0,1208,2,0,0,1209,0,0,0,0,0,0,0,0,0,"Ruler of the Knights 2","Souverain des Chevaliers 2","기사를 이끄는 요마2","统领骑士的妖魔2","統率騎士的妖魔2","Ruler of the Knights 2","ปิศาจชักใยอัศวิน 2","Not many know of the monster that commands the spectral knights.","Personne ne connaît le Démon qui gouverne les Chevaliers Fantômes.","유령기사를 통솔하는 요마의 존재를 알고 있는 사람은 적다.","很少人知道统率幽灵骑士的妖魔的存在","統率幽靈騎士的妖魔之存在鮮為人知","sedikit yang tahu tentang keberadaaan iblis yang memerintah ksatria hantu ","ผู้ที่รู้ถึงตัวตนของปิศาจที่ควบคุมอัศวินวิญญาณมีน้อยยิ่ง"
219,10,"騎士を統べる妖魔3","幽霊騎士を統率する妖魔の存在を知るものは少ない",4,2,7,9,0,0,0,10061,6,0,0,512,4,312,4,0,0,1205,2,0,0,0,0,0,0,1212,0,0,0,0,0,0,0,0,0,"Ruler of the Knights 3","Souverain des Chevaliers 3","기사를 이끄는 요마3","统领骑士的妖魔3","統率騎士的妖魔3","Ruler of the Knights 3","ปิศาจชักใยอัศวิน 3","Not many know of the monster that commands the spectral knights.","Personne ne connaît le Démon qui gouverne les Chevaliers Fantômes.","유령기사를 통솔하는 요마의 존재를 알고 있는 사람은 적다.","很少人知道统率幽灵骑士的妖魔的存在","統率幽靈騎士的妖魔之存在鮮為人知","sedikit yang tahu tentang keberadaaan iblis yang memerintah ksatria hantu ","ผู้ที่รู้ถึงตัวตนของปิศาจที่ควบคุมอัศวินวิญญาณมีน้อยยิ่ง"
220,11,"影斬り森の悪魔1","影斬り森には悪魔が住むといわれている",3,0,4,1,0,0,0,201,7,0,0,202,2,204,2,209,2,0,0,1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Devils of Shadowthief Forest 1","Forêt aux Démons meurtriers 1","그림자 숲의 악마1","斩影之森的恶魔1","斬影森林的惡魔1","Forest of Shadow Cutting Demon 1","ปิศาจแห่งป่าตัดเงา 1","Some say that devils have made their home in this forest.","Certains disent que des démons vivent dans ces bois.","그림자 숲에는 악마가 살고 있다고 한다.","据说斩影之森中住着恶魔","據說斬影森林裡居住著惡魔","mereka mengatakan hutan pedang bayangan adalah tempat tinggal setan ","กล่าวกันว่ามีปิศาจอาศัยอยู่ในป่าตัดเงา"
221,11,"影斬り森の悪魔2","影斬り森には悪魔が住むといわれている",3,0,4,1,0,202,7,0,0,0,0,202,2,206,2,203,2,0,0,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Devils of Shadowthief Forest 2","Forêt aux Démons meurtriers 2","그림자 숲의 악마2","斩影之森的恶魔2","斬影森林的惡魔2","Forest of Shadow Cutting Demon 2","ปิศาจแห่งป่าตัดเงา 2","Some say that devils have made their home in this forest.","Certains disent que des démons vivent dans ces bois.","그림자 숲에는 악마가 살고 있다고 한다.","据说斩影之森中住着恶魔","據說斬影森林裡居住著惡魔","mereka mengatakan hutan pedang bayangan adalah tempat tinggal setan ","กล่าวกันว่ามีปิศาจอาศัยอยู่ในป่าตัดเงา"
222,11,"影斬り森の悪魔3","影斬り森には悪魔が住むといわれている",3,0,4,1,0,0,0,205,7,0,0,205,4,403,2,305,1,204,2,203,2,212,2,0,0,1407,0,0,0,0,0,0,0,0,0,"Devils of Shadowthief Forest 3","Forêt aux Démons meurtriers 3","그림자 숲의 악마3","斩影之森的恶魔3","斬影森林的惡魔3","Forest of Shadow Cutting Demon 3","ปิศาจแห่งป่าตัดเงา 3","Some say that devils have made their home in this forest.","Certains disent que des démons vivent dans ces bois.","그림자 숲에는 악마가 살고 있다고 한다.","据说斩影之森中住着恶魔","據說斬影森林裡居住著惡魔","mereka mengatakan hutan pedang bayangan adalah tempat tinggal setan ","กล่าวกันว่ามีปิศาจอาศัยอยู่ในป่าตัดเงา"
223,11,"風のささやき1","風に誘われた人々を襲う妖魔",3,0,4,2,0,0,0,303,7,0,0,705,2,402,2,1404,2,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Whispering Winds 1","Murmure du Vent 1","바람의 속삭임1","风的低语1","風之細語1","Whisper of Wind 1","เสียงกระซิบแห่งสายลม 1","These monsters attack people that were driven in by the winds.","Monstres qui attaquent les passants égarés.","바람에 이끌려 사람들을 습격하는 요마","袭击受风吸引而来的人的妖魔","襲擊被風所誘惑之人的妖魔","polong yang menyerang orang-orang yang berjalan","ปิศาจที่เข้าโจมตีผู้คนที่ถูกสายลมชักจูงมา"
224,11,"風のささやき2","風に誘われた人々を襲う妖魔",3,0,4,2,0,0,0,0,0,303,7,1401,2,602,2,502,2,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Whispering Winds 2","Murmure du Vent 2","바람의 속삭임2","风的低语2","風之細語2","Whisper of Wind 2","เสียงกระซิบแห่งสายลม 2","These monsters attack people that were driven in by the winds.","Monstres qui attaquent les passants égarés.","바람에 이끌려 사람들을 습격하는 요마","袭击受风吸引而来的人的妖魔","襲擊被風所誘惑之人的妖魔","polong yang menyerang orang-orang yang berjalan","ปิศาจที่เข้าโจมตีผู้คนที่ถูกสายลมชักจูงมา"
225,11,"風のささやき3","風に誘われた人々を襲う妖魔",3,0,4,2,0,306,7,0,0,0,0,403,2,1401,2,306,2,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Whispering Winds 3","Murmure du Vent 3","바람의 속삭임3","风的低语3","風之細語3","Whisper of Wind 3","เสียงกระซิบแห่งสายลม 3","These monsters attack people that were driven in by the winds.","Monstres qui attaquent les passants égarés.","바람에 이끌려 사람들을 습격하는 요마","袭击受风吸引而来的人的妖魔","襲擊被風所誘惑之人的妖魔","polong yang menyerang orang-orang yang berjalan","ปิศาจที่เข้าโจมตีผู้คนที่ถูกสายลมชักจูงมา"
226,11,"妖魔の泉1","妖魔の水汲み場となっている",3,0,4,3,0,0,0,802,7,0,0,210,4,1401,2,403,1,304,2,310,2,501,2,0,0,910,0,0,0,0,0,0,0,0,0,"Monster's Fountain 1","Fontaine aux Monstres 1","요마의 샘1","妖魔之泉1","妖魔之泉1","Monster's Fountain 1","น้ำพุปิศาจ 1","This is a place where monsters draw their water.","Lieu où les monstres cherchent de l'eau.","요마들이 물을 긷는 장소라고 한다.","妖魔的取水地","妖魔的取水場","menjadi tempat di mana iblis mengambil air","สถานที่ดื่มน้ำของปิศาจ"
227,11,"妖魔の泉2","妖魔の水汲み場となっている",3,0,4,3,0,0,0,803,7,0,0,701,4,303,2,211,1,1402,2,30001,2,103,2,0,0,911,0,0,0,0,0,0,0,0,0,"Monster's Fountain 2","Fontaine aux Monstres 2","요마의 샘2","妖魔之泉2","妖魔之泉2","Monster's Fountain 2","น้ำพุปิศาจ 2","This is a place where monsters draw their water.","Lieu où les monstres cherchent de l'eau.","요마들이 물을 긷는 장소라고 한다.","妖魔的取水地","妖魔的取水場","menjadi tempat di mana iblis mengambil air","สถานที่ดื่มน้ำของปิศาจ"
228,11,"妖魔の泉3","妖魔の水汲み場となっている",3,0,4,3,0,0,0,806,7,0,0,1404,4,702,2,711,2,203,4,610,4,0,0,912,0,0,0,0,0,0,0,0,0,0,0,"Monster's Fountain 3","Fontaine aux Monstres 3","요마의 샘3","妖魔之泉3","妖魔之泉3","Monster's Fountain 3","น้ำพุปิศาจ 3","This is a place where monsters draw their water.","Lieu où les monstres cherchent de l'eau.","요마들이 물을 긷는 장소라고 한다.","妖魔的取水地","妖魔的取水場","menjadi tempat di mana iblis mengambil air","สถานที่ดื่มน้ำของปิศาจ"
229,11,"奇怪な植物1","濃い魔力の中で育った人食いの妖魔",3,0,4,3,0,0,0,202,7,0,0,1105,2,1004,2,803,1,0,0,1401,1,802,1,0,0,0,0,510,0,0,0,0,0,0,0,"Strange Vegetation 1","Etrange Plante 1","기괴한 식물1","奇怪的植物1","植物妖怪1","Creepy Plant 1","พืชประหลาด 1","This man-eating monster was raised within a dense magical field.","Monstre dévoreur d'Homme qui a poussé grâce à de puissants sortilèges. ","강한 마력 안에서 자란 식인 요마","在强大的魔力中孕育的食人魔","在濃厚的魔力中成長的吃人妖魔","polong pemakan manusia yang dibesarkan dalam lingkungan sihir yang hebat","ปิศาจกินคนที่เติบโตมาด้วยพลังเวทที่แรงกล้า"
230,11,"奇怪な植物2","濃い魔力の中で育った人食いの妖魔",3,0,4,4,0,0,0,202,7,0,0,605,2,702,2,1004,2,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Strange Vegetation 2","Etrange Plante 2","기괴한 식물2","奇怪的植物2","植物妖怪2","Creepy Plant 2","พืชประหลาด 2","This man-eating monster was raised within a dense magical field.","Monstre dévoreur d'Homme qui a poussé grâce à de puissants sortilèges. ","강한 마력 안에서 자란 식인 요마","在强大的魔力中孕育的食人魔","在濃厚的魔力中成長的吃人妖魔","polong pemakan manusia yang dibesarkan dalam lingkungan sihir yang hebat","ปิศาจกินคนที่เติบโตมาด้วยพลังเวทที่แรงกล้า"
231,11,"奇怪な植物3","濃い魔力の中で育った人食いの妖魔",3,0,4,4,0,0,0,205,5,0,0,305,7,0,0,1401,7,602,2,811,2,30001,2,0,0,512,0,0,0,0,0,0,0,0,0,"Strange Vegetation 3","Etrange Plante 3","기괴한 식물3","奇怪的植物3","植物妖怪3","Creepy Plant 3","พืชประหลาด 3","This man-eating monster was raised within a dense magical field.","Monstre dévoreur d'Homme qui a poussé grâce à de puissants sortilèges. ","강한 마력 안에서 자란 식인 요마","在强大的魔力中孕育的食人魔","在濃厚的魔力中成長的吃人妖魔","polong pemakan manusia yang dibesarkan dalam lingkungan sihir yang hebat","ปิศาจกินคนที่เติบโตมาด้วยพลังเวทที่แรงกล้า"
232,11,"人を喰う獣1","奇妙な進化を遂げた人を食らう獣",3,0,4,4,0,0,0,1002,7,0,0,1404,2,802,2,1002,2,0,0,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Man-eating Beast 1","Bête dévoreuse d'Homme 1","식인 짐승1","食人兽1","食人獸1","Killer Beast 1","สัตว์ร้ายกินคน 1","This man-eating beast was bred subject to strange evolutionary pressures.","Bête dévoreuse d'Homme qui a mystérieusement évolué.","기묘한 진화를 이룬 식인 짐승","以完成神奇进化的人类为食的食人兽","經過奇特進化的吃人獸","siluman pemakan manusia mencapai evolusi yang aneh","สัตว์ร้ายกินคนที่วิวัฒนาการอย่างประหลาด"
233,11,"人を喰う獣2","奇妙な進化を遂げた人を食らう獣",3,0,4,4,0,0,0,0,0,1404,7,705,2,30005,2,1005,2,0,0,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Man-eating Beast 2","Bête dévoreuse d'Homme 2","식인 짐승2","食人兽2","食人獸2","Killer Beast 2","สัตว์ร้ายกินคน 2","This man-eating beast was bred subject to strange evolutionary pressures.","Bête dévoreuse d'Homme qui a mystérieusement évolué.","기묘한 진화를 이룬 식인 짐승","以完成神奇进化的人类为食的食人兽","經過奇特進化的吃人獸","siluman pemakan manusia mencapai evolusi yang aneh","สัตว์ร้ายกินคนที่วิวัฒนาการอย่างประหลาด"
234,11,"人を喰う獣3","奇妙な進化を遂げた人を食らう獣",3,0,4,5,0,0,0,1404,7,0,0,902,5,803,5,1011,5,10093,2,0,0,1008,2,0,0,1012,0,0,0,0,0,0,0,0,0,"Man-eating Beast 3","Bête dévoreuse d'Homme 3","식인 짐승3","食人兽3","食人獸3","Killer Beast 3","สัตว์ร้ายกินคน 3","This man-eating beast was bred subject to strange evolutionary pressures.","Bête dévoreuse d'Homme qui a mystérieusement évolué.","기묘한 진화를 이룬 식인 짐승","以完成神奇进化的人类为食的食人兽","經過奇特進化的吃人獸","siluman pemakan manusia mencapai evolusi yang aneh","สัตว์ร้ายกินคนที่วิวัฒนาการอย่างประหลาด"
235,11,"荒れ狂う狂人1","風を斬る速度で暴れ狂う狂人",3,0,4,5,0,0,0,802,5,0,0,1102,6,0,0,30001,1,808,2,10083,2,611,2,0,0,810,0,0,0,0,0,0,0,0,0,"Raving Madman 1","Dément 1","날뛰는 광인1","凶暴的狂人1","兇狠的狂人1","Raving Madman 1","คนคลั่งพิโรธ 1","A madman on a lightning-fast rampage.","Homme dément porté par les vents.","바람을 가르는 속도로 폭주하는 광인","以暴风般的速度疯狂破坏的疯子","以斬風之速失控破壞著的狂人","Orang gila yang mengamuk dengan kecepatan angin","คนคลั่งที่โกรธจัดจนสามารถลงมือสังหารได้ในชั่วพริบตา"
236,11,"荒れ狂う狂人2","風を斬る速度で暴れ狂う狂人",3,0,4,5,0,0,0,801,5,0,0,1102,4,0,0,411,3,1005,2,10073,2,1002,2,0,0,811,0,0,0,0,0,0,0,0,0,"Raving Madman 2","Dément 2","날뛰는 광인2","凶暴的狂人2","兇狠的狂人2","Raving Madman 2","คนคลั่งพิโรธ 2","A madman on a lightning-fast rampage.","Homme dément porté par les vents.","바람을 가르는 속도로 폭주하는 광인","以暴风般的速度疯狂破坏的疯子","以斬風之速失控破壞著的狂人","Orang gila yang mengamuk dengan kecepatan angin","คนคลั่งที่โกรธจัดจนสามารถลงมือสังหารได้ในชั่วพริบตา"
237,11,"荒れ狂う狂人3","風を斬る速度で暴れ狂う狂人",3,0,4,5,0,0,0,803,5,0,0,10063,6,0,0,810,1,702,2,1005,2,702,2,0,0,812,0,0,0,0,0,0,0,0,0,"Raving Madman 3","Dément 3","날뛰는 광인3","凶暴的狂人3","兇狠的狂人3","Raving Madman 3","คนคลั่งพิโรธ 3","A madman on a lightning-fast rampage.","Homme dément porté par les vents.","바람을 가르는 속도로 폭주하는 광인","以暴风般的速度疯狂破坏的疯子","以斬風之速失控破壞著的狂人","Orang gila yang mengamuk dengan kecepatan angin","คนคลั่งที่โกรธจัดจนสามารถลงมือสังหารได้ในชั่วพริบตา"
238,11,"踊る魂1","影の大陸で消えた魂が集まる地",3,0,4,6,0,0,0,403,7,0,0,410,2,1001,2,1402,2,0,0,10053,2,0,0,0,0,410,0,0,0,0,0,0,0,0,0,"Dancing Spirits 1","Esprits dansants 1","춤추는 혼1","跳舞的魂魄1","舞魂1","Dancing Spirits 1","วิญญาณเริงระบำ 1","All the spirits that disappeared in Shadowland will gather here.","Etang dans lequel se rassemblent tous les monstres disparus de ShadowLand.","그림자 대륙에서 사라진 영혼이 모이는 땅","消失在影之大陆的魂魄的聚集地","在影之大陸消失的靈魂所聚集的地方","danau bayangan tempat di mana roh yang telah menghilang berkumpul","สถานที่ที่วิญญาณที่หายไปจากนครแห่งเงามารวมกัน"
239,11,"踊る魂2","影の大陸で消えた魂が集まる地",3,0,4,6,0,0,0,403,5,0,0,1201,4,0,0,10043,2,1102,4,1001,4,0,0,411,0,0,0,0,0,0,0,0,0,0,0,"Dancing Spirits 2","Esprits dansants 2","춤추는 혼2","跳舞的魂魄2","舞魂2","Dancing Spirits 2","วิญญาณเริงระบำ 2","All the spirits that disappeared in Shadowland will gather here.","Etang dans lequel se rassemblent tous les monstres disparus de ShadowLand.","그림자 대륙에서 사라진 영혼이 모이는 땅","消失在影之大陆的魂魄的聚集地","在影之大陸消失的靈魂所聚集的地方","danau bayangan tempat di mana roh yang telah menghilang berkumpul","สถานที่ที่วิญญาณที่หายไปจากนครแห่งเงามารวมกัน"
240,11,"踊る魂3","影の大陸で消えた魂が集まる地",3,0,4,6,0,0,0,406,5,0,0,403,2,0,0,1001,1,0,0,403,1,10033,1,0,0,0,0,412,0,0,0,0,0,0,0,"Dancing Spirits 3","Esprits dansants 3","춤추는 혼3","跳舞的魂魄3","舞魂3","Dancing Spirits 3","วิญญาณเริงระบำ 3","All the spirits that disappeared in Shadowland will gather here.","Etang dans lequel se rassemblent tous les monstres disparus de ShadowLand.","그림자 대륙에서 사라진 영혼이 모이는 땅","消失在影之大陆的魂魄的聚集地","在影之大陸消失的靈魂所聚集的地方","danau bayangan tempat di mana roh yang telah menghilang berkumpul","สถานที่ที่วิญญาณที่หายไปจากนครแห่งเงามารวมกัน"
241,11,"哨兵と幽霊騎士1","風斬り森を闊歩する戦士の群れ",3,0,4,6,0,1301,6,0,0,0,0,10023,2,1402,2,0,0,0,0,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Sentry and the Spectral Knight 1","Garde et Chevalier Fantôme 1","초병과 유령기사1","哨兵与幽灵骑士1","哨兵和幽靈騎士1","Guard & The Ghost Knight 1","ทหารยามกับอัศวินวิญญาณ 1","A group of warriors known to ride through Windcut Forest.","Guerriers qui errent dans les bois.","바람을 가르며 숲을 활보하는 전사의 무리","在斩风之森阔步前进的战士","在斬風森林裏昂首闊步的戰士們","Para prajurit yang berlagak sambil jalan melalui hutan","กลุ่มนักรบที่เดินวางท่าอยู่ในป่าตัดลม"
242,11,"哨兵と幽霊騎士2","風斬り森を闊歩する戦士の群れ",3,0,4,7,0,0,0,0,0,1304,3,0,0,10013,2,1302,2,0,0,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Sentry and the Spectral Knight 2","Garde et Chevalier Fantôme 2","초병과 유령기사2","哨兵与幽灵骑士2","哨兵和幽靈騎士2","Guard & The Ghost Knight 2","ทหารยามกับอัศวินวิญญาณ 2","A group of warriors known to ride through Windcut Forest.","Guerriers qui errent dans les bois.","바람을 가르며 숲을 활보하는 전사의 무리","在斩风之森阔步前进的战士","在斬風森林裏昂首闊步的戰士們","Para prajurit yang berlagak sambil jalan melalui hutan","กลุ่มนักรบที่เดินวางท่าอยู่ในป่าตัดลม"
243,11,"哨兵と幽霊騎士3","風斬り森を闊歩する戦士の群れ",3,0,4,7,0,0,0,1304,7,0,0,1401,2,1105,2,10003,2,0,0,1102,4,0,0,1212,0,0,0,0,0,0,0,0,0,0,0,"The Sentry and the Spectral Knight 3","Garde et Chevalier Fantôme 3","초병과 유령기사3","哨兵与幽灵骑士3","哨兵和幽靈騎士3","Guard & The Ghost Knight 3","ทหารยามกับอัศวินวิญญาณ 3","A group of warriors known to ride through Windcut Forest.","Guerriers qui errent dans les bois.","바람을 가르며 숲을 활보하는 전사의 무리","在斩风之森阔步前进的战士","在斬風森林裏昂首闊步的戰士們","Para prajurit yang berlagak sambil jalan melalui hutan","กลุ่มนักรบที่เดินวางท่าอยู่ในป่าตัดลม"
244,11,"妖樹の宝石1","宝が隠された地図",3,0,0,8,0,0,0,4,7,0,0,8,2,12,2,16,2,0,0,20,1,0,0,0,0,0,0,30017,0,0,0,0,0,0,0,"The Suspicious Tree's Treasure 1","Trésor de l'Arbre Sanglant 1","요수의 보석1","妖树的宝石1","妖樹寶石1","Treasure of The Blood Tree 1","อัญมณีของต้นไม้ภูต 1","This map harbors hidden treasure!","Carte menant à un Trésor caché.","보물이 숨겨진 곳을 나타내는 지도","藏宝图","藏有寶藏的地圖","peta harta karun ","พื้นที่ที่มีอัญมณีซ่อนอยู่"
245,11,"妖樹の宝石2","宝が隠された地図",3,0,0,9,0,0,0,3,7,0,0,7,4,4,1,18,1,22,2,0,0,26,2,0,0,30021,0,0,0,0,0,0,0,0,0,"The Suspicious Tree's Treasure 2","Trésor de l'Arbre Sanglant 2","요수의 보석2","妖树的宝石2","妖樹寶石2","Treasure of The Blood Tree 2","อัญมณีของต้นไม้ภูต 2","This map harbors hidden treasure!","Carte menant à un Trésor caché.","보물이 숨겨진 곳을 나타내는 지도","藏宝图","藏有寶藏的地圖","peta harta karun ","พื้นที่ที่มีอัญมณีซ่อนอยู่"
246,11,"妖樹の宝石3","宝が隠された地図",3,0,0,10,0,0,0,15,7,0,0,30005,4,12,1,19,1,30001,2,0,0,23,2,0,0,24,0,0,0,0,0,0,0,0,0,"The Suspicious Tree's Treasure 3","Trésor de l'Arbre Sanglant 3","요수의 보석3","妖树的宝石3","妖樹寶石3","Treasure of The Blood Tree 3","อัญมณีของต้นไม้ภูต 3","This map harbors hidden treasure!","Carte menant à un Trésor caché.","보물이 숨겨진 곳을 나타내는 지도","藏宝图","藏有寶藏的地圖","peta harta karun ","พื้นที่ที่มีอัญมณีซ่อนอยู่"
247,11,"魔を統べるもの1","影の大陸の魔を統べるもの",5,2,10,8,2,0,0,1305,7,0,0,10013,5,10033,5,10063,5,906,7,0,0,812,7,903,2,1006,2,1206,2,0,0,20001,0,0,0,"Leader of Daemons 1","Souverain des Démons 1","마를 지배하는 자1","妖魔统领1","妖魔統率者1","Demon Lord 1","สิ่งที่ควบคุมปิศาจ 1","The leader of the monsters of Shadowland.","Souverain des monstres de ShadowLand.","그림자 대륙의 마를 지배하는 자","影之大陆妖魔的统治者","統治著影之大陸的惡魔","penguasa setan dari danau bayangan","สิ่งที่ควบคุมปิศานนครแห่งเงา"
248,11,"魔を統べるもの2","影の大陸の魔を統べるもの",5,2,10,9,2,0,0,1311,7,0,0,10003,4,10043,3,10073,3,906,2,1006,2,1203,2,0,0,20002,0,0,0,0,0,0,0,0,0,"Leader of Daemons 2","Souverain des Démons 2","마를 지배하는 자2","妖魔统领2","妖魔統率者2","Demon Lord 2","สิ่งที่ควบคุมปิศาจ 2","The leader of the monsters of Shadowland.","Souverain des monstres de ShadowLand.","그림자 대륙의 마를 지배하는 자","影之大陆妖魔的统治者","統治著影之大陸的惡魔","penguasa setan dari danau bayangan","สิ่งที่ควบคุมปิศานนครแห่งเงา"
249,11,"魔を統べるもの3","影の大陸の魔を統べるもの",5,2,10,10,2,0,0,1308,7,0,0,10023,6,10053,6,10083,1,912,2,1012,2,1206,2,0,0,20003,0,0,0,0,0,0,0,0,0,"Leader of Daemons 3","Souverain des Démons 3","마를 지배하는 자3","妖魔统领3","妖魔統率者3","Demon Lord 3","สิ่งที่ควบคุมปิศาจ 3","The leader of the monsters of Shadowland.","Souverain des monstres de ShadowLand.","그림자 대륙의 마를 지배하는 자","影之大陆妖魔的统治者","統治著影之大陸的惡魔","penguasa setan dari danau bayangan","สิ่งที่ควบคุมปิศานนครแห่งเงา"
250,12,"空を貫く尖塔1","影大陸を抜けた先にある光り輝く尖塔",3,0,3,1,0,0,0,102,2,0,0,0,0,605,2,0,0,0,0,1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sky Spire 1","Clocher Céleste 1","하늘을 관통하는 첨탑1","贯穿天空的尖塔1","貫空的尖塔1","Steeple Into the Sky 1","หอคอยเสียดฟ้า 1","This shining spire pierces the sky from the border of Shadowland.","Clocher scintillant qui se trouve aux portes de ShadowLand.","그림자 대륙을 빠져나오면 저만치에서 빛나는 첨탑","走出影大陆就能看到的光芒万丈的尖塔","影之大陸出口旁的光輝尖塔","menara puncak yang bersinar setelah melewati pulai bayangan","หอคอยที่เปล่งประกายที่อยู่นอกนครแห่งเงา"
251,12,"空を貫く尖塔2","影大陸を抜けた先にある光り輝く尖塔",3,0,3,1,0,0,0,202,2,0,0,0,0,505,2,0,0,0,0,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sky Spire 2","Clocher Céleste 2","하늘을 관통하는 첨탑2","贯穿天空的尖塔2","貫空的尖塔2","Steeple Into the Sky 2","หอคอยเสียดฟ้า 2","This shining spire pierces the sky from the border of Shadowland.","Clocher scintillant qui se trouve aux portes de ShadowLand.","그림자 대륙을 빠져나오면 저만치에서 빛나는 첨탑","走出影大陆就能看到的光芒万丈的尖塔","影之大陸出口旁的光輝尖塔","menara puncak yang bersinar setelah melewati pulai bayangan","หอคอยที่เปล่งประกายที่อยู่นอกนครแห่งเงา"
252,12,"空を貫く尖塔3","影大陸を抜けた先にある光り輝く尖塔",3,0,3,1,0,0,0,302,1,0,0,0,0,0,0,705,1,0,0,0,0,1507,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sky Spire 3","Clocher Céleste 3","하늘을 관통하는 첨탑3","贯穿天空的尖塔3","貫空的尖塔3","Steeple Into the Sky 3","หอคอยเสียดฟ้า 3","This shining spire pierces the sky from the border of Shadowland.","Clocher scintillant qui se trouve aux portes de ShadowLand.","그림자 대륙을 빠져나오면 저만치에서 빛나는 첨탑","走出影大陆就能看到的光芒万丈的尖塔","影之大陸出口旁的光輝尖塔","menara puncak yang bersinar setelah melewati pulai bayangan","หอคอยที่เปล่งประกายที่อยู่นอกนครแห่งเงา"
