"id","name","feat_no","pow","dice_attribute","effect_image","caption","condition","created_at","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
307,"知覚の扉",85,3,,"cutinchara19_skl00.swf","[移動:__CONDITION__]HP-1,自身にランダムに状態異常(__POW__ターン)|幻視によって不可思議な力を得る。","LMS:W*1","2010-09-20 08:02:20 UTC","The Gate of Consciousness","Porte de la Conscience","지각의 문","知觉之门","知覺之門","Doors of Perception","ประตูแห่งปัญญา","[移動:__CONDITION__]HP-1, Give yourself a random status effect for __POW__turns. |Turn an hallucinated ability into reality.","[移動:__CONDITION__]HP - 1 Provoquez - vous un trouble du statut (__POW__ Tour(s)).|Mystérieux pouvoir produit par les hallucinations.","[移動:__CONDITION__]HP-1,자신를 __POW__턴 동안(랜덤) 상태이상으로 만든다. |환시에 의해 이상한 힘을 얻는다. ","[移動:__CONDITION__]HP-1 自身随机获得某种状态异常(__POW__回合)|藉由幻视而获得不可思议的力量。","[移動:__CONDITION__]HP-1 自身隨機獲得某種狀態異常(__POW__回合)|藉由幻視而獲得不可思議的力量。","[移動:__CONDITION__]HP-1. Mendapatkan status secara acak (__POW__ turn). Kekuatan misterius yang dihasilkan oleh halusinasi.","[移動:__CONDITION__]HP-1, ทำให้สถานะตัวเองผิดปกติแบบสุ่ม(__POW__เทิร์น)|ได้รับพลังประหลาดจากภาพลวงตา"
308,"Ex知覚の扉",85,4,,"cutinchara19_skl00ex.swf","[移動:__CONDITION__]HP-1,自身にランダムに状態異常(__POW__ターン)|幻視によって不可思議な力を得る。","LMS:W*1","2010-09-20 08:02:20 UTC","Ex The Gate of Consciousness","Ex Porte de la Conscience","Ex지각의 문","Ex知觉之门","Ex知覺之門","Doors of Perception","Ex ประตูแห่งปัญญา","[移動:__CONDITION__]HP-1, Give yourself a random status effect for __POW__turns. |Turn an hallucinated ability into reality.","[移動:__CONDITION__]HP - 1 Provoquez - vous un trouble du statut (__POW__ Tour(s)).|Mystérieux pouvoir produit par les hallucinations.","[移動:__CONDITION__]HP-1,자신를 __POW__턴 동안(랜덤) 상태이상으로 만든다. |환시에 의해 이상한 힘을 얻는다. ","[移動:__CONDITION__]HP-1 自身随机获得某种状态异常(__POW__回合)|藉由幻视而获得不可思议的力量。","[移動:__CONDITION__]HP-1 自身隨機獲得某種狀態異常(__POW__回合)|藉由幻視而獲得不可思議的力量。","[移動:__CONDITION__]HP-1. Mendapatkan status secara acak (__POW__ turn). Kekuatan misterius yang dihasilkan oleh halusinasi.","[移動:__CONDITION__]HP-1, ทำให้สถานะตัวเองผิดปกติแบบสุ่ม(__POW__เทิร์น)|ได้รับพลังประหลาดจากภาพลวงตา"
309,"オーバードウズ",86,10,"special","cutinchara19_skl01.swf","[攻撃:__CONDITION__]ATK+現在HP×2<MAX:__POW__>|力を過負荷状態にさせることによって時空の歪みを作る。","LMS:E2+","2010-09-20 08:02:20 UTC","Overdose","Overdose","힘의 폭발","超量负荷","超量負荷","Overdose","Overdose","[攻撃:__CONDITION__]ATK+Current HP * 2 (MAX:__POW__). |Create a space-time distortion by overloading your own power.","[攻撃:__CONDITION__]ATK + Current HP * 2 < MAX:__POW__ >.|Provoque une distortion de l'espace - temps en créant une surcharge de puissance.","[攻撃:__CONDITION__]ATK+현재HP×2 <MAX:__POW__> |힘을 과부하 상태로 만들어 시공의 뒤틀림을 만든다. ","[攻撃:__CONDITION__]ATK+现在HP×2<MAX:__POW__>|使力量进入超载状态来创造时空的扭曲。","[攻撃:__CONDITION__]ATK+現在HP×2<MAX:__POW__>|使力量進入超載狀態來創造時空的扭曲。","[攻撃:__CONDITION__]ATK+ Jumlah HP * 2 <MAX:__POW__>. Menyebabkan distori ruang-waktu dengan meluapkan kekuatan secara berlebihan.","[攻撃:__CONDITION__]ATK+HP ปัจจุบัน *2<MAX:__POW__>|สร้างความบิดเบี้ยวให้กับเวลาด้วยสถานะใช้พลังเกินพิกัด"
310,"オーバードウズ",86,14,"special","cutinchara19_skl01.swf","[攻撃:__CONDITION__]ATK+現在HP×2<MAX:__POW__>|力を過負荷状態にさせることによって時空の歪みを作る。","LMS:E2+","2010-09-20 08:02:20 UTC","Overdose","Overdose","힘의 폭발","超量负荷","超量負荷","Overdose","Overdose","[攻撃:__CONDITION__]ATK+Current HP * 2 (MAX:__POW__). |Create a space-time distortion by overloading your own power.","[攻撃:__CONDITION__]ATK + Current HP * 2 < MAX:__POW__ >.|Provoque une distortion de l'espace - temps en créant une surcharge de puissance.","[攻撃:__CONDITION__]ATK+현재HP×2 <MAX:__POW__> |힘을 과부하 상태로 만들어 시공의 뒤틀림을 만든다. ","[攻撃:__CONDITION__]ATK+现在HP×2<MAX:__POW__>|使力量进入超载状态来创造时空的扭曲。","[攻撃:__CONDITION__]ATK+現在HP×2<MAX:__POW__>|使力量進入超載狀態來創造時空的扭曲。","[攻撃:__CONDITION__]ATK+ Jumlah HP * 2 <MAX:__POW__>. Menyebabkan distori ruang-waktu dengan meluapkan kekuatan secara berlebihan.","[攻撃:__CONDITION__]ATK+HP ปัจจุบัน *2<MAX:__POW__>|สร้างความบิดเบี้ยวให้กับเวลาด้วยสถานะใช้พลังเกินพิกัด"
311,"Exオーバードウズ",86,16,"special","cutinchara19_skl01ex.swf","[攻撃:__CONDITION__]ATK+現在HP×2<MAX:__POW__>|力を過負荷状態にさせることによって時空の歪みを作る。","LMS:E2+","2010-09-20 08:02:20 UTC","Ex Overdose","Ex Overdose","Ex힘의 폭발","Ex超量负荷","Ex超量負荷","EX Overdose","ExOverdose","[攻撃:__CONDITION__]ATK+Current HP * 2 (MAX:__POW__). |Create a space-time distortion by overloading your own power.","[攻撃:__CONDITION__]ATK + Current HP * 2 < MAX:__POW__ >.|Provoque une distortion de l'espace - temps en créant une surcharge de puissance.","[攻撃:__CONDITION__]ATK+현재HP×2 <MAX:__POW__> |힘을 과부하 상태로 만들어 시공의 뒤틀림을 만든다. ","[攻撃:__CONDITION__]ATK+现在HP×2<MAX:__POW__>|使力量进入超载状态来创造时空的扭曲。","[攻撃:__CONDITION__]ATK+現在HP×2<MAX:__POW__>|使力量進入超載狀態來創造時空的扭曲。","[攻撃:__CONDITION__]ATK+ Jumlah HP * 2 <MAX:__POW__>. Menyebabkan distori ruang-waktu dengan meluapkan kekuatan secara berlebihan.","[攻撃:__CONDITION__]ATK+HP ปัจจุบัน *2<MAX:__POW__>|สร้างความบิดเบี้ยวให้กับเวลาด้วยสถานะใช้พลังเกินพิกัด"
312,"レイザーズエッジ",87,2,"special","cutinchara19_skl02.swf","[攻撃:__CONDITION__]相手の防御力を「半分」にする,オーバードウズ発動時HP+__POW__|時空の歪みを作り出し空間ごと切断する。","S:S6+","2010-09-20 08:02:20 UTC","Razor's Edge","Laser's Edge","시공의 뒤틀림","时空分断刀","時空分斷刀","Razor's Edge","Laser's Edge","[攻撃:__CONDITION__]Your opponent's DEF is halved, If Overdose is active, HP+__POW__. |Create a space-time distortion that slices your space around your opponent.","[攻撃:__CONDITION__]Faites en sorte que la Défense de votre ennemi soit [1|2]. Si l'option Overdose est active, HP + __POW__|Création d'une distortion de l'espace - temps et d'une fissure dans l'espace.","[攻撃:__CONDITION__]상대의 방어력을 반감 시킨다. 힘의 폭발 발동시 HP+__POW__의 효과를 얻는다. |시공의 뒤틀림을 만들어 내어 공간체 절단한다. ","[攻撃:__CONDITION__]将对手的防御力变成原本的“一半” 超量负荷发动时HP+__POW__|以扭曲的时空将空间一同切断。","[攻撃:__CONDITION__]將對手的防禦力變成原本的「一半」 超量負荷發動時HP+__POW__|以扭曲的時空將空間一同切斷。","[攻撃:__CONDITION__]Mengurangi defense musuh menjadi setengah. Memulihkan HP+__POW__ jika Overdose aktif. Memutuskan hubungan ruang dari distorsi waktu.","[攻撃:__CONDITION__]ทำให้พลังป้องกันของศัตรูเหลือ[ครึ่งเดียว], HP+__POW__เมื่อพลังเริ่มเกินพิกัด|สร้างความบิดเบี้ยวให้เวลาแล้วตัดบรรยากาศ"
313,"レイザーズエッジ",87,2,"special","cutinchara19_skl02.swf","[攻撃:__CONDITION__]相手の防御力を「半分」にする,オーバードウズ発動時HP+__POW__|時空の歪みを作り出し空間ごと切断する。","S:S6+","2010-09-20 08:02:20 UTC","Razor's Edge","Laser's Edge","시공의 뒤틀림","时空分断刀","時空分斷刀","Razor's Edge","Laser's Edge","[攻撃:__CONDITION__]Your opponent's DEF is halved, If Overdose is active, HP+__POW__. |Create a space-time distortion that slices your space around your opponent.","[攻撃:__CONDITION__]Faites en sorte que la Défense de votre ennemi soit [1|2]. Si l'option Overdose est active, HP + __POW__|Création d'une distortion de l'espace - temps et d'une fissure dans l'espace.","[攻撃:__CONDITION__]상대의 방어력을 반감 시킨다. 힘의 폭발 발동시 HP+__POW__의 효과를 얻는다. |시공의 뒤틀림을 만들어 내어 공간체 절단한다. ","[攻撃:__CONDITION__]将对手的防御力变成原本的“一半” 超量负荷发动时HP+__POW__|以扭曲的时空将空间一同切断。","[攻撃:__CONDITION__]將對手的防禦力變成原本的「一半」 超量負荷發動時HP+__POW__|以扭曲的時空將空間一同切斷。","[攻撃:__CONDITION__]Mengurangi defense musuh menjadi setengah. Memulihkan HP+__POW__ jika Overdose aktif. Memutuskan hubungan ruang dari distorsi waktu.","[攻撃:__CONDITION__]ทำให้พลังป้องกันของศัตรูเหลือ[ครึ่งเดียว], HP+__POW__เมื่อพลังเริ่มเกินพิกัด|สร้างความบิดเบี้ยวให้เวลาแล้วตัดบรรยากาศ"
314,"Exレイザーズエッジ",326,3,"special","cutinchara19_skl02ex.swf","[攻撃:__CONDITION__]相手の防御力を「半分」にする,オーバードウズ発動時HP+__POW__|時空の歪みを作り出し空間ごと切断する。","S:S6+","2010-09-20 08:02:20 UTC","Ex Razor's Edge","Ex Laser's Edge","Ex시공의 뒤틀림","Ex时空分断刀","Ex時空分斷刀","EX Razor's Edge","ExLaser's Edge","[攻撃:__CONDITION__]Your opponent's DEF is halved, If Overdose is active, HP+__POW__. |Create a space-time distortion that slices your space around your opponent.","[攻撃:__CONDITION__]Faites en sorte que la Défense de votre ennemi soit [1|2]. Si l'option Overdose est active, HP + __POW__|Création d'une distortion de l'espace - temps et d'une fissure dans l'espace.","[攻撃:__CONDITION__]상대의 방어력을 반감 시킨다. 힘의 폭발 발동시 HP+__POW__의 효과를 얻는다. |시공의 뒤틀림을 만들어 내어 공간체 절단한다. ","[攻撃:__CONDITION__]将对手的防御力变成原本的“一半” 超量负荷发动时HP+__POW__|以扭曲的时空将空间一同切断。","[攻撃:__CONDITION__]將對手的防禦力變成原本的「一半」 超量負荷發動時HP+__POW__|以扭曲的時空將空間一同切斷。","[攻撃:__CONDITION__]Mengurangi defense musuh menjadi setengah. Memulihkan HP+__POW__ jika Overdose aktif. Memutuskan hubungan ruang dari distorsi waktu.","[攻撃:__CONDITION__]ทำให้พลังป้องกันของศัตรูเหลือ[ครึ่งเดียว], HP+__POW__เมื่อพลังเริ่มเกินพิกัด|สร้างความบิดเบี้ยวให้เวลาแล้วตัดบรรยากาศ"
315,"ヘルズ・ベル",88,2,"special","cutinchara19_skl03.swf","[攻撃:__CONDITION__]自身以外の全てのキャラに__POW__ダメージ,オーバードウズ発動時HP+__POW__|世界を混沌の霧で覆いつくす。","LM:S5+,A5+","2010-09-20 08:02:20 UTC","Hell's Bell","Cloche de l'Enfer","혼돈의 안개","地狱丧钟","地獄喪鐘","Hell's Bell","Hell's Bell","[攻撃:__CONDITION__]All characters except you take __POW__ damage, If Overdose is active, HP+__POW__. |Enshroud the battlefield in a chaotic mist.","[攻撃:__CONDITION__]POW__Dégâts pour tous sauf vous. Si l'option Overdose est active, HP + __POW__|Couvrez le monde d'une Brume Chaotique.","[攻撃:__CONDITION__]자신 이외의 모든 캐릭터에게 __POW__의 데미지를 입힌다. 힘의 폭발 발동시 HP+__POW__의 효과를 얻는다. |세계를 혼돈의 안개로 뒤덮는다. ","[攻撃:__CONDITION__]对自己以外的全部角色造成__POW__点伤害 超量负荷发动时HP+__POW__|使全世界垄罩在混沌之雾中。","[攻撃:__CONDITION__]對自己以外的全部角色造成__POW__點傷害 超量負荷發動時HP+__POW__|使全世界壟罩在混沌之霧中。","[攻撃:__CONDITION__]Memberi __POW__ damage ke seluruh karakter kecuali Rosso. Memulihkan HP+ __POW__ jika Overdose aktif. Menyelubungi dunia dengan kabut dari dunia Chaos.","[攻撃:__CONDITION__]สร้างค่าความเสียหายให้ตัวละครอื่นนอกจากตัวเอง__POW__แต้ม,HP+__POW__เมื่อพลังเริ่มเกินพิกัด|สร้างหมอกที่ทำให้โลกยุ่งเหยิง"
316,"ヘルズ・ベル",88,2,"special","cutinchara19_skl03.swf","[攻撃:__CONDITION__]自身以外の全てのキャラに__POW__ダメージ,オーバードウズ発動時HP+__POW__|世界を混沌の霧で覆いつくす。","LM:S5+,A5+","2010-09-20 08:02:20 UTC","Hell's Bell","Cloche de l'Enfer","혼돈의 안개","地狱丧钟","地獄喪鐘","Hell's Bell","Hell's Bell","[攻撃:__CONDITION__]All characters except you take __POW__ damage, If Overdose is active, HP+__POW__. |Enshroud the battlefield in a chaotic mist.","[攻撃:__CONDITION__]POW__Dégâts pour tous sauf vous. Si l'option Overdose est active, HP + __POW__|Couvrez le monde d'une Brume Chaotique.","[攻撃:__CONDITION__]자신 이외의 모든 캐릭터에게 __POW__의 데미지를 입힌다. 힘의 폭발 발동시 HP+__POW__의 효과를 얻는다. |세계를 혼돈의 안개로 뒤덮는다","[攻撃:__CONDITION__]对自己以外的全部角色造成__POW__点伤害 超量负荷发动时HP+__POW__|使全世界垄罩在混沌之雾中。","[攻撃:__CONDITION__]對自己以外的全部角色造成__POW__點傷害 超量負荷發動時HP+__POW__|使全世界壟罩在混沌之霧中。","[攻撃:__CONDITION__]Memberi __POW__ damage ke seluruh karakter kecuali Rosso. Memulihkan HP+ __POW__ jika Overdose aktif. Menyelubungi dunia dengan kabut dari dunia Chaos.","[攻撃:__CONDITION__]สร้างค่าความเสียหายให้ตัวละครอื่นนอกจากตัวเอง__POW__แต้ม,HP+__POW__เมื่อพลังเริ่มเกินพิกัด|สร้างหมอกที่ทำให้โลกยุ่งเหยิง"
317,"Exヘルズ・ベル",88,3,"special","cutinchara19_skl03ex.swf","[攻撃:__CONDITION__]自身以外の全てのキャラに__POW__ダメージ,オーバードウズ発動時HP+__POW__|世界を混沌の霧で覆いつくす。","LM:S5+,A5+","2010-09-20 08:02:20 UTC","Ex Hell's Bell","Ex Cloche de l'Enfer","Ex혼돈의 안개","Ex地狱丧钟","Ex地獄喪鐘","EX Hell's Bell","ExHell's Bell","[攻撃:__CONDITION__]All characters except you take __POW__ damage, If Overdose is active, HP+__POW__. |Enshroud the battlefield in a chaotic mist.","[攻撃:__CONDITION__]POW__Dégâts pour tous sauf vous. Si l'option Overdose est active, HP + __POW__|Couvrez le monde d'une Brume Chaotique.","[攻撃:__CONDITION__]자신 이외의 모든 캐릭터에게 __POW__의 데미지를 입힌다. 힘의 폭발 발동시 HP+__POW__의 효과를 얻는다. |세계를 혼돈의 안개로 뒤덮는다. ","[攻撃:__CONDITION__]对自己以外的全部角色造成__POW__点伤害 超量负荷发动时HP+__POW__|使全世界垄罩在混沌之雾中。","[攻撃:__CONDITION__]對自己以外的全部角色造成__POW__點傷害 超量負荷發動時HP+__POW__|使全世界壟罩在混沌之霧中。","[攻撃:__CONDITION__]Memberi __POW__ damage ke seluruh karakter kecuali Rosso. Memulihkan HP+ __POW__ jika Overdose aktif. Menyelubungi dunia dengan kabut dari dunia Chaos.","[攻撃:__CONDITION__]สร้างค่าความเสียหายให้ตัวละครอื่นนอกจากตัวเอง__POW__แต้ม,HP+__POW__เมื่อพลังเริ่มเกินพิกัด|สร้างหมอกที่ทำให้โลกยุ่งเหยิง"
318,"偵察",35,2,,"cutinmon031_00_skl00.swf","[移動:__CONDITION__]カードを__POW__枚ドローする|周囲を偵察し状況を把握する。","M:M1+","2010-09-20 08:02:20 UTC","Scouting","Espionnage","정찰","侦察","偵察","Espionage","สำรวจ","[移動:__CONDITION__]Draw__POW__cards. |Scout the surroundings to seize the situation.","[移動:__CONDITION__]Tirez__POW__ cartes.|Partez en reconnaissance.","[移動:__CONDITION__]카드를 __POW__장 드로우 한다. |주위를 탐색하고 상황을 파악한다. ","[移動:__CONDITION__]抽__POW__张卡片|侦察周遭把握状况。","[移動:__CONDITION__]抽__POW__張卡片|偵察周遭把握狀況。","[移動:__CONDITION__]Mendapat __POW__ kartu. Mengamati situasi.","[移動:__CONDITION__]จั่วการ์ด__POW__ใบ|สำรวจรอบข้างให้เข้าใจสถานการณ์"
319,"偵察",35,2,,"cutinmon031_01_skl00.swf","[移動:__CONDITION__]カードを__POW__枚ドローする|周囲を偵察し状況を把握する。","MS:M1+","2010-09-20 08:02:20 UTC","Scouting","Espionnage","정찰","侦察","偵察","Espionage","สำรวจ","[移動:__CONDITION__]Draw__POW__cards. |Scout the surroundings to seize the situation.","[移動:__CONDITION__]Tirez__POW__ cartes.|Partez en reconnaissance.","[移動:__CONDITION__]카드를 __POW__장 드로우 한다. |주위를 탐색하고 상황을 파악한다. ","[移動:__CONDITION__]抽__POW__张卡片|侦察周遭把握状况。","[移動:__CONDITION__]抽__POW__張卡片|偵察周遭把握狀況。","[移動:__CONDITION__]Mendapat __POW__ kartu. Mengamati situasi.","[移動:__CONDITION__]จั่วการ์ด__POW__ใบ|สำรวจรอบข้างให้เข้าใจสถานการณ์"
320,"偵察",35,2,,"cutinmon031_02_skl00.swf","[移動:__CONDITION__]カードを__POW__枚ドローする|周囲を偵察し状況を把握する。","LMS:M1+","2010-09-20 08:02:20 UTC","Scouting","Espionnage","정찰","侦察","偵察","Espionage","สำรวจ","[移動:__CONDITION__]Draw__POW__cards. |Scout the surroundings to seize the situation.","[移動:__CONDITION__]Tirez__POW__ cartes.|Partez en reconnaissance.","[移動:__CONDITION__]카드를 __POW__장 드로우 한다. |주위를 탐색하고 상황을 파악한다. ","[移動:__CONDITION__]抽__POW__张卡片|侦察周遭把握状况。","[移動:__CONDITION__]抽__POW__張卡片|偵察周遭把握狀況。","[移動:__CONDITION__]Mendapat __POW__ kartu. Mengamati situasi.","[移動:__CONDITION__]จั่วการ์ด__POW__ใบ|สำรวจรอบข้างให้เข้าใจสถานการณ์"
321,"ロックオン",52,3,,"cutinmon031_01_skl01.swf","[移動:__CONDITION__]相手を「DEF-__POW__」(3ターン)|敵に標準を合わせ弱点を補足する。","M:M1+","2010-09-20 08:02:20 UTC","Rock-On","Rock-On","록온","锁定","鎖定","Rock-On","Rock-On","[移動:__CONDITION__]Your opponent receives [DEF-__POW__] for 3 turns. |Bring your opponent down a level by supplementing their weaknesses.","[移動:__CONDITION__]Rendez votre adversaire.DEF - __POW__. (3 tours)|Parasitez votre ennemi et récupérez sa force.","[移動:__CONDITION__]상대를 3턴 동안 DEF-__POW__의 피해를 준다. |적에 표준을 맞춰 자신의 약점을 보완한다. ","[移動:__CONDITION__]对战对手“DEF-__POW__”(3回合)|瞄准敌人寻找弱点。","[移動:__CONDITION__]對戰對手「DEF-__POW__」(3回合)|瞄準敵人尋找弱點。","[移動:__CONDITION__]Memberikan status[DEF-__POW__](3 turn) pada musuh. Parasit yang menyerap kekuatan musuh.","[移動:__CONDITION__]ทำให้คู่ต่อสู้ [DEF-__POW__] (3 เทิร์น)|เสริมจุดอ่อนตามระดับของศัตรู"
322,"ロックオン",52,4,,"cutinmon031_02_skl01.swf","[移動:__CONDITION__]相手を「DEF-__POW__」(3ターン)|敵に標準を合わせ弱点を補足する。","LM:M1+","2010-09-20 08:02:20 UTC","Rock-On","Rock-On","록온","锁定","鎖定","Rock-On","Rock-On","[移動:__CONDITION__]Your opponent receives [DEF-__POW__] for 3 turns. |Bring your opponent down a level by supplementing their weaknesses.","[移動:__CONDITION__]Rendez votre adversaire.DEF - __POW__ (3 Tours).|Parasitez votre ennemi et récupérez sa force.","[移動:__CONDITION__]상대를 3턴 동안 DEF-__POW__의 피해를 준다. |적에 표준을 맞춰 자신의 약점을 보완한다. ","[移動:__CONDITION__]对战对手“DEF-__POW__”(3回合)|瞄准敌人寻找弱点。","[移動:__CONDITION__]對戰對手「DEF-__POW__」(3回合)|瞄準敵人尋找弱點。","[移動:__CONDITION__]Memberikan status[DEF-__POW__](3 turn) pada musuh. Parasit yang menyerap kekuatan musuh.","[移動:__CONDITION__]ทำให้คู่ต่อสู้ [DEF-__POW__] (3 เทิร์น)|เสริมจุดอ่อนตามระดับของศัตรู"
323,"ドレインシード",89,1,,"cutinmon032_00_skl00.swf","[移動:__CONDITION__]自身を「リジェネ」(__POW__ターン),相手を「毒」(__POW__ターン)|相手に寄生し体力を奪い取る。","M:M1+","2010-09-20 08:02:20 UTC","Leech","Draine Vampire","치유의 독","寄生种子","寄生種子","Drain Seed","Drain Seed","[移動:__CONDITION__]You receive [Regeneration] for __POW__ turns, Your opponent is [poisoned] for __POW__ turns. |Steal your opponent's strength like a parasite.","[移動:__CONDITION__]Rendez votre adversaire.DEF - __POW__ (3 Tours).|Parasitez votre ennemi et récupérez sa force.","[移動:__CONDITION__]자신을 __POW__턴 동안 회복하고 상대를 __POW__턴 동안 [독] 상태로 만든다. |상대에 기생하여 체력을 빼앗는다. ","[移動:__CONDITION__]自己获得“再生”(__POW__回合) 对手“中毒”(__POW__回合)|寄生对手并夺取体力。","[移動:__CONDITION__]自己獲得「再生」(__POW__回合) 對手「中毒」(__POW__回合)|寄生對手並奪取體力。","[移動:__CONDITION__]Memberikan status[DEF-__POW__](3 turn) pada musuh. Parasit yang menyerap kekuatan musuh.","[移動:__CONDITION__][Regenerate] ตัวเอง (__POW__เทิร์น), ทำให้ศัตรู [ติดพิษ] (__POW__เทิร์น)|เกาะติดแล้วขโมยพลังกายของศัตรู"
324,"ドレインシード",89,2,,"cutinmon032_01_skl00.swf","[移動:__CONDITION__]自身を「リジェネ」(__POW__ターン),相手を「毒」(__POW__ターン)|相手に寄生し体力を奪い取る。","M:M1+","2010-09-20 08:02:20 UTC","Leech","Draine Vampire","치유의 독","寄生种子","寄生種子","Drain Seed","Drain Seed","[移動:__CONDITION__]You receive [Regeneration] for __POW__ turns, Your opponent is [poisoned] for __POW__ turns. |Steal your opponent's strength like a parasite.","[攻撃:__CONDITION__][Régénérez] vous (__POW__ Tour(s)) . Rendez votre adversaire [Empoisonné] (__POW__ Tour(s))|Parasitez votre ennemi puis récupérez sa force.","[移動:__CONDITION__]자신을 __POW__턴 동안 회복하고 상대를 __POW__턴 동안 [독] 상태로 만든다. |상대에 기생하여 체력을 빼앗는다. ","[移動:__CONDITION__]自己获得“再生”(__POW__回合) 对手“中毒”(__POW__回合)|寄生对手并夺取体力。","[移動:__CONDITION__]自己獲得「再生」(__POW__回合) 對手「中毒」(__POW__回合)|寄生對手並奪取體力。","[攻撃:__CONDITION__]Mendapat status [Regenerate] (__POW__ turn). Memberi musuh status [Poison] (__POW__ turn). Parasit yang menyerap kekuatan musuh.","[移動:__CONDITION__][Regenerate] ตัวเอง (__POW__เทิร์น), ทำให้ศัตรู [ติดพิษ] (__POW__เทิร์น)|เกาะติดแล้วขโมยพลังกายของศัตรู"
325,"ドレインシード",89,2,,"cutinmon032_02_skl00.swf","[移動:__CONDITION__]自身を「リジェネ」(__POW__ターン),相手を「毒」(__POW__ターン)|相手に寄生し体力を奪い取る。","M:M1+","2010-09-20 08:02:20 UTC","Leech","Draine Vampire","치유의 독","寄生种子","寄生種子","Drain Seed","Drain Seed","[移動:__CONDITION__]You receive [Regeneration] for __POW__ turns, Your opponent is [poisoned] for __POW__ turns. |Steal your opponent's strength like a parasite.","[攻撃:__CONDITION__][Régénérez] vous (__POW__ Tour(s)) . Rendez votre adversaire [Empoisonné] (__POW__ Tour(s))|Parasitez votre ennemi puis récupérez sa force.","[移動:__CONDITION__]자신을 __POW__턴 동안 회복하고 상대를 __POW__턴 동안 [독] 상태로 만든다. |상대에 기생하여 체력을 빼앗는다. ","[移動:__CONDITION__]自己获得“再生”(__POW__回合) 对手“中毒”(__POW__回合)|寄生对手并夺取体力。","[移動:__CONDITION__]自己獲得「再生」(__POW__回合) 對手「中毒」(__POW__回合)|寄生對手並奪取體力。","[攻撃:__CONDITION__]Mendapat status [Regenerate] (__POW__ turn). Memberi musuh status [Poison] (__POW__ turn). Parasit yang menyerap kekuatan musuh.","[移動:__CONDITION__][Regenerate] ตัวเอง (__POW__เทิร์น), ทำให้ศัตรู [ติดพิษ] (__POW__เทิร์น)|เกาะติดแล้วขโมยพลังกายของศัตรู"
326,"ソーングラス",5,5,,"cutinmon032_01_skl01.swf","[防御:__CONDITION__]DEF+__POW__,防御成功時に防御値が上回った数値分のダメージを相手に与える|自身の茨を伸ばす。","L:D3+","2010-09-20 08:02:20 UTC","Thorn Grass","Herbe épineuse","가시의 가호","茨草墙","茨草牆","Thorn Grass","Thorn Grass","[防御:__CONDITION__]DEF+__POW__, On a successful defense, your opponent takes damage equal to the points exceeding the cost of defense. |Grow thorns on your skin.","[防御:__CONDITION__]DEF + __POW__Si vous réussissez votre phase de Défense, votre adversaire subira des dégâts. Les dégâts seront égaux à vos points DEF - ATK de votre adversaire.|Utilisez l'Epine pour capturer votre ennemi.","[防御:__CONDITION__]DEF+__POW__. 방어 성공시 초과된 방어만큼 상대에게 데미지를 되돌린다. |자신의 가시를 뻗어 공격자를 감싼다. ","[防御:__CONDITION__]DEF+__POW__ 防御成功时，对对手造成与超过数值等量的伤害|延伸自己的荆棘，阻拦攻击者。","[防御:__CONDITION__]DEF+__POW__ 防禦成功時，對對手造成與超過數值等量的傷害|延伸自己的荊棘，阻攔攻擊者。","[防御:__CONDITION__]DEF+__POW__. Memberi damage sebesar selisih DEF karakter & ATK musuh jika berhasil bertahan. Menggunakan duri untuk menangkap musuh.","[防御:__CONDITION__]DEF+__POW__, เมื่อป้องกันสำเร็จจะทำความเสียหายกับศัตรูตามจำนวนแต้มป้องกันที่เพิ่มขึ้น|ยื่นหนามออกจากร่าง"
327,"ソーングラス",5,6,,"cutinmon032_02_skl01.swf","[防御:__CONDITION__]DEF+__POW__,防御成功時に防御値が上回った数値分のダメージを相手に与える|自身の茨を伸ばす。","L:D3+","2010-09-20 08:02:20 UTC","Thorn Grass","Herbe épineuse","가시의 가호","茨草墙","茨草牆","Thorn Grass","Thorn Grass","[防御:__CONDITION__]DEF+__POW__, On a successful defense, your opponent takes damage equal to the points exceeding the cost of defense. |Grow thorns on your skin.","[防御:__CONDITION__]DEF + __POW__Si vous réussissez votre phase de Défense, votre adversaire subira des dégâts. Les dégâts seront égaux à vos points DEF - ATK de votre adversaire.|Utilisez l'Epine pour capturer votre ennemi.","[防御:__CONDITION__]DEF+__POW__. 방어 성공시 초과된 방어만큼 상대에게 데미지를 되돌린다. |자신의 가시를 뻗어 공격자를 감싼다. ","[防御:__CONDITION__]DEF+__POW__ 防御成功时，对对手造成与超过数值等量的伤害|延伸自己的荆棘，阻拦攻击者。","[防御:__CONDITION__]DEF+__POW__ 防禦成功時，對對手造成與超過數值等量的傷害|延伸自己的荊棘，阻攔攻擊者。","[防御:__CONDITION__]DEF+__POW__. Memberi damage sebesar selisih DEF karakter & ATK musuh jika berhasil bertahan. Menggunakan duri untuk menangkap musuh.","[防御:__CONDITION__]DEF+__POW__, เมื่อป้องกันสำเร็จจะทำความเสียหายกับศัตรูตามจำนวนแต้มป้องกันที่เพิ่มขึ้น|ยื่นหนามออกจากร่าง"
