"id","u_type","u_value","b_type","b_value","event_no","caption","image"
986,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
987,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
988,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
989,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
990,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
991,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
992,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
993,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
994,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
995,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
996,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
997,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
998,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
999,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1000,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1001,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1002,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1003,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1004,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1005,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1006,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1007,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1008,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1009,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1010,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1011,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1012,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1013,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1014,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1015,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1016,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1017,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1018,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1019,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1020,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1021,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1022,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1023,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1024,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1025,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1026,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1027,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1028,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1029,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1030,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1031,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1032,6,1,0,1,9,"状態異常を回復","card_ev_520.swf"
1033,6,1,0,1,10,"必ずイニシアチブを取る","card_ev_700.swf"
1034,6,1,0,1,10,"必ずイニシアチブを取る","card_ev_700.swf"
1035,6,1,0,1,10,"必ずイニシアチブを取る","card_ev_700.swf"
1036,6,1,0,1,10,"必ずイニシアチブを取る","card_ev_700.swf"
1037,6,1,0,1,10,"必ずイニシアチブを取る","card_ev_700.swf"
1038,6,1,0,1,10,"必ずイニシアチブを取る","card_ev_700.swf"
1039,6,1,0,1,10,"必ずイニシアチブを取る","card_ev_700.swf"
1040,6,1,0,1,10,"必ずイニシアチブを取る","card_ev_700.swf"
1041,6,1,0,1,10,"必ずイニシアチブを取る","card_ev_700.swf"
1042,6,1,0,1,10,"必ずイニシアチブを取る","card_ev_700.swf"
1043,6,1,0,1,10,"必ずイニシアチブを取る","card_ev_700.swf"
1044,6,1,0,1,10,"必ずイニシアチブを取る","card_ev_700.swf"
1045,6,1,0,1,10,"必ずイニシアチブを取る","card_ev_700.swf"
1046,6,1,0,1,10,"必ずイニシアチブを取る","card_ev_700.swf"
1047,6,1,0,1,10,"必ずイニシアチブを取る","card_ev_700.swf"
1048,6,1,0,1,10,"必ずイニシアチブを取る","card_ev_700.swf"
1049,6,1,0,1,10,"必ずイニシアチブを取る","card_ev_700.swf"
1050,6,1,0,1,10,"必ずイニシアチブを取る","card_ev_700.swf"
1051,6,1,0,1,11,"提出時に相手のカードを1枚破棄する","card_ev_050.swf"
1052,6,1,0,1,11,"提出時に相手のカードを1枚破棄する","card_ev_050.swf"
1053,6,1,0,1,11,"提出時に相手のカードを1枚破棄する","card_ev_050.swf"
1054,6,1,0,1,11,"提出時に相手のカードを1枚破棄する","card_ev_050.swf"
1055,6,1,0,1,11,"提出時に相手のカードを1枚破棄する","card_ev_050.swf"
1056,6,1,0,1,11,"提出時に相手のカードを1枚破棄する","card_ev_050.swf"
1057,6,1,0,1,11,"提出時に相手のカードを1枚破棄する","card_ev_050.swf"
1058,6,1,0,1,11,"提出時に相手のカードを1枚破棄する","card_ev_050.swf"
1059,6,1,0,1,11,"提出時に相手のカードを1枚破棄する","card_ev_050.swf"
1060,6,1,0,1,11,"提出時に相手のカードを1枚破棄する","card_ev_050.swf"
1061,6,1,0,1,11,"提出時に相手のカードを1枚破棄する","card_ev_050.swf"
1062,6,1,0,1,11,"提出時に相手のカードを1枚破棄する","card_ev_050.swf"
1063,6,1,0,1,11,"提出時に相手のカードを1枚破棄する","card_ev_050.swf"
1064,6,1,0,1,11,"提出時に相手のカードを1枚破棄する","card_ev_050.swf"
1065,6,1,0,1,11,"提出時に相手のカードを1枚破棄する","card_ev_050.swf"
1066,6,1,0,1,11,"提出時に相手のカードを1枚破棄する","card_ev_050.swf"
1067,6,1,0,1,11,"提出時に相手のカードを1枚破棄する","card_ev_050.swf"
1068,6,1,0,1,11,"提出時に相手のカードを1枚破棄する","card_ev_050.swf"
1069,6,2,0,1,12,"提出時に相手のカードを2枚破棄する","card_ev_050.swf"
1070,6,2,0,1,12,"提出時に相手のカードを2枚破棄する","card_ev_050.swf"
1071,6,2,0,1,12,"提出時に相手のカードを2枚破棄する","card_ev_050.swf"
1072,6,2,0,1,12,"提出時に相手のカードを2枚破棄する","card_ev_050.swf"
1073,6,2,0,1,12,"提出時に相手のカードを2枚破棄する","card_ev_050.swf"
1074,6,2,0,1,12,"提出時に相手のカードを2枚破棄する","card_ev_050.swf"
1075,6,2,0,1,12,"提出時に相手のカードを2枚破棄する","card_ev_050.swf"
1076,6,2,0,1,12,"提出時に相手のカードを2枚破棄する","card_ev_050.swf"
1077,6,2,0,1,12,"提出時に相手のカードを2枚破棄する","card_ev_050.swf"
1078,6,2,0,1,12,"提出時に相手のカードを2枚破棄する","card_ev_050.swf"
1079,6,2,0,1,12,"提出時に相手のカードを2枚破棄する","card_ev_050.swf"
1080,6,2,0,1,12,"提出時に相手のカードを2枚破棄する","card_ev_050.swf"
1081,6,2,0,1,12,"提出時に相手のカードを2枚破棄する","card_ev_050.swf"
1082,6,2,0,1,12,"提出時に相手のカードを2枚破棄する","card_ev_050.swf"
1083,6,2,0,1,12,"提出時に相手のカードを2枚破棄する","card_ev_050.swf"
1084,6,2,0,1,12,"提出時に相手のカードを2枚破棄する","card_ev_050.swf"
1085,6,2,0,1,12,"提出時に相手のカードを2枚破棄する","card_ev_050.swf"
1086,6,2,0,1,12,"提出時に相手のカードを2枚破棄する","card_ev_050.swf"
1087,6,3,0,1,13,"提出時に相手のカードを3枚破棄する","card_ev_050.swf"
1088,6,3,0,1,13,"提出時に相手のカードを3枚破棄する","card_ev_050.swf"
1089,6,3,0,1,13,"提出時に相手のカードを3枚破棄する","card_ev_050.swf"
1090,6,3,0,1,13,"提出時に相手のカードを3枚破棄する","card_ev_050.swf"
1091,6,3,0,1,13,"提出時に相手のカードを3枚破棄する","card_ev_050.swf"
1092,6,3,0,1,13,"提出時に相手のカードを3枚破棄する","card_ev_050.swf"
1093,6,3,0,1,13,"提出時に相手のカードを3枚破棄する","card_ev_050.swf"
1094,6,3,0,1,13,"提出時に相手のカードを3枚破棄する","card_ev_050.swf"
1095,6,3,0,1,13,"提出時に相手のカードを3枚破棄する","card_ev_050.swf"
1096,6,3,0,1,13,"提出時に相手のカードを3枚破棄する","card_ev_050.swf"
1097,6,3,0,1,13,"提出時に相手のカードを3枚破棄する","card_ev_050.swf"
1098,6,3,0,1,13,"提出時に相手のカードを3枚破棄する","card_ev_050.swf"
1099,6,3,0,1,13,"提出時に相手のカードを3枚破棄する","card_ev_050.swf"
1100,6,3,0,1,13,"提出時に相手のカードを3枚破棄する","card_ev_050.swf"
1101,6,3,0,1,13,"提出時に相手のカードを3枚破棄する","card_ev_050.swf"
1102,6,3,0,1,13,"提出時に相手のカードを3枚破棄する","card_ev_050.swf"
1103,6,3,0,1,13,"提出時に相手のカードを3枚破棄する","card_ev_050.swf"
1104,6,3,0,1,13,"提出時に相手のカードを3枚破棄する","card_ev_050.swf"
1105,6,4,0,1,14,"提出時に相手のカードを4枚破棄する","card_ev_050.swf"
1106,6,4,0,1,14,"提出時に相手のカードを4枚破棄する","card_ev_050.swf"
1107,6,4,0,1,14,"提出時に相手のカードを4枚破棄する","card_ev_050.swf"
1108,6,4,0,1,14,"提出時に相手のカードを4枚破棄する","card_ev_050.swf"
1109,6,4,0,1,14,"提出時に相手のカードを4枚破棄する","card_ev_050.swf"
1110,6,4,0,1,14,"提出時に相手のカードを4枚破棄する","card_ev_050.swf"
1111,6,4,0,1,14,"提出時に相手のカードを4枚破棄する","card_ev_050.swf"
1112,6,4,0,1,14,"提出時に相手のカードを4枚破棄する","card_ev_050.swf"
1113,6,4,0,1,14,"提出時に相手のカードを4枚破棄する","card_ev_050.swf"
1114,6,4,0,1,14,"提出時に相手のカードを4枚破棄する","card_ev_050.swf"
1115,6,4,0,1,14,"提出時に相手のカードを4枚破棄する","card_ev_050.swf"
1116,6,4,0,1,14,"提出時に相手のカードを4枚破棄する","card_ev_050.swf"
1117,6,4,0,1,14,"提出時に相手のカードを4枚破棄する","card_ev_050.swf"
1118,6,4,0,1,14,"提出時に相手のカードを4枚破棄する","card_ev_050.swf"
1119,6,4,0,1,14,"提出時に相手のカードを4枚破棄する","card_ev_050.swf"
1120,6,4,0,1,14,"提出時に相手のカードを4枚破棄する","card_ev_050.swf"
1121,6,4,0,1,14,"提出時に相手のカードを4枚破棄する","card_ev_050.swf"
1122,6,4,0,1,14,"提出時に相手のカードを4枚破棄する","card_ev_050.swf"
1123,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf"
1124,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf"
1125,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf"
1126,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf"
1127,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf"
1128,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf"
1129,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf"
1130,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf"
1131,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf"
1132,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf"
1133,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf"
1134,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf"
1135,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf"
1136,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf"
1137,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf"
1138,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf"
1139,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf"
1140,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf"
1141,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1142,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1143,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1144,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1145,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1146,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1147,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1148,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1149,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1150,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1151,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1152,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1153,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1154,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1155,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1156,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1157,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1158,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1159,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1160,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1161,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1162,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1163,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1164,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1165,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1166,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1167,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1168,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1169,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1170,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1171,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1172,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1173,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1174,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1175,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1176,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf"
1177,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf"
1178,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf"
1179,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf"
1180,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf"
1181,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf"
1182,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf"
1183,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf"
1184,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf"
1185,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf"
1186,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf"
1187,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf"
1188,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf"
1189,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf"
1190,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf"
1191,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf"
1192,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf"
1193,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf"
1194,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf"
1195,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf"
1196,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf"
1197,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf"
1198,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf"
1199,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf"
1200,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf"
1201,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf"
1202,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf"
1203,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf"
1204,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf"
1205,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf"
1206,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf"
1207,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf"
1208,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf"
1209,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf"
1210,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf"
1211,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf"
1212,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf"
1213,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1214,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1215,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1216,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1217,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1218,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1219,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1220,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1221,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1222,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1223,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1224,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1225,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1226,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1227,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1228,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1229,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1230,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1231,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1232,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1233,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1234,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1235,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1236,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1237,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1238,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1239,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1240,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1241,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1242,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1243,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1244,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1245,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1246,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1247,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1248,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf"
1249,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf"
1250,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf"
1251,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf"
1252,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf"
1253,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf"
1254,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf"
1255,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf"
1256,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf"
1257,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf"
1258,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf"
1259,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf"
1260,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf"
1261,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf"
1262,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf"
1263,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf"
1264,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf"
1265,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf"
1266,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf"
1267,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf"
1268,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf"
1269,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf"
1270,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf"
1271,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf"
1272,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf"
1273,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf"
1274,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf"
1275,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf"
1276,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf"
1277,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf"
1278,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf"
1279,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf"
1280,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf"
1281,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf"
1282,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf"
1283,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf"
1284,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf"
1285,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1286,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1287,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1288,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1289,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1290,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1291,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1292,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1293,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1294,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1295,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1296,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1297,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1298,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1299,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1300,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1301,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1302,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1303,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1304,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1305,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1306,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1307,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1308,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1309,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1310,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1311,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1312,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1313,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1314,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1315,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1316,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1317,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1318,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1319,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1320,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf"
1321,3,4,4,1,0,"このカードは盾4・移動1として扱う","card_ev_160.swf"
1322,3,4,4,1,0,"このカードは盾4・移動1として扱う","card_ev_160.swf"
1323,3,4,4,1,0,"このカードは盾4・移動1として扱う","card_ev_160.swf"
1324,3,4,4,1,0,"このカードは盾4・移動1として扱う","card_ev_160.swf"
1325,3,4,4,1,0,"このカードは盾4・移動1として扱う","card_ev_160.swf"
1326,3,4,4,1,0,"このカードは盾4・移動1として扱う","card_ev_160.swf"
1327,3,4,4,1,0,"このカードは盾4・移動1として扱う","card_ev_160.swf"
1328,3,4,4,1,0,"このカードは盾4・移動1として扱う","card_ev_160.swf"
1329,3,4,4,1,0,"このカードは盾4・移動1として扱う","card_ev_160.swf"
1330,3,4,4,1,0,"このカードは盾4・移動1として扱う","card_ev_160.swf"
1331,3,4,4,1,0,"このカードは盾4・移動1として扱う","card_ev_160.swf"
