"id","name","allocation_type","chara_card_id","weapon_card_id","equip_card_id","event_card_id","ai_rank","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai"
10131,"魔女アーラト",0,"1139+1139+20034",0,0,"58/14/15/34/34/35/62/62/62/43/43/44/22/22/22/22/22/22",20,"Magus Allat","Mage Allat",,"魔女Allat","魔女Allat",,
10132,"蝙蝠L1",0,1004,0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/19/19/34",20,"Cave Bat L1","Chauve-souris L1","박쥐1","蝙蝠L1","蝙蝠L1","Cave Bat L1","ค้างคาว L1"
10133,"蝙蝠L2",0,1005,0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/19/34/43",20,"Cave Bat L2","Chauve-souris L2","박쥐2","蝙蝠L2","蝙蝠L2","Cave Bat L2","ค้างคาว L2"
10134,"蝙蝠L3",0,1006,0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/34/43/7",20,"Cave Bat L3","Chauve-souris L3","박쥐3","蝙蝠L3","蝙蝠L3","Cave Bat L3","ค้างคาว L3"
10135,"蝙蝠L1*3",0,"1004+1004+1004",0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/34/34/34",20,"Cave Bat L1","Chauve-souris L1","박쥐1","蝙蝠L1","蝙蝠L1","Cave Bat L1","ค้างคาว L1"
10136,"蝙蝠L2*3",0,"1005+1005+1005",0,0,"22/22/22/22/22/22/3/3/3/11/11/11/34/43/34/43/34/43",20,"Cave Bat L2","Chauve-souris L2","박쥐2","蝙蝠L2","蝙蝠L2","Cave Bat L2","ค้างคาว L2"
10137,"蝙蝠L3*3",0,"1006+1006+1006",0,0,"22/22/22/34/43/7/3/3/3/11/11/11/34/43/7/34/43/7",20,"Cave Bat L3","Chauve-souris L3","박쥐3","蝙蝠L3","蝙蝠L3","Cave Bat L3","ค้างคาว L3"
10138,"鬼火L1",0,1010,0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/19/19/42",20,"Willo's the wisp L1","Feufollet L1","귀화1","鬼火L1","鬼火L1","Will-o-Wisp L1","ดวงไฟยักษ์ L1"
10139,"鬼火L2",0,1011,0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/19/42/6",20,"Willo's the wisp L2","Feufollet L2","귀화2","鬼火L2","鬼火L2","Will-o-Wisp L2","ดวงไฟยักษ์ L2"
10140,"鬼火L3",0,1012,0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/15/43/34",20,"Willo's the wisp L3","Feufollet L3","귀화3","鬼火L3","鬼火L3","Will-o-Wisp L3","ดวงไฟยักษ์ L3"
10141,"鬼火L1*3",0,"1010+1010+1010",0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/42/42/42",20,"Willo's the wisp L1","Feufollet L1","귀화1","鬼火L1","鬼火L1","Will-o-Wisp L1","ดวงไฟยักษ์ L1"
10142,"鬼火L2*3",0,"1011+1011+1011",0,0,"22/22/22/22/22/22/3/3/3/11/11/11/42/6/42/6/42/6",20,"Willo's the wisp L2","Feufollet L2","귀화2","鬼火L2","鬼火L2","Will-o-Wisp L2","ดวงไฟยักษ์ L2"
10143,"鬼火L3*3",0,"1012+1012+1012",0,0,"15/43/34/22/22/22/3/3/3/11/11/11/15/43/34/15/43/34",20,"Willo's the wisp L3","Feufollet L3","귀화3","鬼火L3","鬼火L3","Will-o-Wisp L3","ดวงไฟยักษ์ L3"
10144,"陰気な小人L1",0,1001,0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/19/19/34",20,"Spooky Dwarf L1","Nain lugubre L1","음침한 난쟁이1","阴险的侏儒L1","陰險的侏儒L1","Makhluk mengerikan L1","คนแคระผู้มืดมน L1"
10145,"陰気な小人L2",0,1002,0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/19/34/43",20,"Spooky Dwarf L2","Nain lugubre L2","음침한 난쟁이2","阴险的侏儒L2","陰險的侏儒L2","Makhluk mengerikan L2","คนแคระผู้มืดมน L2"
10146,"陰気な小人L3",0,1003,0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/34/43/7",20,"Spooky Dwarf L3","Nain lugubre L3","음침한 난쟁이3","阴险的侏儒L3","陰險的侏儒L3","Makhluk mengerikan L3","คนแคระผู้มืดมน L3"
10147,"茸兎L1",0,1013,0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/19/19/6",20,"Mushroom Beast L1","Lapin Fongique L1","버섯토끼1","茸兔L1","茸兔L1","Mushroom Beast L1","ภูตเห็ด L1"
10148,"茸兎L2",0,1014,0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/19/14/34",20,"Mushroom Beast L2","Lapin Fongique L2","버섯토끼2","茸兔L2","茸兔L2","Mushroom Beast L2","ภูตเห็ด L2"
10149,"茸兎L3",0,1015,0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/21/43/34",20,"Mushroom Beast L3","Lapin Fongique L3","버섯토끼3","茸兔L3","茸兔L3","Mushroom Beast L3","ภูตเห็ด L3"
10150,"茸兎L1*3",0,"1013+1013+1013",0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/6/6/6",20,"Mushroom Beast L1","Lapin Fongique L1","버섯토끼1","茸兔L1","茸兔L1","Mushroom Beast L1","ภูตเห็ด L1"
10151,"茸兎L2*3",0,"1014+1014+1014",0,0,"22/22/22/22/22/22/3/3/3/11/11/11/14/34/14/34/14/34",20,"Mushroom Beast L2","Lapin Fongique L2","버섯토끼2","茸兔L2","茸兔L2","Mushroom Beast L2","ภูตเห็ด L2"
10152,"茸兎L3*3",0,"1015+1015+1015",0,0,"21/43/34/22/22/22/3/3/3/11/11/11/21/43/34/21/43/34",20,"Mushroom Beast L3","Lapin Fongique L3","버섯토끼3","茸兔L3","茸兔L3","Mushroom Beast L3","ภูตเห็ด L3"
10153,"吊られた男L1",0,1016,0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/19/19/61",20,"Hanged man L1","Pendu L1","억울하게 죽은 자1","吊死者L1","吊死者L1","Hanged man L1","แฮงก์แมน L1"
10154,"吊られた男L2",0,1017,0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/19/44/61",20,"Hanged man L2","Pendu L2","억울하게 죽은 자2","吊死者L2","吊死者L2","Hanged man L2","แฮงก์แมน L2"
10155,"吊られた男L3",0,1018,0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/49/44/35",20,"Hanged man L3","Pendu L3","억울하게 죽은 자3","吊死者L3","吊死者L3","Hanged man L3","แฮงก์แมน L3"
10156,"吊られた男L1*3",0,"1016+1016+1016",0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/61/61/61",20,"Hanged man L1","Pendu L1","억울하게 죽은 자1","吊死者L1","吊死者L1","Hanged man L1","แฮงก์แมน L1"
10157,"吊られた男L2*3",0,"1017+1017+1017",0,0,"22/22/22/22/22/22/3/3/3/11/11/11/61/61/44/44/44/61",20,"Hanged man L2","Pendu L2","억울하게 죽은 자2","吊死者L2","吊死者L2","Hanged man L2","แฮงก์แมน L2"
10158,"吊られた男L3*3",0,"1018+1018+1018",0,0,"49/44/35/22/22/22/3/3/3/11/11/11/49/44/35/49/44/35",20,"Hanged man L3","Pendu L3","억울하게 죽은 자3","吊死者L3","吊死者L3","Hanged man L3","แฮงก์แมน L3"
10159,"大蛙L1",0,"1007+1007",0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/19/19/34",20,"Giant Toad L1","Crapaud Géant L1","거대 개구리1","大蛙L1","大蛙L1","Giant Toad L1","กบยักษ์ L1"
10160,"大蛙L2",0,"1008+1008",0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/19/35/43",20,"Giant Toad L2","Crapaud Géant L2","거대 개구리2","大蛙L2","大蛙L2","Giant Toad L2","กบยักษ์ L2"
10161,"大蛙L3",0,"1009+1009",0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/35/44/7",20,"Giant Toad L3","Crapaud Géant L3","거대 개구리3","大蛙L3","大蛙L3","Giant Toad L3","กบยักษ์ L3"
10162,"食屍鬼L1",0,1019,0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/19/19/61",20,"Ghoul L1","Goule L1","식시귀1","食尸鬼L1","食屍鬼L1","Ghoul L1","กูล L1"
10163,"食屍鬼L2",0,1020,0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/19/44/61",20,"Ghoul L2","Goule L2","식시귀2","食尸鬼L2","食屍鬼L2","Ghoul L2","กูล L2"
10164,"食屍鬼L3",0,1021,0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/49/44/35",20,"Ghoul L3","Goule L3","식시귀3","食尸鬼L3","食屍鬼L3","Ghoul L3","กูล L3"
10165,"食屍鬼L1*3",0,"1019+1019+1019",0,0,"22/22/22/22/22/22/3/3/3/11/11/11/19/19/19/34/34/61",20,"Ghoul L1","Goule L1","식시귀1","食尸鬼L1","食屍鬼L1","Ghoul L1","กูล L1"
10166,"食屍鬼L2*3",0,"1020+1020+1020",0,0,"22/22/22/22/22/22/3/3/3/11/11/11/44/44/34/34/44/61",20,"Ghoul L2","Goule L2","식시귀2","食尸鬼L2","食屍鬼L2","Ghoul L2","กูล L2"
10167,"食屍鬼L3*3",0,"1021+1021+1021",0,0,"22/22/22/22/22/22/3/3/3/65/65/62/62/35/35/49/44/35",20,"Ghoul L3","Goule L3","식시귀3","食尸鬼L3","食屍鬼L3","Ghoul L3","กูล L3"
10168,"鋼鉄の男L1",0,1031,0,0,"19/19/19/19/19/19/3/3/3/11/11/11/19/19/19/19/19/43",20,"Man Of The Steel L1","Homme d'Acier L1","강철거인1","钢铁男L1","鋼鐵男L1","Man Of The Steel L1","มนุษย์เหล็ก L1"
10169,"鋼鉄の男L2",0,1032,0,0,"19/19/19/19/19/19/20/20/20/19/19/19/19/19/19/19/65/61",20,"Man Of The Steel L2","Homme d'Acier L2","강철거인2","钢铁男L2","鋼鐵男L2","Man Of The Steel L2","มนุษย์เหล็ก L2"
10170,"鋼鉄の男L3",0,1033,0,0,"19/19/19/19/19/19/21/21/21/21/21/21/19/19/19/80/71/35",20,"Man Of The Steel L3","Homme d'Acier L3","강철거인3","钢铁男L3","鋼鐵男L3","Man Of The Steel L3","มนุษย์เหล็ก L3"
10171,"エヴァリスト",0,5001,0,0,,20,"Evarist","Evarist",,"艾伯李斯特","艾伯李斯特",,
10172,"エヴァリスト+アイザック",0,"13+5001",0,0,"3/3/11/11/28/28/3/3/11/11/28/28/3/3/11/11/28/28",20,"Evarist + Izac","Evarist + Isaac",,"艾伯李斯特+艾依查库","艾伯李斯特+艾依查庫",,
10173,"エヴァリスト+ベルンハルト",0,"123+5001",0,0,"3/3/11/11/28/28/3/3/11/11/28/28/3/3/11/11/28/28",20,"Evarist + Bernhard","Evarist + Bernhard",,"艾伯李斯特+伯恩哈德","艾伯李斯特+伯恩哈德",,
10174,"エヴァリスト+アリステリア",0,"5001+603",0,0,"3/3/11/11/28/28/3/3/11/11/28/28/3/3/11/11/28/28",20,"Evarist + Alicetaria","Evarist + Astéria",,"艾伯李斯特+艾莉丝泰莉雅","艾伯李斯特+艾莉絲泰莉雅",,
10175,"バックベアード",0,20035,0,0,,10,"Backbeard","Backbeard",,"巴克贝亚德","巴克貝亞德",,
10176,"バックベアード",0,20035,0,0,"3/3/11/11/28/28/3/3/11/11/28/28/3/3/11/11/28/28",15,"Backbeard","Backbeard",,"巴克贝亚德","巴克貝亞德",,
10177,"バックベアード",0,20035,0,0,"3/3/11/11/28/28/3/3/11/11/28/28/3/3/11/11/28/28",20,"Backbeard","Backbeard",,"巴克贝亚德","巴克貝亞德",,
10178,"外壁通りA",1,"1~55:10193,56~75:10194,76~999:10195",,,,20,"Outerwall Passage A","Chemin de Ronde Extérieur A",,"外墙通路A","外牆通路A",,
10179,"外壁通りB",1,"1~55:10196,56~75:10197,76~999:10198",,,,20,"Outerwall Passage B","Chemin de Ronde Extérieur B",,"外墙通路B","外牆通路B",,
10180,"影1",1,"1~55:10199,56~75:10200,76~999:10201",,,,20,"Shadow 1","Ombre 1",,"影1","影1",,
10181,"19番街A",1,"1~55:10202,56~75:10203,76~999:10204",,,,20,"Street No.19 A","Quartier 19 A",,"19号街A","19號街A",,
10182,"19番街B",1,"1~55:10205,56~75:10206,76~999:10207",,,,20,"Street No.19 B","Quartier 19 B",,"19号街B","19號街B",,
10183,"19番街ボス",1,"1~55:10208,56~75:10209,76~999:10210",,,,20,"Street No.19 Boss","Quartier 19 Boss",,"19号街BOSS","19號街BOSS",,
10184,"67番通りA",1,"1~55:10211,56~75:10212,76~999:10213",,,,20,"Passage No.67 A","Rue 67 A",,"67号通路A","67號通路A",,
10185,"67番通りB",1,"1~55:10214,56~75:10215,76~999:10216",,,,20,"Passage No.67 B","Rue 67 B",,"67号通路B","67號通路B",,
10186,"影2",1,"1~55:10217,56~75:10218,76~999:10219",,,,20,"Shadow 2","Ombre 2",,"影2","影2",,
10187,"3番公園A",1,"1~55:10220,56~75:10221,76~999:10222",,,,20,"Park No.3 A","Parc 3 A",,"3号公园A","3號公園A",,
10188,"3番公園B",1,"1~55:10223,56~75:10224,76~999:10225",,,,20,"Park No.3 B","Parc 3 B",,"3号公园B","3號公園B",,
10189,"3番公園ボス",1,"1~55:10226,56~75:10227,76~999:10228",,,,20,"Park No.3 Boss","Parc 3 Boss",,"3号公园BOSS","3號公園BOSS",,
10190,"13番広場A",1,"1~55:10229,56~75:10230,76~999:10231",,,,20,"Square No.13 A","Place 13 A",,"13号广场A","13號廣場A",,
10191,"13番広場B",1,"1~55:10232,56~75:10233,76~999:10234",,,,20,"Square No.13 B","Place 13 B",,"13号广场B","13號廣場B",,
10192,"ヴィレア",1,"1~55:10235,56~75:10236,76~999:10237",,,,20,"Vihre","Viléa",,"毕雷亚","畢雷亞",,
10193,"蝙蝠L1",0,1004,0,0,,20,"Cave Bat L1","Chauve-souris L1",,"蝙蝠L1","蝙蝠L1",,
10194,"蝙蝠L2",0,1005,0,0,"22/22/22/22/22/22",20,"Cave Bat L2","Chauve-souris L2",,"蝙蝠L2","蝙蝠L2",,
10195,"蝙蝠L3",0,1006,0,0,"22/22/22/23/23/23/3/3/4/11/11/12",20,"Cave Bat L3","Chauve-souris L3",,"蝙蝠L3","蝙蝠L3",,
10196,"蝙蝠L1+蝙蝠L2",0,"1004+1005",0,0,,20,"Cave Bat L1 + Cave Bat L2","Chauve-souris L1 + Chauve-souris L2",,"蝙蝠L1+蝙蝠L2","蝙蝠L1+蝙蝠L2",,
10197,"蝙蝠L2+蝙蝠L3",0,"1005+1006",0,0,"22/22/22/22/22/22",20,"Cave Bat L2 + Cave Bat L3","Chauve-souris L2 + Chauve-souris L3",,"蝙蝠L2+蝙蝠L3","蝙蝠L2+蝙蝠L3",,
10198,"蝙蝠L3*2",0,"1006+1006",0,0,"22/22/22/23/23/23/3/3/4/11/11/12",20,"Cave Bat L3 * 3","Chauve-souris L3 * 2",,"蝙蝠L3*2","蝙蝠L3*2",,
10199,"影1回目",0,20036,0,0,,20,"Shadow Round 1","Ombre Première Fois",,"影第1回","影第1回",,
10200,"影1回目",0,20037,0,0,"22/22/22/22/22/22",20,"Shadow Round 1","Ombre Première Fois",,"影第1回","影第1回",,
10201,"影1回目",0,20038,0,0,"22/22/22/23/23/23/3/3/4/11/11/12",20,"Shadow Round 1","Ombre Première Fois",,"影第1回","影第1回",,
10202,"大蛙L1",0,1007,0,0,,20,"Giant Toad L1","Crapaud Géant L1",,"大蛙L1","大蛙L1",,
10203,"大蛙L2",0,1008,0,0,"22/22/22/22/22/22",20,"Giant Toad L2","Crapaud Géant L2",,"大蛙L2","大蛙L2",,
10204,"大蛙L3",0,1009,0,0,"22/22/22/23/23/23/3/3/4/11/11/12",20,"Giant Toad L3","Crapaud Géant L3",,"大蛙L3","大蛙L3",,
10205,"狂狼L1",0,1028,0,0,,20,"Mad Wolf L1","Loup Enragé L1",,"狂狼L1","狂狼L1",,
10206,"狂狼L2",0,1029,0,0,"22/22/22/22/22/22",20,"Mad Wolf L2","Loup Enragé L2",,"狂狼L2","狂狼L2",,
10207,"狂狼L3",0,1030,0,0,"22/22/22/23/23/23/3/3/4/11/11/12",20,"Mad Wolf L3","Loup Enragé L3",,"狂狼L3","狂狼L3",,
10208,"狂狼L1+鋼鉄の男L1",0,"1028+1031",0,0,,20,"Mad Wolf L1 + Man of Steel L1","Loup Enragé L1 + Homme d'Acier L1",,"狂狼L1+钢铁男L1","狂狼L1+鋼鐵男L1",,
10209,"狂狼L2+鋼鉄の男L2",0,"1029+1032",0,0,"22/22/22/22/22/22",20,"Mad Wolf L2 + Man of Steel L2","Loup Enragé L2 + Homme d'Acier L2",,"狂狼L2+钢铁男L2","狂狼L2+鋼鐵男L2",,
10210,"狂狼L3+鋼鉄の男L3",0,"1030+1033",0,0,"22/22/22/23/23/23/3/3/4/11/11/12",20,"Mad Wolf L3 + Man of Steel L3","Loup Enragé L3 + Homme d'Acier L3",,"狂狼L3+钢铁男L3","狂狼L3+鋼鐵男L3",,
10211,"毒鼠L1",0,1043,0,0,"22/22/22/23/23/23",20,"Poison Rat L1","Rat Toxique L1",,"毒鼠L1","毒鼠L1",,
10212,"毒鼠L2",0,1044,0,0,"22/22/22/23/23/23/3/3/4/11/11/12",20,"Poison Rat L2","Rat Toxique L2",,"毒鼠L2","毒鼠L2",,
10213,"毒鼠L3",0,1045,0,0,"22/22/22/23/23/23/3/3/4/11/11/12/19/19/20/5/13/21",20,"Poison Rat L3","Rat Toxique L3",,"毒鼠L3","毒鼠L3",,
10214,"透明な布L1",0,1049,0,0,"22/22/22/23/23/23",20,"Cloth L1","Vêtement L1",,"透明布L1","透明布L1",,
10215,"透明な布L2",0,1050,0,0,"22/22/22/23/23/23/3/3/4/11/11/12",20,"Cloth L2","Vêtement L2",,"透明布L2","透明布L2",,
10216,"透明な布L3",0,1051,0,0,"22/22/22/23/23/23/3/3/4/11/11/12/19/19/20/5/13/21",20,"Cloth L3","Vêtement L3",,"透明布L3","透明布L3",,
10217,"影2回目",0,20039,0,0,"22/22/22/23/23/23",20,"Shadow Round 2","Ombre Seconde Fois",,"影第2回","影第2回",,
10218,"影2回目",0,20040,0,0,"22/22/22/23/23/23/3/3/4/11/11/12",20,"Shadow Round 2","Ombre Seconde Fois",,"影第2回","影第2回",,
10219,"影2回目",0,20041,0,0,"23/23/23/23/23/23/4/4/4/12/12/12/20/20/20/5/13/21",20,"Shadow Round 2","Ombre Seconde Fois",,"影第2回","影第2回",,
10220,"ナイチンゲールL1",0,1058,0,0,"22/22/22/23/23/23",20,"Nightingale L1","Nachtigall L1",,"夜光鸟L1","夜光鳥L1",,
10221,"ナイチンゲールL2",0,1059,0,0,"22/22/22/23/23/23/3/3/4/11/11/12",20,"Nightingale L2","Nachtigall L2",,"夜光鸟L2","夜光鳥L2",,
10222,"ナイチンゲールL3",0,1060,0,0,"22/22/22/23/23/23/3/3/4/11/11/12/19/19/20/5/13/21",20,"Nightingale L3","Nachtigall L3",,"夜光鸟L3","夜光鳥L3",,
10223,"双頭犬オルトスL1",0,1061,0,0,"22/22/22/23/23/23",20,"Orthrus L1","Orthros L1",,"双头犬欧尔多斯L1","雙頭犬歐爾多斯L1",,
10224,"双頭犬オルトスL2",0,1062,0,0,"22/22/22/23/23/23/3/3/4/11/11/12",20,"Orthrus L2","Orthros L2",,"双头犬欧尔多斯L2","雙頭犬歐爾多斯L2",,
10225,"双頭犬オルトスL3",0,1063,0,0,"22/22/22/23/23/23/3/3/4/11/11/12/19/19/20/5/13/21",20,"Orthrus L3","Orthros L3",,"双头犬欧尔多斯L3","雙頭犬歐爾多斯L3",,
10226,"吸血鬼L1",0,"1058+1061+1064",0,0,"22/22/22/23/23/23",20,"Vampire L1","Vampire L1",,"吸血鬼L1","吸血鬼L1",,
10227,"吸血鬼L2",0,"1059+1062+1065",0,0,"22/22/22/23/23/23/3/3/4/11/11/12",20,"Vampire L2","Vampire L2",,"吸血鬼L2","吸血鬼L2",,
10228,"吸血鬼L3",0,"1060+1063+1066",0,0,"23/23/23/23/23/23/3/3/4/11/11/12/19/19/20/5/13/21",20,"Vampire L3","Vampire L3",,"吸血鬼L3","吸血鬼L3",,
10229,"白蜘蛛L1",0,1067,0,0,"22/22/22/23/23/23",20,"White Spider L1","Araignée Laiteuse L1",,"白蜘蛛L1","白蜘蛛L1",,
10230,"白蜘蛛L2",0,1068,0,0,"22/22/22/23/23/23/3/3/4/11/11/12",20,"White Spider L2","Araignée Laiteuse L2",,"白蜘蛛L2","白蜘蛛L2",,
10231,"白蜘蛛L3",0,1069,0,0,"22/22/22/23/23/23/3/3/4/11/11/12/19/19/20/5/13/21",20,"White Spider L3","Araignée Laiteuse L3",,"白蜘蛛L3","白蜘蛛L3",,
10232,"機械兵L1",0,1079,0,0,"22/22/22/23/23/23",20,"Mechanical Soldier L1","Soldat Mécanique L1",,"机械兵L1","機械兵L1",,
10233,"機械兵L2",0,1080,0,0,"22/22/22/23/23/23/3/3/4/11/11/12",20,"Mechanical Soldier L2","Soldat Mécanique L2",,"机械兵L2","機械兵L2",,
10234,"機械兵L3",0,1081,0,0,"22/22/22/23/23/23/3/3/4/11/11/12/19/19/20/5/13/21",20,"Mechanical Soldier L3","Soldat Mécanique L3",,"机械兵L3","機械兵L3",,
10235,"ヴィレア",0,20042,0,0,"22/22/22/23/23/23",20,"Vihre","Viléa",,"毕雷亚","畢雷亞",,
10236,"ヴィレア",0,20043,0,0,"22/22/22/23/23/23/3/3/4/11/11/12",20,"Vihre","Viléa",,"毕雷亚","畢雷亞",,
10237,"ヴィレア",0,20044,0,0,"22/22/22/23/23/23/5/5/5/21/21/21/34/35/35/62/62/62",20,"Vihre","Viléa",,"毕雷亚","畢雷亞",,
10238,"鬼火",0,1010,0,0,"2/2/2/2/2/2/10/10/10/10/10/10/17/17/17/17/17/17/17",20,"Cave Bat L1","鬼火",,"鬼火","鬼火",,
10239,"陰火",0,1011,0,0,"3/3/3/3/3/3/11/11/11/11/11/11/22/22/22/42/42/42",20,"Cave Bat L2","陰火",,"阴火","陰火",,
10240,"人魂",0,1012,0,0,"3/3/3/4/5/6/11/11/11/12/13/14/24/24/35/35/45/45",20,"Cave Bat L3","人魂",,"人魂","人魂",,
10241,"鬼火陰火人魂",1,"1~55:10238,56~90:10239,91~999:10240",,,,20,"Will o' the Wisp, Ball Lightning, Sprite","Feufollet, Flammes Obscures, Lutin",,"鬼火、阴火、人魂","鬼火、陰火、人魂",,
10242,"スウィード・ジャック",0,20047,0,0,"2/2/2/2/2/2/10/10/10/10/10/10/17/17/17/17/17/17/17",20,"Swede Jack","Swede Jack",,"芜菁杰克","蕪菁傑克",,
10243,"スウィード・ジャック",0,20047,0,0,"3/3/3/3/3/3/11/11/11/11/11/11/22/22/22/42/42/42",20,"Swede Jack","Swede Jack",,"芜菁杰克","蕪菁傑克",,
10244,"スウィード・ジャック",0,20047,0,0,"3/3/3/4/5/6/11/11/11/12/13/14/24/24/35/35/45/45",20,"Swede Jack","Swede Jack",,"芜菁杰克","蕪菁傑克",,
10245,"スウィード・ジャック",1,"1~55:10242,56~90:10243,91~999:10244",,,,20,"Swede Jack","Swede Jack",,"芜菁杰克","蕪菁傑克",,
10246,"幽霊騎士 ",0,1034,0,0,"2/2/2/2/2/2/10/10/10/10/10/10/17/17/17/17/17/17/17",20,"Dullahan","Chevalier Vert",,"幽灵骑士","幽靈騎士",,
10247,"青白き馬の乗り手 ",0,1035,0,0,"3/3/3/3/3/3/11/11/11/11/11/11/22/22/22/42/42/42",20,"Ghost Rider","Dullahan",,"苍白马骑士","蒼白馬騎士",,
10248,"死の騎士",0,1036,0,0,"3/3/3/4/5/6/11/11/11/12/13/14/24/24/35/35/45/45",20,"Skull Knight","Cavalier Fantôme",,"白骨骑士","白骨騎士",,
10249,"幽霊騎士 青白き馬の乗り手 死の騎士",1,"1~55:10246,56~90:10247,91~999:10248",,,,20,"Dullahan, Ghost Rider, Skull Knight","Chevalier Vert, Dullahan, Cavalier Fantôme",,"幽灵骑士、苍白马骑士、白骨骑士","幽靈騎士、蒼白馬騎士、白骨騎士",,
10250,"骸骨兵 ",0,1046,0,0,"2/2/2/2/2/2/10/10/10/10/10/10/17/17/17/17/17/17/17",20,"Skeleton","Squelette",,"骸骨兵","骸骨兵",,
10251,"骸骨剣士 ",0,1047,0,0,"3/3/3/3/3/3/11/11/11/11/11/11/22/22/22/42/42/42",20,"Skeleton Warrior","Squelette Guerrier",,"骸骨剑士","骸骨劍士",,
10252,"骸骨将軍",0,1048,0,0,"3/3/3/4/5/6/11/11/11/12/13/14/24/24/35/35/45/45",20,"Skeleton General","Général Squelette",,"骸骨将军","骸骨將軍",,
10253,"骸骨兵 骸骨剣士 骸骨将軍",1,"1~55:10250,56~90:10251,91~999:10252",,,,20,"Skeleton, Skeleton Warrior, Skeleton General","Squelette, Squelette Guerrier, Général Squelette",,"骸骨兵、骸骨剑士、骸骨将军","骸骨兵、骸骨劍士、骸骨將軍",,
10254,"影斬り森の夢魔 ",0,1040,0,0,"2/2/2/2/2/2/10/10/10/10/10/10/17/17/17/17/17/17/17",20,"Lilit","Lilit le Coupeur",,"斩影梦魔","斬影夢魔",,
10255,"黄昏の夢魔 ",0,1041,0,0,"3/3/3/3/3/3/11/11/11/11/11/11/22/22/22/42/42/42",20,"Dusk Lilit","Lilit Crépusculaire",,"黄昏梦魔","黃昏夢魔",,
10256,"常闇の夢魔",0,1042,0,0,"3/3/3/4/5/6/11/11/11/12/13/14/24/24/35/35/45/45",20,"Lilit of Darkness","Lilit Obscur",,"永夜梦魔","永夜夢魔",,
10257,"影斬り森の夢魔 黄昏の夢魔 常闇の夢魔",1,"1~55:10254,56~90:10255,91~999:10256",,,,20,"Lilit, Dusk Lilit, Lilit of Darkness","Lilit le Coupeur, Lilit Crépusculaire, Lilit Obscur",,"斩影梦魔、黄昏梦魔、永夜梦魔","斬影夢魔、黃昏夢魔、永夜夢魔",,
10258,"透明な布 ",0,1049,0,0,"2/2/2/2/2/2/10/10/10/10/10/10/17/17/17/17/17/17/17",20,"Cloth","Vêtement",,"透明布","透明布",,
10259,"不気味な布 ",0,1050,0,0,"3/3/3/3/3/3/11/11/11/11/11/11/22/22/22/42/42/42",20,"Unknown Cloth","Vêtement Inconnu",,"邪气布","邪氣布",,
10260,"レイス",0,1051,0,0,"3/3/3/4/5/6/11/11/11/12/13/14/24/24/35/35/45/45",20,"Wraith","Spectre",,"幽灵布","幽靈布",,
10261,"透明な布 不気味な布 レイス",1,"1~55:10258,56~90:10259,91~999:10260",,,,20,"Cloth, Unknown Cloth, Wraith","Vêtement, Vêtement Inconnu, Spectre",,"透明布、邪气布、幽灵布","透明布、邪氣布、幽靈布",,
10262,"バフォメット ",0,1055,0,0,"2/2/2/2/2/2/10/10/10/10/10/10/17/17/17/17/17/17/17",20,"Baphomet","Baphomet",,"巴风特","巴風特",,
10263,"黒山羊 ",0,1056,0,0,"3/3/3/3/3/3/11/11/11/11/11/11/22/22/22/42/42/42",20,"Black Baphomet","Baphomet Noir",,"黑山羊","黑山羊",,
10264,"月の従者",0,1057,0,0,"3/3/3/4/5/6/11/11/11/12/13/14/24/24/35/35/45/45",20,"Moon Child","Enfant Lunaire",,"月之侍从","月之侍從",,
10265,"バフォメット 黒山羊 月の従者",1,"1~55:10262,56~90:10263,91~999:10264",,,,20,"Baphomet, Black Baphomet, Moon Child","Baphomet, Baphomet Noir, Enfant Lunaire",,"巴风特、黑山羊、月之侍从","巴風特、黑山羊、月之侍從",,
