"id","name","monstar_no","treasure_no","event_no","stage","caption","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
1511,"★遺棄地2",1502,1044,0,4,"貧民層の人々が埋葬されている土地","★Pauper's Graveyard 2","★Morgue 2","Lv2★버려진 묘지","★废弃地2","★遺棄地2","★MorgueLv2","★พื้นที่รกร้าง2","A burial ground for poor people.","Une place où les pauvres gens de classes sont enterrés","빈민층이 잠들어 있는 곳","埋葬贫民的土地","埋葬著貧民區人們的土地","Tempat pemakaman rakyat jelata.","พื้นที่ฝังศพคนยากจน"
1512,"★遺棄地3",1503,1045,0,4,"貧民層の人々が埋葬されている土地","★Pauper's Graveyard 3","★Morgue 3","Lv3★버려진 묘지","★废弃地3","★遺棄地3","★MorgueLv3","★พื้นที่รกร้าง3","A burial ground for poor people.","Une place où les pauvres gens de classes sont enterrés","빈민층이 잠들어 있는 곳","埋葬贫民的土地","埋葬著貧民區人們的土地","Tempat pemakaman rakyat jelata.","พื้นที่ฝังศพคนยากจน"
1601,"月の骨塚1",1601,0,0,4,"満月の夜に骨の妖魔が徘徊する墓地","Midnight Boneyard 1","Monticules nés de la lune 1","Lv1달의 뼈무덤","月之骨坟1","月的骨塚1","Moon Ossuary Lv1","สุสานจันทรา1","A graveyard where evil roams during a full moon.","Un cimetière où flotteurs mauvais autour la nuit pendant une lune pleine","만월의 밤에 해골 요마가 배회하는 묘지","月圆之夜骨之妖魔四处游走的墓地","在滿月之夜會有白骨妖魔徘徊的墓地","Pekuburan tempat arwah bergentayangan dibawah bulan purnama.","สุสานที่มีปิศาจโครงกระดูกมาวนเวียนอยู่ในคืนพระจันทร์เต็มดวง"
1602,"月の骨塚2",1602,0,0,4,"満月の夜に骨の妖魔が徘徊する墓地","Midnight Boneyard 2","Monticules nés de la lune 2","Lv2달의 뼈무덤","月之骨坟2","月的骨塚2","Moon Ossuary Lv2","สุสานจันทรา2","A graveyard where evil roams during a full moon.","Un cimetière où flotteurs mauvais autour la nuit pendant une lune pleine","만월의 밤에 해골 요마가 배회하는 묘지","月圆之夜骨之妖魔四处游走的墓地","在滿月之夜會有白骨妖魔徘徊的墓地","Pekuburan tempat arwah bergentayangan dibawah bulan purnama.","สุสานที่มีปิศาจโครงกระดูกมาวนเวียนอยู่ในคืนพระจันทร์เต็มดวง"
1603,"月の骨塚3",1603,0,0,4,"満月の夜に骨の妖魔が徘徊する墓地","Midnight Boneyard 3","Monticules nés de la lune 3","Lv3달의 뼈무덤","月之骨坟3","月的骨塚3","Moon Ossuary Lv3","สุสานจันทรา3","A graveyard where evil roams during a full moon.","Un cimetière où flotteurs mauvais autour la nuit pendant une lune pleine","만월의 밤에 해골 요마가 배회하는 묘지","月圆之夜骨之妖魔四处游走的墓地","在滿月之夜會有白骨妖魔徘徊的墓地","Pekuburan tempat arwah bergentayangan dibawah bulan purnama.","สุสานที่มีปิศาจโครงกระดูกมาวนเวียนอยู่ในคืนพระจันทร์เต็มดวง"
1604,"月の骨塚1",1601,50001,0,4,"満月の夜に骨の妖魔が徘徊する墓地","Midnight Boneyard 1","Monticules nés de la lune 1","Lv1달의 뼈무덤","月之骨坟1","月的骨塚1","Moon Ossuary Lv1","สุสานจันทรา1","A graveyard where evil roams during a full moon.","Un cimetière où flotteurs mauvais autour la nuit pendant une lune pleine","만월의 밤에 해골 요마가 배회하는 묘지","月圆之夜骨之妖魔四处游走的墓地","在滿月之夜會有白骨妖魔徘徊的墓地","Pekuburan tempat arwah bergentayangan dibawah bulan purnama.","สุสานที่มีปิศาจโครงกระดูกมาวนเวียนอยู่ในคืนพระจันทร์เต็มดวง"
1605,"月の骨塚2",1602,50002,0,4,"満月の夜に骨の妖魔が徘徊する墓地","Midnight Boneyard 2","Monticules nés de la lune 2","Lv2달의 뼈무덤","月之骨坟2","月的骨塚2","Moon Ossuary Lv2","สุสานจันทรา2","A graveyard where evil roams during a full moon.","Un cimetière où flotteurs mauvais autour la nuit pendant une lune pleine","만월의 밤에 해골 요마가 배회하는 묘지","月圆之夜骨之妖魔四处游走的墓地","在滿月之夜會有白骨妖魔徘徊的墓地","Pekuburan tempat arwah bergentayangan dibawah bulan purnama.","สุสานที่มีปิศาจโครงกระดูกมาวนเวียนอยู่ในคืนพระจันทร์เต็มดวง"
1606,"月の骨塚3",1603,50003,0,4,"満月の夜に骨の妖魔が徘徊する墓地","Midnight Boneyard 3","Monticules nés de la lune 3","Lv3달의 뼈무덤","月之骨坟3","月的骨塚3","Moon Ossuary Lv3","สุสานจันทรา3","A graveyard where evil roams during a full moon.","Un cimetière où flotteurs mauvais autour la nuit pendant une lune pleine","만월의 밤에 해골 요마가 배회하는 묘지","月圆之夜骨之妖魔四处游走的墓地","在滿月之夜會有白骨妖魔徘徊的墓地","Pekuburan tempat arwah bergentayangan dibawah bulan purnama.","สุสานที่มีปิศาจโครงกระดูกมาวนเวียนอยู่ในคืนพระจันทร์เต็มดวง"
1607,"☆月の骨塚1",1601,20010,0,4,"満月の夜に骨の妖魔が徘徊する墓地","☆Midnight Boneyard 1","☆Monticules nés de la lune 1","Lv1☆달의 뼈무덤","☆月之骨坟1","☆月的骨塚1","☆Moon Ossuary Lv1","☆สุสานจันทรา1","A graveyard where evil roams during a full moon.","Un cimetière où flotteurs mauvais autour la nuit pendant une lune pleine","만월의 밤에 해골 요마가 배회하는 묘지","月圆之夜骨之妖魔四处游走的墓地","在滿月之夜會有白骨妖魔徘徊的墓地","Pekuburan tempat arwah bergentayangan dibawah bulan purnama.","สุสานที่มีปิศาจโครงกระดูกมาวนเวียนอยู่ในคืนพระจันทร์เต็มดวง"
1608,"☆月の骨塚2",1602,20011,0,4,"満月の夜に骨の妖魔が徘徊する墓地","☆Midnight Boneyard 2","☆Monticules nés de la lune 2","Lv2☆달의 뼈무덤","☆月之骨坟2","☆月的骨塚2","☆Moon Ossuary Lv2","☆สุสานจันทรา2","A graveyard where evil roams during a full moon.","Un cimetière où flotteurs mauvais autour la nuit pendant une lune pleine","만월의 밤에 해골 요마가 배회하는 묘지","月圆之夜骨之妖魔四处游走的墓地","在滿月之夜會有白骨妖魔徘徊的墓地","Pekuburan tempat arwah bergentayangan dibawah bulan purnama.","สุสานที่มีปิศาจโครงกระดูกมาวนเวียนอยู่ในคืนพระจันทร์เต็มดวง"
1609,"☆月の骨塚3",1603,20012,0,4,"満月の夜に骨の妖魔が徘徊する墓地","☆Midnight Boneyard 3","☆Monticules nés de la lune 3","Lv3☆달의 뼈무덤","☆月之骨坟3","☆月的骨塚3","☆Moon Ossuary Lv3","☆สุสานจันทรา3","A graveyard where evil roams during a full moon.","Un cimetière où flotteurs mauvais autour la nuit pendant une lune pleine","만월의 밤에 해골 요마가 배회하는 묘지","月圆之夜骨之妖魔四处游走的墓地","在滿月之夜會有白骨妖魔徘徊的墓地","Pekuburan tempat arwah bergentayangan dibawah bulan purnama.","สุสานที่มีปิศาจโครงกระดูกมาวนเวียนอยู่ในคืนพระจันทร์เต็มดวง"
1610,"★月の骨塚1",1601,1046,0,4,"満月の夜に骨の妖魔が徘徊する墓地","★Midnight Boneyard 1","★Monticules nés de la lune 1","Lv1★달의 뼈무덤","★月之骨坟1","★月的骨塚1","★Moon Ossuary Lv1","★สุสานจันทรา1","A graveyard where evil roams during a full moon.","Un cimetière où flotteurs mauvais autour la nuit pendant une lune pleine","만월의 밤에 해골 요마가 배회하는 묘지","月圆之夜骨之妖魔四处游走的墓地","在滿月之夜會有白骨妖魔徘徊的墓地","Pekuburan tempat arwah bergentayangan dibawah bulan purnama.","สุสานที่มีปิศาจโครงกระดูกมาวนเวียนอยู่ในคืนพระจันทร์เต็มดวง"
1611,"★月の骨塚2",1602,1047,0,4,"満月の夜に骨の妖魔が徘徊する墓地","★Midnight Boneyard 2","★Monticules nés de la lune 2","Lv2★달의 뼈무덤","★月之骨坟2","★月的骨塚2","★Moon Ossuary Lv2","★สุสานจันทรา2","A graveyard where evil roams during a full moon.","Un cimetière où flotteurs mauvais autour la nuit pendant une lune pleine","만월의 밤에 해골 요마가 배회하는 묘지","月圆之夜骨之妖魔四处游走的墓地","在滿月之夜會有白骨妖魔徘徊的墓地","Pekuburan tempat arwah bergentayangan dibawah bulan purnama.","สุสานที่มีปิศาจโครงกระดูกมาวนเวียนอยู่ในคืนพระจันทร์เต็มดวง"
1612,"★月の骨塚3",1603,1048,0,4,"満月の夜に骨の妖魔が徘徊する墓地","★Midnight Boneyard 3","★Monticules nés de la lune 3","Lv3★달의 뼈무덤","★月之骨坟3","★月的骨塚3","★Moon Ossuary Lv3","★สุสานจันทรา3","A graveyard where evil roams during a full moon.","Un cimetière où flotteurs mauvais autour la nuit pendant une lune pleine","만월의 밤에 해골 요마가 배회하는 묘지","月圆之夜骨之妖魔四处游走的墓地","在滿月之夜會有白骨妖魔徘徊的墓地","Pekuburan tempat arwah bergentayangan dibawah bulan purnama.","สุสานที่มีปิศาจโครงกระดูกมาวนเวียนอยู่ในคืนพระจันทร์เต็มดวง"
1701,"幽街道1",1701,0,0,2,"魂を現世から引き剥がすといわれる街道","Deep Highway 1","Route du fantôme 1","Lv1유령의 거리","幽之街1","幽街道1","Ghost Road Lv1","ถนนวิญญาณ1","A road said to rip the living soul from those who travel it.","Une route a dit que cela déchirera l'âme sera déchirée de ce monde","영혼을 현세로부터 떼어낸다는 거리","让魂魄脱离现世的街道","傳說會將靈魂從現世分離的街道","Jalan yang mencabut jiwa dari dunia ini.","ถนนในเมืองที่เล่ากันว่าจะกระชากวิญญาณคนเป็นออกมา"
1702,"幽街道2",1702,0,0,2,"魂を現世から引き剥がすといわれる街道","Deep Highway 2","Route du fantôme 2","Lv2유령의 거리","幽之街2","幽街道2","Ghost Road Lv2","ถนนวิญญาณ2","A road said to rip the living soul from those who travel it.","Une route a dit que cela déchirera l'âme sera déchirée de ce monde","영혼을 현세로부터 떼어낸다는 거리","让魂魄脱离现世的街道","傳說會將靈魂從現世分離的街道","Jalan yang mencabut jiwa dari dunia ini.","ถนนในเมืองที่เล่ากันว่าจะกระชากวิญญาณคนเป็นออกมา"
1703,"幽街道3",1703,0,0,2,"魂を現世から引き剥がすといわれる街道","Deep Highway 3","Route du fantôme 3","Lv3유령의 거리","幽之街3","幽街道3","Ghost Road Lv3","ถนนวิญญาณ3","A road said to rip the living soul from those who travel it.","Une route a dit que cela déchirera l'âme sera déchirée de ce monde","영혼을 현세로부터 떼어낸다는 거리","让魂魄脱离现世的街道","傳說會將靈魂從現世分離的街道","Jalan yang mencabut jiwa dari dunia ini.","ถนนในเมืองที่เล่ากันว่าจะกระชากวิญญาณคนเป็นออกมา"
1704,"幽街道1",1701,50001,0,2,"魂を現世から引き剥がすといわれる街道","Deep Highway 1","Route du fantôme 1","Lv1유령의 거리","幽之街1","幽街道1","Ghost Road Lv1","ถนนวิญญาณ1","A road said to rip the living soul from those who travel it.","Une route a dit que cela déchirera l'âme sera déchirée de ce monde","영혼을 현세로부터 떼어낸다는 거리","让魂魄脱离现世的街道","傳說會將靈魂從現世分離的街道","Jalan yang mencabut jiwa dari dunia ini.","ถนนในเมืองที่เล่ากันว่าจะกระชากวิญญาณคนเป็นออกมา"
1705,"幽街道2",1702,50002,0,2,"魂を現世から引き剥がすといわれる街道","Deep Highway 2","Route du fantôme 2","Lv2유령의 거리","幽之街2","幽街道2","Ghost Road Lv2","ถนนวิญญาณ2","A road said to rip the living soul from those who travel it.","Une route a dit que cela déchirera l'âme sera déchirée de ce monde","영혼을 현세로부터 떼어낸다는 거리","让魂魄脱离现世的街道","傳說會將靈魂從現世分離的街道","Jalan yang mencabut jiwa dari dunia ini.","ถนนในเมืองที่เล่ากันว่าจะกระชากวิญญาณคนเป็นออกมา"
1706,"幽街道3",1703,50003,0,2,"魂を現世から引き剥がすといわれる街道","Deep Highway 3","Route du fantôme 3","Lv3유령의 거리","幽之街3","幽街道3","Ghost Road Lv3","ถนนวิญญาณ3","A road said to rip the living soul from those who travel it.","Une route a dit que cela déchirera l'âme sera déchirée de ce monde","영혼을 현세로부터 떼어낸다는 거리","让魂魄脱离现世的街道","傳說會將靈魂從現世分離的街道","Jalan yang mencabut jiwa dari dunia ini.","ถนนในเมืองที่เล่ากันว่าจะกระชากวิญญาณคนเป็นออกมา"
1707,"☆幽街道1",1701,20018,0,2,"魂を現世から引き剥がすといわれる街道","☆Deep Highway 1","☆Route du fantôme 1","Lv1☆유령의 거리","☆幽之街1","☆幽街道1","☆Ghost Road Lv1","☆ถนนวิญญาณ1","A road said to rip the living soul from those who travel it.","Une route a dit que cela déchirera l'âme sera déchirée de ce monde","영혼을 현세로부터 떼어낸다는 거리","让魂魄脱离现世的街道","傳說會將靈魂從現世分離的街道","Jalan yang mencabut jiwa dari dunia ini.","ถนนในเมืองที่เล่ากันว่าจะกระชากวิญญาณคนเป็นออกมา"
1708,"☆幽街道2",1702,20019,0,2,"魂を現世から引き剥がすといわれる街道","☆Deep Highway 2","☆Route du fantôme 2","Lv2☆유령의 거리","☆幽之街2","☆幽街道2","☆Ghost Road Lv2","☆ถนนวิญญาณ2","A road said to rip the living soul from those who travel it.","Une route a dit que cela déchirera l'âme sera déchirée de ce monde","영혼을 현세로부터 떼어낸다는 거리","让魂魄脱离现世的街道","傳說會將靈魂從現世分離的街道","Jalan yang mencabut jiwa dari dunia ini.","ถนนในเมืองที่เล่ากันว่าจะกระชากวิญญาณคนเป็นออกมา"
1709,"☆幽街道3",1703,20020,0,2,"魂を現世から引き剥がすといわれる街道","☆Deep Highway 3","☆Route du fantôme 3","Lv3☆유령의 거리","☆幽之街3","☆幽街道3","☆Ghost Road Lv3","☆ถนนวิญญาณ3","A road said to rip the living soul from those who travel it.","Une route a dit que cela déchirera l'âme sera déchirée de ce monde","영혼을 현세로부터 떼어낸다는 거리","让魂魄脱离现世的街道","傳說會將靈魂從現世分離的街道","Jalan yang mencabut jiwa dari dunia ini.","ถนนในเมืองที่เล่ากันว่าจะกระชากวิญญาณคนเป็นออกมา"
1710,"★幽街道1",1701,1049,0,2,"魂を現世から引き剥がすといわれる街道","★Deep Highway 1","★Route du fantôme 1","Lv1★유령의 거리","★幽之街1","★幽街道1","★Ghost Road Lv1","★ถนนวิญญาณ1","A road said to rip the living soul from those who travel it.","Une route a dit que cela déchirera l'âme sera déchirée de ce monde","영혼을 현세로부터 떼어낸다는 거리","让魂魄脱离现世的街道","傳說會將靈魂從現世分離的街道","Jalan yang mencabut jiwa dari dunia ini.","ถนนในเมืองที่เล่ากันว่าจะกระชากวิญญาณคนเป็นออกมา"
1711,"★幽街道2",1702,1050,0,2,"魂を現世から引き剥がすといわれる街道","★Deep Highway 2","★Route du fantôme 2","Lv2★유령의 거리","★幽之街2","★幽街道2","★Ghost Road Lv2","★ถนนวิญญาณ2","A road said to rip the living soul from those who travel it.","Une route a dit que cela déchirera l'âme sera déchirée de ce monde","영혼을 현세로부터 떼어낸다는 거리","让魂魄脱离现世的街道","傳說會將靈魂從現世分離的街道","Jalan yang mencabut jiwa dari dunia ini.","ถนนในเมืองที่เล่ากันว่าจะกระชากวิญญาณคนเป็นออกมา"
1712,"★幽街道3",1703,1051,0,2,"魂を現世から引き剥がすといわれる街道","★Deep Highway 3","★Route du fantôme 3","Lv3★유령의 거리","★幽之街3","★幽街道3","★Ghost Road Lv3","★ถนนวิญญาณ3","A road said to rip the living soul from those who travel it.","Une route a dit que cela déchirera l'âme sera déchirée de ce monde","영혼을 현세로부터 떼어낸다는 거리","让魂魄脱离现世的街道","傳說會將靈魂從現世分離的街道","Jalan yang mencabut jiwa dari dunia ini.","ถนนในเมืองที่เล่ากันว่าจะกระชากวิญญาณคนเป็นออกมา"
1801,"呪いの剣塚1",1801,0,0,9,"かつての大戦で剣塚と化した地","Cursed Sword Pile 1","Maudisant Monticules de l'Épée 1","Lv1검의 무덤","受诅剑坟1","詛咒的劍塚1","Cursed Sword Grave Lv1","สุสานดาบต้องสาป1","After the great war, they gathered all the swords of the fallen here.","Une place est devenue des monticules de l'épée après la guerre ancienne","과거 큰 전쟁으로 전사들의 무덤이 되어버린 땅","因为以前的大战而成为剑坟之地","因為過去的大戰而成為劍塚的地方","Kuburan pedang yang terbentuk sesudah perang.","พื้นที่ที่กลายเป็นสุสานของดาบในสงครามใหญ่สมัยก่อน"
1802,"呪いの剣塚2",1802,0,0,9,"かつての大戦で剣塚と化した地","Cursed Sword Pile 2","Maudisant Monticules de l'Épée 2","Lv2검의 무덤","受诅剑坟2","詛咒的劍塚2","Cursed Sword Grave Lv2","สุสานดาบต้องสาป2","After the great war, they gathered all the swords of the fallen here.","Une place est devenue des monticules de l'épée après la guerre ancienne","과거 큰 전쟁으로 전사들의 무덤이 되어버린 땅","因为以前的大战而成为剑坟之地","因為過去的大戰而成為劍塚的地方","Kuburan pedang yang terbentuk sesudah perang.","พื้นที่ที่กลายเป็นสุสานของดาบในสงครามใหญ่สมัยก่อน"
1803,"呪いの剣塚3",1803,0,0,9,"かつての大戦で剣塚と化した地","Cursed Sword Pile 3","Maudisant Monticules de l'Épée 3","Lv3검의 무덤","受诅剑坟3","詛咒的劍塚3","Cursed Sword Grave Lv3","สุสานดาบต้องสาป3","After the great war, they gathered all the swords of the fallen here.","Une place est devenue des monticules de l'épée après la guerre ancienne","과거 큰 전쟁으로 전사들의 무덤이 되어버린 땅","因为以前的大战而成为剑坟之地","因為過去的大戰而成為劍塚的地方","Kuburan pedang yang terbentuk sesudah perang.","พื้นที่ที่กลายเป็นสุสานของดาบในสงครามใหญ่สมัยก่อน"
1804,"呪いの剣塚1",1801,50001,0,9,"かつての大戦で剣塚と化した地","Cursed Sword Pile 1","Maudisant Monticules de l'Épée 1","Lv1검의 무덤","受诅剑坟1","詛咒的劍塚1","Cursed Sword Grave Lv1","สุสานดาบต้องสาป1","After the great war, they gathered all the swords of the fallen here.","Une place est devenue des monticules de l'épée après la guerre ancienne","과거 큰 전쟁으로 전사들의 무덤이 되어버린 땅","因为以前的大战而成为剑坟之地","因為過去的大戰而成為劍塚的地方","Kuburan pedang yang terbentuk sesudah perang.","พื้นที่ที่กลายเป็นสุสานของดาบในสงครามใหญ่สมัยก่อน"
1805,"呪いの剣塚2",1802,50002,0,9,"かつての大戦で剣塚と化した地","Cursed Sword Pile 2","Maudisant Monticules de l'Épée 2","Lv2검의 무덤","受诅剑坟2","詛咒的劍塚2","Cursed Sword Grave Lv2","สุสานดาบต้องสาป2","After the great war, they gathered all the swords of the fallen here.","Une place est devenue des monticules de l'épée après la guerre ancienne","과거 큰 전쟁으로 전사들의 무덤이 되어버린 땅","因为以前的大战而成为剑坟之地","因為過去的大戰而成為劍塚的地方","Kuburan pedang yang terbentuk sesudah perang.","พื้นที่ที่กลายเป็นสุสานของดาบในสงครามใหญ่สมัยก่อน"
1806,"呪いの剣塚3",1803,50003,0,9,"かつての大戦で剣塚と化した地","Cursed Sword Pile 3","Maudisant Monticules de l'Épée 3","Lv3검의 무덤","受诅剑坟3","詛咒的劍塚3","Cursed Sword Grave Lv3","สุสานดาบต้องสาป3","After the great war, they gathered all the swords of the fallen here.","Une place est devenue des monticules de l'épée après la guerre ancienne","과거 큰 전쟁으로 전사들의 무덤이 되어버린 땅","因为以前的大战而成为剑坟之地","因為過去的大戰而成為劍塚的地方","Kuburan pedang yang terbentuk sesudah perang.","พื้นที่ที่กลายเป็นสุสานของดาบในสงครามใหญ่สมัยก่อน"
1807,"☆呪いの剣塚1",1801,20027,0,9,"かつての大戦で剣塚と化した地","☆Cursed Sword Pile 1","☆Maudisant Monticules de l'Épée 1","Lv1☆검의 무덤","☆受诅剑坟1","☆詛咒的劍塚1","☆Cursed Sword Grave Lv1","☆สุสานดาบต้องสาป1","After the great war, they gathered all the swords of the fallen here.","Une place est devenue des monticules de l'épée après la guerre ancienne","과거 큰 전쟁으로 전사들의 무덤이 되어버린 땅","因为以前的大战而成为剑坟之地","因為過去的大戰而成為劍塚的地方","Kuburan pedang yang terbentuk sesudah perang.","พื้นที่ที่กลายเป็นสุสานของดาบในสงครามใหญ่สมัยก่อน"
1808,"☆呪いの剣塚2",1802,20028,0,9,"かつての大戦で剣塚と化した地","☆Cursed Sword Pile 2","☆Maudisant Monticules de l'Épée 2","Lv2☆검의 무덤","☆受诅剑坟2","☆詛咒的劍塚2","☆Cursed Sword Grave Lv2","☆สุสานดาบต้องสาป2","After the great war, they gathered all the swords of the fallen here.","Une place est devenue des monticules de l'épée après la guerre ancienne","과거 큰 전쟁으로 전사들의 무덤이 되어버린 땅","因为以前的大战而成为剑坟之地","因為過去的大戰而成為劍塚的地方","Kuburan pedang yang terbentuk sesudah perang.","พื้นที่ที่กลายเป็นสุสานของดาบในสงครามใหญ่สมัยก่อน"
1809,"☆呪いの剣塚3",1803,20042,0,9,"かつての大戦で剣塚と化した地","☆Cursed Sword Pile 3","☆Maudisant Monticules de l'Épée 3","Lv3☆검의 무덤","☆受诅剑坟3","☆詛咒的劍塚3","☆Cursed Sword Grave Lv3","☆สุสานดาบต้องสาป3","After the great war, they gathered all the swords of the fallen here.","Une place est devenue des monticules de l'épée après la guerre ancienne","과거 큰 전쟁으로 전사들의 무덤이 되어버린 땅","因为以前的大战而成为剑坟之地","因為過去的大戰而成為劍塚的地方","Kuburan pedang yang terbentuk sesudah perang.","พื้นที่ที่กลายเป็นสุสานของดาบในสงครามใหญ่สมัยก่อน"
1810,"★呪いの剣塚1",1801,1052,0,9,"かつての大戦で剣塚と化した地","★Cursed Sword Pile 1","★Maudisant Monticules de l'Épée 1","Lv1★검의 무덤","★受诅剑坟1","★詛咒的劍塚1","★Cursed Sword Grave Lv1","★สุสานดาบต้องสาป1","After the great war, they gathered all the swords of the fallen here.","Une place est devenue des monticules de l'épée après la guerre ancienne","과거 큰 전쟁으로 전사들의 무덤이 되어버린 땅","因为以前的大战而成为剑坟之地","因為過去的大戰而成為劍塚的地方","Kuburan pedang yang terbentuk sesudah perang.","พื้นที่ที่กลายเป็นสุสานของดาบในสงครามใหญ่สมัยก่อน"
1811,"★呪いの剣塚2",1802,1053,0,9,"かつての大戦で剣塚と化した地","★Cursed Sword Pile 2","★Maudisant Monticules de l'Épée 2","Lv2★검의 무덤","★受诅剑坟2","★詛咒的劍塚2","★Cursed Sword Grave Lv2","★สุสานดาบต้องสาป2","After the great war, they gathered all the swords of the fallen here.","Une place est devenue des monticules de l'épée après la guerre ancienne","과거 큰 전쟁으로 전사들의 무덤이 되어버린 땅","因为以前的大战而成为剑坟之地","因為過去的大戰而成為劍塚的地方","Kuburan pedang yang terbentuk sesudah perang.","พื้นที่ที่กลายเป็นสุสานของดาบในสงครามใหญ่สมัยก่อน"
1812,"★呪いの剣塚3",1803,1054,0,9,"かつての大戦で剣塚と化した地","★Cursed Sword Pile 3","★Maudisant Monticules de l'Épée 3","Lv3★검의 무덤","★受诅剑坟3","★詛咒的劍塚3","★Cursed Sword Grave Lv3","★สุสานดาบต้องสาป3","After the great war, they gathered all the swords of the fallen here.","Une place est devenue des monticules de l'épée après la guerre ancienne","과거 큰 전쟁으로 전사들의 무덤이 되어버린 땅","因为以前的大战而成为剑坟之地","因為過去的大戰而成為劍塚的地方","Kuburan pedang yang terbentuk sesudah perang.","พื้นที่ที่กลายเป็นสุสานของดาบในสงครามใหญ่สมัยก่อน"
1901,"月光の草原1",1901,0,0,3,"山羊の泣き声が木霊する草原","Moonlit Prairie 1","Prairie du clair de lune 1","Lv1달빛 초원","月光草原1","月光草原1","Moonlight Grassland Lv1","ทุ่งแสงจันทร์1","A grassland which echoes with the cries of goats.","Prairie où voix criantes de l'écho de la volonté de mouton","염소의 울음소리가 메아리치는 초원","山羊哭泣之声在草原回响","回響著山羊哭泣聲的草原","Rerumputan di mana dapat terdengar gaung suara tangisan domba.","ทุ่งที่มีเสียงร้องโหยหวนของแพะภูเขาดังกังวาน"
1902,"月光の草原2",1902,0,0,3,"山羊の泣き声が木霊する草原","Moonlit Prairie 2","Prairie du clair de lune 2","Lv2달빛 초원","月光草原2","月光草原2","Moonlight Grassland Lv2","ทุ่งแสงจันทร์2","A grassland which echoes with the cries of goats.","Prairie où voix criantes de l'écho de la volonté de mouton","염소의 울음소리가 메아리치는 초원","山羊哭泣之声在草原回响","回響著山羊哭泣聲的草原","Rerumputan di mana dapat terdengar gaung suara tangisan domba.","ทุ่งที่มีเสียงร้องโหยหวนของแพะภูเขาดังกังวาน"
1903,"月光の草原3",1903,0,0,3,"山羊の泣き声が木霊する草原","Moonlit Prairie 3","Prairie du clair de lune 3","Lv3달빛 초원","月光草原3","月光草原3","Moonlight Grassland Lv3","ทุ่งแสงจันทร์3","A grassland which echoes with the cries of goats.","Prairie où voix criantes de l'écho de la volonté de mouton","염소의 울음소리가 메아리치는 초원","山羊哭泣之声在草原回响","回響著山羊哭泣聲的草原","Rerumputan di mana dapat terdengar gaung suara tangisan domba.","ทุ่งที่มีเสียงร้องโหยหวนของแพะภูเขาดังกังวาน"
1904,"月光の草原1",1901,50001,0,3,"山羊の泣き声が木霊する草原","Moonlit Prairie 1","Prairie du clair de lune 1","Lv1달빛 초원","月光草原1","月光草原1","Moonlight Grassland Lv1","ทุ่งแสงจันทร์1","A grassland which echoes with the cries of goats.","Prairie où voix criantes de l'écho de la volonté de mouton","염소의 울음소리가 메아리치는 초원","山羊哭泣之声在草原回响","回響著山羊哭泣聲的草原","Rerumputan di mana dapat terdengar gaung suara tangisan domba.","ทุ่งที่มีเสียงร้องโหยหวนของแพะภูเขาดังกังวาน"
1905,"月光の草原2",1902,50002,0,3,"山羊の泣き声が木霊する草原","Moonlit Prairie 2","Prairie du clair de lune 2","Lv2달빛 초원","月光草原2","月光草原2","Moonlight Grassland Lv2","ทุ่งแสงจันทร์2","A grassland which echoes with the cries of goats.","Prairie où voix criantes de l'écho de la volonté de mouton","염소의 울음소리가 메아리치는 초원","山羊哭泣之声在草原回响","回響著山羊哭泣聲的草原","Rerumputan di mana dapat terdengar gaung suara tangisan domba.","ทุ่งที่มีเสียงร้องโหยหวนของแพะภูเขาดังกังวาน"
1906,"月光の草原3",1903,50003,0,3,"山羊の泣き声が木霊する草原","Moonlit Prairie 3","Prairie du clair de lune 3","Lv3달빛 초원","月光草原3","月光草原3","Moonlight Grassland Lv3","ทุ่งแสงจันทร์3","A grassland which echoes with the cries of goats.","Prairie où voix criantes de l'écho de la volonté de mouton","염소의 울음소리가 메아리치는 초원","山羊哭泣之声在草原回响","回響著山羊哭泣聲的草原","Rerumputan di mana dapat terdengar gaung suara tangisan domba.","ทุ่งที่มีเสียงร้องโหยหวนของแพะภูเขาดังกังวาน"
1907,"☆月光の草原1",1901,20022,0,3,"山羊の泣き声が木霊する草原","☆Moonlit Prairie 1","☆Prairie du clair de lune 1","Lv1☆달빛 초원","☆月光草原1","☆月光草原1","☆Moonlight Grassland Lv1","☆ทุ่งแสงจันทร์1","A grassland which echoes with the cries of goats.","Prairie où voix criantes de l'écho de la volonté de mouton","염소의 울음소리가 메아리치는 초원","山羊哭泣之声在草原回响","回響著山羊哭泣聲的草原","Rerumputan di mana dapat terdengar gaung suara tangisan domba.","ทุ่งที่มีเสียงร้องโหยหวนของแพะภูเขาดังกังวาน"
