"id","prf_type","name","caption","rarity","level","ttl","core_monster_id","quest_map_id","group_id","treasure_level","stage","finder_start_point","member_limit"
2021,2,"黑色咆哮","吞食死亡的多眼巨獸",1,1,12,40014,5,200,2021,2,15000,9999
2022,2,"藍色咆哮","吞食死亡的多眼巨獸",1,1,12,40015,6,200,2022,2,15000,9999
2023,2,"赤色咆哮","吞食死亡的多眼巨獸",1,1,12,40013,7,200,2023,2,15000,9999
2024,1,"屠殺者","啃食世界的大妖蛆。可以取得核心碎片(紅)",1,1,6,40028,5,201,2024,6,3000,9999
2025,1,"屠殺者","啃食世界的大妖蛆。可以取得核心碎片(黃)",1,1,6,40028,6,201,2025,6,3000,9999
2026,1,"屠殺者","啃食世界的大妖蛆。可以取得核心碎片(紅)",1,1,6,40028,7,201,2026,6,3000,9999
2027,1,"屠殺者","啃食世界的大妖蛆。可以取得核心碎片(黃)",1,1,6,40028,8,201,2027,6,3000,9999
2028,1,"屠殺者","啃食世界的大妖蛆。",1,1,6,40028,5,201,2028,6,3000,9999
2029,2,"屠殺者","啃食世界的大妖蛆。",1,1,12,40028,5,200,2029,2,3000,9999
2030,2,"屠殺者","啃食世界的大妖蛆。",1,1,12,40028,6,200,2030,2,3000,9999
2031,2,"屠殺者","啃食世界的大妖蛆。",1,1,12,40028,7,200,2031,2,3000,9999
2032,2,"屠殺者","啃食世界的大妖蛆。",1,1,12,40028,8,200,2032,2,3000,9999
2033,2,"屠殺者","啃食世界的大妖蛆。",1,1,12,40028,9,200,2033,2,3000,9999
2034,1,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。可以取得白珍珠",1,1,12,40032,0,202,2034,2,2700,9999
2035,1,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。可以取得黑珍珠",1,1,12,40032,0,203,2035,2,2700,9999
2036,1,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。可以取得白珍珠",1,1,12,40032,0,201,2036,2,2700,9999
2037,1,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。可以取得黑珍珠",1,1,12,40032,0,201,2037,2,2700,9999
2038,1,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",1,1,12,40032,0,202,2038,2,2700,9999
2039,1,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",1,1,12,40032,0,203,2039,2,2700,9999
2040,1,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",1,1,12,40032,0,201,2038,2,2700,9999
2041,1,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",1,1,12,40032,0,201,2039,2,2700,9999
2042,2,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",1,1,12,40032,5,200,2042,2,3000,9999
2043,2,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",1,1,12,40032,6,200,2043,2,3000,9999
2044,2,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",1,1,12,40032,7,200,2044,2,3000,9999
2045,2,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",1,1,12,40032,8,200,2045,2,3000,9999
2046,2,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",1,1,12,40032,9,200,2046,2,3000,9999
2047,1,"靈龜","背負著雪山的巨大烏龜",1,1,12,40037,1,201,2047,3,15000,9999
2048,1,"靈龜","背負著雪山的巨大烏龜",1,1,12,40037,2,201,2048,3,15000,9999
2049,1,"靈龜","背負著雪山的巨大烏龜",1,1,12,40037,3,201,2049,3,15000,9999
2050,1,"靈龜","背負著雪山的巨大烏龜",1,1,12,40037,4,201,2050,3,15000,9999
2051,1,"靈龜","背負著雪山的巨大烏龜",1,1,12,40037,5,201,2051,3,15000,9999
2052,1,"靈龜","背負著雪山的巨大烏龜",1,1,12,40037,6,202,2047,3,15000,9999
2053,1,"靈龜","背負著雪山的巨大烏龜",1,1,12,40037,7,203,2048,3,15000,9999
2054,2,"靈龜","背負著雪山的巨大烏龜",1,1,12,40037,1,201,2054,3,15000,9999
2055,2,"靈龜","背負著雪山的巨大烏龜",1,1,12,40037,2,201,2055,3,15000,9999
2056,2,"靈龜","背負著雪山的巨大烏龜",1,1,12,40037,3,201,2056,3,15000,9999
2057,2,"靈龜","背負著雪山的巨大烏龜",1,1,12,40037,4,201,2057,3,15000,9999
2058,2,"靈龜","背負著雪山的巨大烏龜",1,1,12,40037,5,201,2058,3,15000,9999
2059,2,"靈龜","背負著雪山的巨大烏龜",1,1,12,40037,6,202,2054,3,15000,9999
2060,2,"靈龜","背負著雪山的巨大烏龜",1,1,12,40037,7,203,2055,3,15000,9999
2061,2,"靈龜","背負著雪山的巨大烏龜",1,1,12,40037,1,200,2061,3,15000,9999
2062,2,"靈龜","背負著雪山的巨大烏龜",1,1,12,40037,2,200,2062,3,15000,9999
2063,2,"靈龜","背負著雪山的巨大烏龜",1,1,12,40037,3,200,2063,3,15000,9999
2064,2,"靈龜","背負著雪山的巨大烏龜",1,1,12,40037,4,200,2064,3,15000,9999
2065,2,"靈龜","背負著雪山的巨大烏龜",1,1,12,40037,5,200,2065,3,15000,9999
2066,1,"W.M.公主","不合常理的巨大西瓜妖怪。朋友以外的參戰人數上限：30人",1,1,12,40041,6,204,2066,3,4500,30
2067,1,"W.M.公主","不合常理的巨大西瓜妖怪。朋友以外的參戰人數上限：30人",1,1,12,40041,7,204,2067,4,4500,30
2068,1,"W.M.公主","不合常理的巨大西瓜妖怪。朋友以外的參戰人數上限：30人",1,1,12,40041,8,204,2068,3,4500,30
2069,1,"W.M.公主","不合常理的巨大西瓜妖怪。朋友以外的參戰人數上限：30人",1,1,12,40041,9,204,2069,3,4500,30
2070,1,"W.M.公主","不合常理的巨大西瓜妖怪。朋友以外的參戰人數上限：30人",1,1,12,40041,10,204,2070,3,4500,30
2071,1,"W.M.公主","不合常理的巨大西瓜妖怪。朋友以外的參戰人數上限：30人",1,1,12,40041,6,204,2071,3,4500,30
2072,1,"W.M.公主","不合常理的巨大西瓜妖怪。朋友以外的參戰人數上限：30人",1,1,12,40041,7,204,2072,4,4500,30
2073,1,"W.M.公主","不合常理的巨大西瓜妖怪。朋友以外的參戰人數上限：30人",1,1,12,40041,8,204,2073,3,4500,30
2074,1,"W.M.公主","不合常理的巨大西瓜妖怪。朋友以外的參戰人數上限：30人",1,1,12,40041,9,204,2074,3,4500,30
2075,1,"W.M.公主","不合常理的巨大西瓜妖怪。朋友以外的參戰人數上限：30人",1,1,12,40041,10,204,2075,3,4500,30
2076,2,"黑死獸","吞食死亡的多眼巨獸。朋友以外的參戰人數上限：30人",1,1,6,40108,1,205,2076,1,10500,30
2077,2,"黑死獸","吞食死亡的多眼巨獸。朋友以外的參戰人數上限：30人",1,1,6,40108,2,205,2077,2,10500,30
2078,2,"黑死獸","吞食死亡的多眼巨獸。朋友以外的參戰人數上限：30人",1,1,6,40108,3,205,2078,3,10500,30
2079,2,"黑死獸","吞食死亡的多眼巨獸。朋友以外的參戰人數上限：30人",1,1,6,40108,4,205,2079,4,10500,30
2080,2,"黑死獸","吞食死亡的多眼巨獸。朋友以外的參戰人數上限：30人",1,1,6,40108,5,205,2080,5,10500,30
2081,2,"屠殺者","啃食世界的大妖蛆。朋友以外的參戰人數上限：30人",1,1,6,40114,6,205,2081,1,3600,30
2082,2,"屠殺者","啃食世界的大妖蛆。朋友以外的參戰人數上限：30人",1,1,6,40114,7,205,2082,2,3600,30
2083,2,"屠殺者","啃食世界的大妖蛆。朋友以外的參戰人數上限：30人",1,1,6,40114,8,205,2083,3,3600,30
2084,2,"屠殺者","啃食世界的大妖蛆。朋友以外的參戰人數上限：30人",1,1,6,40114,9,205,2084,4,3600,30
2085,2,"屠殺者","啃食世界的大妖蛆。朋友以外的參戰人數上限：30人",1,1,6,40114,10,205,2085,5,3600,30
2086,2,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。朋友以外的參戰人數上限：30人",1,1,6,40117,11,205,2086,1,3000,30
2087,2,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。朋友以外的參戰人數上限：30人",1,1,6,40117,1,205,2087,2,3000,30
2088,2,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。朋友以外的參戰人數上限：30人",1,1,6,40117,2,205,2088,3,3000,30
2089,2,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。朋友以外的參戰人數上限：30人",1,1,6,40117,3,205,2089,4,3000,30
2090,2,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。朋友以外的參戰人數上限：30人",1,1,6,40117,4,205,2090,5,3000,30
2091,2,"靈龜","背負著雪山的巨大烏龜。朋友以外的參戰人數上限：30人",1,1,6,40120,5,205,2091,1,18000,30
2092,2,"靈龜","背負著雪山的巨大烏龜。朋友以外的參戰人數上限：30人",1,1,6,40120,6,205,2092,2,18000,30
2093,2,"靈龜","背負著雪山的巨大烏龜。朋友以外的參戰人數上限：30人",1,1,6,40120,7,205,2093,3,18000,30
2094,2,"靈龜","背負著雪山的巨大烏龜。朋友以外的參戰人數上限：30人",1,1,6,40120,8,205,2094,4,18000,30
2095,2,"靈龜","背負著雪山的巨大烏龜。朋友以外的參戰人數上限：30人",1,1,6,40120,9,205,2095,5,18000,30
2096,2,"魔性的鱗粉","擁有蝴蝶般羽翼的美麗妖精。朋友以外的參戰人數上限：30人",6,1,"0.5",40017,7,205,2096,3,1000,30
2097,2,"魔性的鱗粉","擁有蝴蝶般羽翼的美麗妖精。朋友以外的參戰人數上限：30人",6,1,"0.5",40017,8,205,2097,3,1000,30
2098,2,"魔性的鱗粉","擁有蝴蝶般羽翼的美麗妖精。朋友以外的參戰人數上限：30人",6,1,"0.5",40017,9,205,2098,3,1000,30
2099,2,"魔性的鱗粉","擁有蝴蝶般羽翼的美麗妖精。朋友以外的參戰人數上限：30人",6,1,"0.5",40017,10,205,2099,3,1000,30
2100,2,"魔性的鱗粉","擁有蝴蝶般羽翼的美麗妖精。朋友以外的參戰人數上限：30人",6,1,"0.5",40017,11,205,2100,3,1000,30
2101,2,"黑死獸","吞食死亡的多眼巨獸。朋友以外的參戰人數上限：30人",6,1,6,40108,1,205,2101,1,10500,30
2102,2,"黑死獸","吞食死亡的多眼巨獸。朋友以外的參戰人數上限：30人",6,1,6,40108,2,205,2102,2,10500,30
2103,2,"黑死獸","吞食死亡的多眼巨獸。朋友以外的參戰人數上限：30人",6,1,6,40108,3,205,2103,3,10500,30
2104,2,"黑死獸","吞食死亡的多眼巨獸。朋友以外的參戰人數上限：30人",6,1,6,40108,4,205,2104,4,10500,30
2105,2,"黑死獸","吞食死亡的多眼巨獸。朋友以外的參戰人數上限：30人",6,1,6,40108,5,205,2105,5,10500,30
2106,2,"屠殺者","啃食世界的大妖蛆。朋友以外的參戰人數上限：30人",6,1,6,40114,6,205,2106,1,3600,30
2107,2,"屠殺者","啃食世界的大妖蛆。朋友以外的參戰人數上限：30人",6,1,6,40114,7,205,2107,2,3600,30
2108,2,"屠殺者","啃食世界的大妖蛆。朋友以外的參戰人數上限：30人",6,1,6,40114,8,205,2108,3,3600,30
2109,2,"屠殺者","啃食世界的大妖蛆。朋友以外的參戰人數上限：30人",6,1,6,40114,9,205,2109,4,3600,30
2110,2,"屠殺者","啃食世界的大妖蛆。朋友以外的參戰人數上限：30人",6,1,6,40114,10,205,2110,5,3600,30
2111,2,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。朋友以外的參戰人數上限：30人",6,1,6,40117,11,205,2111,1,3000,30
2112,2,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。朋友以外的參戰人數上限：30人",6,1,6,40117,1,205,2112,2,3000,30
2113,2,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。朋友以外的參戰人數上限：30人",6,1,6,40117,2,205,2113,3,3000,30
2114,2,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。朋友以外的參戰人數上限：30人",6,1,6,40117,3,205,2114,4,3000,30
2115,2,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。朋友以外的參戰人數上限：30人",6,1,6,40117,4,205,2115,5,3000,30
2116,2,"靈龜","背負著雪山的巨大烏龜。朋友以外的參戰人數上限：30人",6,1,6,40120,5,205,2116,1,18000,30
2117,2,"靈龜","背負著雪山的巨大烏龜。朋友以外的參戰人數上限：30人",6,1,6,40120,6,205,2117,2,18000,30
2118,2,"靈龜","背負著雪山的巨大烏龜。朋友以外的參戰人數上限：30人",6,1,6,40120,7,205,2118,3,18000,30
2119,2,"靈龜","背負著雪山的巨大烏龜。朋友以外的參戰人數上限：30人",6,1,6,40120,8,205,2119,4,18000,30
2120,2,"靈龜","背負著雪山的巨大烏龜。朋友以外的參戰人數上限：30人",6,1,6,40120,9,205,2120,5,18000,30
2121,1,"惡魔之角Y","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：30人",1,1,6,40123,1,206,2121,1,10500,30
2122,1,"惡魔之角Y","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：30人",1,1,6,40123,2,206,2122,2,10500,30
2123,1,"惡魔之角Y","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：30人",1,1,6,40123,3,206,2123,3,10500,30
2124,1,"惡魔之角Y","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：30人",1,1,6,40123,4,206,2124,4,10500,30
2125,1,"惡魔之角Y","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：30人",7,1,6,40123,5,206,2125,5,10500,30
2126,1,"惡魔之角Y","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：30人",7,1,6,40123,6,206,2126,1,10500,30
2127,1,"惡魔之角Y","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：30人",7,1,6,40123,7,206,2127,2,10500,30
2128,1,"惡魔之角Y","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：30人",7,1,6,40123,8,206,2128,3,10500,30
2129,1,"惡魔之角Y","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：30人",1,1,6,40123,1,206,2129,1,10500,30
2130,1,"惡魔之角Y","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：30人",1,1,6,40123,2,206,2130,2,10500,30
2131,1,"惡魔之角Y","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：30人",1,1,6,40123,3,206,2131,3,10500,30
2132,1,"惡魔之角Y","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：30人",1,1,6,40123,4,206,2132,4,10500,30
2133,1,"可可果的妖靈","古老巨人頭像。朋友以外的參戰人數上限：30人",1,1,6,40126,1,206,2133,1,3600,30
2134,1,"可可果的妖靈","古老巨人頭像。朋友以外的參戰人數上限：30人",1,1,6,40126,2,206,2134,2,3600,30
2135,1,"可可果的妖靈","古老巨人頭像。朋友以外的參戰人數上限：30人",1,1,6,40126,3,206,2135,3,3600,30
2136,1,"可可果的妖靈","古老巨人頭像。朋友以外的參戰人數上限：30人",1,1,6,40126,4,206,2136,4,3600,30
2137,1,"可可果的妖靈","古老巨人頭像。朋友以外的參戰人數上限：30人",6,1,6,40126,5,206,2137,5,3600,30
2138,1,"可可果的妖靈","古老巨人頭像。朋友以外的參戰人數上限：30人",6,1,6,40126,6,206,2138,1,3600,30
2139,1,"可可果的妖靈","古老巨人頭像。朋友以外的參戰人數上限：30人",6,1,6,40126,7,206,2139,2,3600,30
2140,1,"可可果的妖靈","古老巨人頭像。朋友以外的參戰人數上限：30人",6,1,6,40126,8,206,2140,3,3600,30
2141,1,"可可果的妖靈","古老巨人頭像。朋友以外的參戰人數上限：30人",1,1,6,40126,1,206,2141,1,3600,30
2142,1,"可可果的妖靈","古老巨人頭像。朋友以外的參戰人數上限：30人",1,1,6,40126,2,206,2142,2,3600,30
2143,1,"可可果的妖靈","古老巨人頭像。朋友以外的參戰人數上限：30人",1,1,6,40126,3,206,2143,3,3600,30
2144,1,"可可果的妖靈","古老巨人頭像。朋友以外的參戰人數上限：30人",1,1,6,40126,4,206,2144,4,3600,30
2145,1,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",1,1,6,40130,1,206,2145,1,3600,30
2146,1,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",1,1,6,40130,2,206,2146,2,3600,30
2147,1,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",1,1,6,40130,3,206,2147,3,3600,30
2148,1,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",1,1,6,40130,4,206,2148,4,3600,30
2149,1,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",6,1,6,40130,5,206,2149,5,3600,30
2150,1,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",6,1,6,40130,6,206,2150,1,3600,30
2151,1,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",6,1,6,40130,7,206,2151,2,3600,30
2152,1,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",6,1,6,40130,8,206,2152,3,3600,30
2153,1,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",1,1,6,40130,1,206,2153,1,3600,30
2154,1,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",1,1,6,40130,2,206,2154,2,3600,30
2155,1,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",1,1,6,40130,3,206,2155,3,3600,30
2156,1,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",1,1,6,40130,4,206,2156,4,3600,30
2157,2,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",1,1,6,40130,5,205,2157,1,3600,30
2158,2,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",1,1,6,40130,6,205,2158,2,3600,30
2159,2,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",1,1,6,40130,7,205,2159,3,3600,30
2160,2,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",1,1,6,40130,8,205,2160,4,3600,30
2161,2,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",1,1,6,40130,9,205,2161,5,3600,30
2162,2,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",6,1,6,40130,5,205,2162,1,3600,30
2163,2,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",6,1,6,40130,6,205,2163,2,3600,30
2164,2,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",6,1,6,40130,7,205,2164,3,3600,30
2165,2,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",6,1,6,40130,8,205,2165,4,3600,30
2166,2,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",6,1,6,40130,9,205,2166,5,3600,30
2167,1,"翔天蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",1,1,6,40134,0,206,2167,1,4500,30
2168,1,"翔天蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",1,1,6,40134,0,206,2168,2,4500,30
2169,1,"翔天蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",1,1,6,40134,1,206,2169,3,4500,30
2170,1,"翔天蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",1,1,6,40134,1,206,2170,4,4500,30
2171,1,"翔天蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",6,1,6,40134,2,206,2171,5,4500,30
2172,1,"翔天蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",6,1,6,40134,2,206,2172,1,4500,30
2173,1,"翔天蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",6,1,6,40134,3,206,2173,2,4500,30
2174,1,"翔天蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",6,1,6,40134,3,206,2174,3,4500,30
2175,1,"翔天蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",1,1,6,40134,4,206,2175,1,4500,30
2176,1,"翔天蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",1,1,6,40134,4,206,2176,2,4500,30
2177,1,"翔天蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",1,1,6,40134,5,206,2177,3,4500,30
2178,1,"翔天蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",1,1,6,40134,5,206,2178,4,4500,30
2179,1,"翔天蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",1,1,6,40134,6,205,2179,1,4500,30
2180,1,"翔天蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",1,1,6,40134,6,205,2180,2,4500,30
2181,1,"翔天蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",1,1,6,40134,7,205,2181,3,4500,30
2182,1,"翔天蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",1,1,6,40134,7,205,2182,4,4500,30
2183,1,"翔天蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",1,1,6,40134,8,205,2183,5,4500,30
2184,1,"翔天蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",6,1,6,40134,8,205,2184,1,4500,30
2185,1,"翔天蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",6,1,6,40134,9,205,2185,2,4500,30
2186,1,"翔天蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",6,1,6,40134,9,205,2186,3,4500,30
2187,1,"翔天蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",6,1,6,40134,10,205,2187,4,4500,30
2188,1,"翔天蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",6,1,6,40134,10,205,2188,5,4500,30
2189,1,"屠殺者的鐘聲","啃食世界的大妖蛆。好友以外的討伐人數上限：30人",1,1,6,40028,5,206,2189,6,5000,30
2190,1,"屠殺者的鐘聲","啃食世界的大妖蛆。好友以外的討伐人數上限：30人",1,1,6,40028,6,206,2190,6,5000,30
2191,1,"屠殺者的鐘聲","啃食世界的大妖蛆。好友以外的討伐人數上限：30人",1,1,6,40028,7,206,2191,6,5000,30
2192,1,"屠殺者的鐘聲","啃食世界的大妖蛆。好友以外的討伐人數上限：30人",1,1,6,40028,8,206,2192,6,5000,30
2193,1,"屠殺者的鐘聲","啃食世界的大妖蛆。好友以外的討伐人數上限：30人",7,1,6,40028,6,206,2193,2,5000,30
2194,1,"屠殺者的鐘聲","啃食世界的大妖蛆。好友以外的討伐人數上限：30人",7,1,6,40028,7,206,2194,2,5000,30
2195,1,"屠殺者的鐘聲","啃食世界的大妖蛆。好友以外的討伐人數上限：30人",7,1,6,40028,8,206,2195,2,5000,30
2196,1,"屠殺者的鐘聲","啃食世界的大妖蛆。好友以外的討伐人數上限：30人",7,1,6,40028,9,206,2196,2,5000,30
2197,1,"誘引之者的鐘聲","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。好友以外的討伐人數上限：30人",1,1,6,40032,0,206,2189,2,4500,30
2198,1,"誘引之者的鐘聲","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。好友以外的討伐人數上限：30人",1,1,6,40032,0,206,2190,2,4500,30
2199,1,"誘引之者的鐘聲","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。好友以外的討伐人數上限：30人",1,1,6,40032,0,206,2191,2,4500,30
2200,1,"誘引之者的鐘聲","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。好友以外的討伐人數上限：30人",1,1,6,40032,0,206,2192,2,4500,30
2201,1,"誘引之者的鐘聲","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。好友以外的討伐人數上限：30人",7,1,6,40032,0,206,2193,2,4500,30
2202,1,"誘引之者的鐘聲","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。好友以外的討伐人數上限：30人",7,1,6,40032,0,206,2194,2,4500,30
2203,1,"誘引之者的鐘聲","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。好友以外的討伐人數上限：30人",7,1,6,40032,0,206,2195,2,4500,30
2204,1,"誘引之者的鐘聲","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。好友以外的討伐人數上限：30人",7,1,6,40032,0,206,2196,2,4500,30
2205,1,"龍鯰的鐘聲","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",1,1,6,40130,1,206,2189,1,6000,30
2206,1,"龍鯰的鐘聲","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",1,1,6,40130,2,206,2190,2,6000,30
2207,1,"龍鯰的鐘聲","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",1,1,6,40130,3,206,2191,3,6000,30
2208,1,"龍鯰的鐘聲","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",1,1,6,40130,4,206,2192,4,6000,30
2209,1,"龍鯰的鐘聲","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",7,1,6,40130,5,206,2193,5,6000,30
2210,1,"龍鯰的鐘聲","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",7,1,6,40130,6,206,2194,1,6000,30
2211,1,"龍鯰的鐘聲","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",7,1,6,40130,7,206,2195,2,6000,30
2212,1,"龍鯰的鐘聲","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",7,1,6,40130,8,206,2196,3,6000,30
