"id","prf_type","name","caption","rarity","level","ttl","core_monster_id","quest_map_id","group_id","treasure_level","stage","finder_start_point","member_limit","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
1140,1,"空駆けるもの","磁気を操ることで空を飛び回る巨大な昆虫型の魔物。フレンドを除く参戦上限人数：10人",1,1,3,40135,11,105,1140,5,2100,10,,,,"翔空虫","翔空蟲",,,,,,"藉由操控磁气在空中盘旋，巨大的昆虫型魔物。凭借这个能力扰乱天空。好友以外的讨伐人数上限：10人","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：10人",,
1141,1,"喰らうものの鐘声","世界を喰らう大妖蛆。フレンドを除く参戦上限人数：10人",1,1,3,40115,6,106,1141,1,2750,10,,,,"啃食者的钟声","啃食者的鐘聲",,,,,,"啃食世界的大妖蛆。好友以外的讨伐人数上限：10人","啃食世界的大妖蛆。好友以外的討伐人數上限：10人",,
1142,1,"喰らうものの鐘声","世界を喰らう大妖蛆。フレンドを除く参戦上限人数：10人",1,1,3,40115,7,106,1142,2,2750,10,,,,"啃食者的钟声","啃食者的鐘聲",,,,,,"啃食世界的大妖蛆。好友以外的讨伐人数上限：10人","啃食世界的大妖蛆。好友以外的討伐人數上限：10人",,
1143,1,"喰らうものの鐘声","世界を喰らう大妖蛆。フレンドを除く参戦上限人数：10人",1,1,3,40115,8,106,1143,3,2750,10,,,,"啃食者的钟声","啃食者的鐘聲",,,,,,"啃食世界的大妖蛆。好友以外的讨伐人数上限：10人","啃食世界的大妖蛆。好友以外的討伐人數上限：10人",,
1144,1,"喰らうものの鐘声","世界を喰らう大妖蛆。フレンドを除く参戦上限人数：10人",1,1,3,40115,9,106,1144,4,2750,10,,,,"啃食者的钟声","啃食者的鐘聲",,,,,,"啃食世界的大妖蛆。好友以外的讨伐人数上限：10人","啃食世界的大妖蛆。好友以外的討伐人數上限：10人",,
1145,1,"喰らうものの鐘声","世界を喰らう大妖蛆。フレンドを除く参戦上限人数：10人",1,1,3,40115,10,106,1145,5,2750,10,,,,"啃食者的钟声","啃食者的鐘聲",,,,,,"啃食世界的大妖蛆。好友以外的讨伐人数上限：10人","啃食世界的大妖蛆。好友以外的討伐人數上限：10人",,
1146,1,"深きものの鐘声","海魔を統べるもの。月光を遮る深い霧と共に魔都を浸蝕する。フレンドを除く参戦上限人数：10人",1,1,3,40118,11,106,1141,1,2500,10,"The Deep Ones","Ceux des Profondeurs",,"深沉之者","深沉之者",,,"One that rules over sea monsters. Maximum limit for participants that are not friends: 10","Ils contrôlent les monstres marins. Nombre limite d'invitations possibles : 10 personnes",,"统帅海魔之者。与遮蔽月光的深雾一起侵蚀着魔都。朋友以外的参战人数上限：10人","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。朋友以外的參戰人數上限：10人",,
1147,1,"深きものの鐘声","海魔を統べるもの。月光を遮る深い霧と共に魔都を浸蝕する。フレンドを除く参戦上限人数：10人",1,1,3,40118,1,106,1142,2,2500,10,"The Deep Ones","Ceux des Profondeurs",,"深沉之者","深沉之者",,,"One that rules over sea monsters. Maximum limit for participants that are not friends: 10","Ils contrôlent les monstres marins. Nombre limite d'invitations possibles : 10 personnes",,"统帅海魔之者。与遮蔽月光的深雾一起侵蚀着魔都。朋友以外的参战人数上限：10人","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。朋友以外的參戰人數上限：10人",,
1148,1,"深きものの鐘声","海魔を統べるもの。月光を遮る深い霧と共に魔都を浸蝕する。フレンドを除く参戦上限人数：10人",1,1,3,40118,2,106,1143,3,2500,10,"The Deep Ones","Ceux des Profondeurs",,"深沉之者","深沉之者",,,"One that rules over sea monsters. Maximum limit for participants that are not friends: 10","Ils contrôlent les monstres marins. Nombre limite d'invitations possibles : 10 personnes",,"统帅海魔之者。与遮蔽月光的深雾一起侵蚀着魔都。朋友以外的参战人数上限：10人","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。朋友以外的參戰人數上限：10人",,
1149,1,"深きものの鐘声","海魔を統べるもの。月光を遮る深い霧と共に魔都を浸蝕する。フレンドを除く参戦上限人数：10人",1,1,3,40118,3,106,1144,4,2500,10,"The Deep Ones","Ceux des Profondeurs",,"深沉之者","深沉之者",,,"One that rules over sea monsters. Maximum limit for participants that are not friends: 10","Ils contrôlent les monstres marins. Nombre limite d'invitations possibles : 10 personnes",,"统帅海魔之者。与遮蔽月光的深雾一起侵蚀着魔都。朋友以外的参战人数上限：10人","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。朋友以外的參戰人數上限：10人",,
1150,1,"深きものの鐘声","海魔を統べるもの。月光を遮る深い霧と共に魔都を浸蝕する。フレンドを除く参戦上限人数：10人",1,1,3,40118,4,106,1145,5,2500,10,"The Deep Ones","Ceux des Profondeurs",,"深沉之者","深沉之者",,,"One that rules over sea monsters. Maximum limit for participants that are not friends: 10","Ils contrôlent les monstres marins. Nombre limite d'invitations possibles : 10 personnes",,"统帅海魔之者。与遮蔽月光的深雾一起侵蚀着魔都。朋友以外的参战人数上限：10人","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。朋友以外的參戰人數上限：10人",,
1151,1,"龍魚の鐘声","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：10人",1,1,3,40131,1,106,1141,1,2750,10,,,,"龙鱼的钟声","龍魚的鐘聲",,,,,,"据说是吃人肉成长的邪恶龙之幼子。好友以外的讨伐人数上限：10人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：10人",,
1152,1,"龍魚の鐘声","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：10人",1,1,3,40131,2,106,1142,2,2750,10,,,,"龙鱼的钟声","龍魚的鐘聲",,,,,,"据说是吃人肉成长的邪恶龙之幼子。好友以外的讨伐人数上限：10人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：10人",,
1153,1,"龍魚の鐘声","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：10人",1,1,3,40131,3,106,1143,3,2750,10,,,,"龙鱼的钟声","龍魚的鐘聲",,,,,,"据说是吃人肉成长的邪恶龙之幼子。好友以外的讨伐人数上限：10人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：10人",,
1154,1,"龍魚の鐘声","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：10人",1,1,3,40131,4,106,1144,4,2750,10,,,,"龙鱼的钟声","龍魚的鐘聲",,,,,,"据说是吃人肉成长的邪恶龙之幼子。好友以外的讨伐人数上限：10人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：10人",,
1155,1,"龍魚の鐘声","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：10人",1,1,3,40131,5,106,1145,5,2750,10,,,,"龙鱼的钟声","龍魚的鐘聲",,,,,,"据说是吃人肉成长的邪恶龙之幼子。好友以外的讨伐人数上限：10人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：10人",,
2000,1,"赤き咆哮2","死を喰らう多眼の巨獣",1,1,12,40013,5,200,2000,2,15000,9999,"The Red Death's Roar 2","Hurlement Rouge 2",,"赤色咆哮2","赤色咆哮2",,,"A many-eyed beast devours death.","Énorme monstre qui mange l'esprit.",,"吞噬死亡的多眼巨兽","吞食死亡的多眼巨獸",,
2001,1,"赤き咆哮3","死を喰らう多眼の巨獣",1,1,12,40013,6,200,2001,2,15000,9999,"The Red Death's Roar 3","Hurlement Rouge 3",,"赤色咆哮3","赤色咆哮3",,,"A many-eyed beast devours death.","Énorme monstre qui mange l'esprit.",,"吞噬死亡的多眼巨兽","吞食死亡的多眼巨獸",,
2002,1,"黒き咆哮2","死を喰らう多眼の巨獣",1,1,12,40014,7,200,2002,2,15000,9999,"The Black Death's Roar 2","Hurlement Noir 2",,"黑色咆哮2","黑色咆哮2",,,"A many-eyed beast devours death.","Énorme monstre qui mange l'esprit.",,"吞食死亡的多眼巨兽","吞食死亡的多眼巨獸",,
2003,1,"黒き咆哮3","死を喰らう多眼の巨獣",1,1,12,40014,8,200,2003,2,15000,9999,"The Black Death's Roar 3","Hurlement Noir 3",,"黑色咆哮3","黑色咆哮3",,,"A many-eyed beast devours death.","Énorme monstre qui mange l'esprit.",,"吞食死亡的多眼巨兽","吞食死亡的多眼巨獸",,
2004,1,"赤き咆哮","死を喰らう多眼の巨獣",1,1,6,40013,9,200,2004,2,15000,9999,"The Red Death's Roar","Hurlement Rouge",,"赤色咆哮","赤色咆哮",,,"A many-eyed beast devours death.","Énorme monstre qui mange l'esprit.",,"吞噬死亡的多眼巨兽","吞食死亡的多眼巨獸",,
2005,1,"黒き咆哮","死を喰らう多眼の巨獣",1,1,6,40014,10,200,2005,2,15000,9999,"The Black Death's Roar","Hurlement Noir ",,"黑色咆哮","黑色咆哮",,,"A many-eyed beast devours death.","Énorme monstre qui mange l'esprit.",,"吞食死亡的多眼巨兽","吞食死亡的多眼巨獸",,
2006,1,"青き咆哮","死を喰らう多眼の巨獣",1,1,6,40015,11,200,2006,2,15000,9999,"The Blue Death's Roar","Hurlement Bleu",,"蓝色咆哮","藍色咆哮",,,"A many-eyed beast devours death.","Énorme monstre qui mange l'esprit.",,"吞噬死亡的多眼巨兽","吞食死亡的多眼巨獸",,
2007,1,"孤独な女王","絶滅したといわれた吸血鬼の生き残り。",2,1,3,40018,5,200,2007,2,3000,9999,"The Solitary Queen","Reine Isolée",,"孤独的女王","孤獨的女王",,,"A vampire descendant who was said to have become extinct legendarily.","La survie des vampires qui ont été dites pour être éteint.",,"传言已经灭亡的吸血鬼末裔","傳言已經滅亡的吸血鬼末裔",,
2008,1,"孤独な女王","絶滅したといわれた吸血鬼の生き残り。",2,1,3,40018,6,200,2008,2,3000,9999,"The Solitary Queen","Reine Isolée",,"孤独的女王","孤獨的女王",,,"A vampire descendant who was said to have become extinct legendarily.","La survie des vampires qui ont été dites pour être éteint.",,"传言已经灭亡的吸血鬼末裔","傳言已經滅亡的吸血鬼末裔",,
2009,2,"魔性の鱗粉","蝶の羽を持つ美しいフェアリー",6,1,"0.5",40017,7,200,2009,3,1000,9999,"Evil Scales","Écailles Diaboliques",,"魔性的鳞粉","魔性的鱗粉",,,"A beautiful fairy with butterfly wings.","Une fée aux ailes de papillon.",,"拥有蝴蝶般羽翼的美丽妖精","擁有蝴蝶般羽翼的美麗妖精",,
2010,2,"魔性の鱗粉","蝶の羽を持つ美しいフェアリー",6,1,"0.5",40017,8,200,2010,3,1000,9999,"Evil Scales","Écailles Diaboliques",,"魔性的鳞粉","魔性的鱗粉",,,"A beautiful fairy with butterfly wings.","Une fée aux ailes de papillon.",,"拥有蝴蝶般羽翼的美丽妖精","擁有蝴蝶般羽翼的美麗妖精",,
2011,2,"魔性の鱗粉","蝶の羽を持つ美しいフェアリー",6,1,"0.5",40017,9,200,2011,3,1000,9999,"Evil Scales","Écailles Diaboliques",,"魔性的鳞粉","魔性的鱗粉",,,"A beautiful fairy with butterfly wings.","Une fée aux ailes de papillon.",,"拥有蝴蝶般羽翼的美丽妖精","擁有蝴蝶般羽翼的美麗妖精",,
2012,2,"魔性の鱗粉","蝶の羽を持つ美しいフェアリー",6,1,"0.5",40017,10,200,2012,3,1000,9999,"Evil Scales","Écailles Diaboliques",,"魔性的鳞粉","魔性的鱗粉",,,"A beautiful fairy with butterfly wings.","Une fée aux ailes de papillon.",,"拥有蝴蝶般羽翼的美丽妖精","擁有蝴蝶般羽翼的美麗妖精",,
2013,2,"魔性の鱗粉","蝶の羽を持つ美しいフェアリー",6,1,"0.5",40017,11,200,2013,3,1000,9999,"Evil Scales","Écailles Diaboliques",,"魔性的鳞粉","魔性的鱗粉",,,"A beautiful fairy with butterfly wings.","Une fée aux ailes de papillon.",,"拥有蝴蝶般羽翼的美丽妖精","擁有蝴蝶般羽翼的美麗妖精",,
2014,2,"赤き咆哮","死を喰らう多眼の巨獣",1,1,12,40013,5,200,2014,2,15000,9999,"The Red Death's Roar","Hurlement Rouge",,"赤色咆哮","赤色咆哮",,,"A many-eyed beast devours death.","Énorme monstre qui mange l'esprit.",,"吞噬死亡的多眼巨兽","吞食死亡的多眼巨獸",,
2015,2,"黒き咆哮","死を喰らう多眼の巨獣",1,1,12,40014,6,200,2015,2,15000,9999,"The Black Death's Roar","Hurlement Noir ",,"黑色咆哮","黑色咆哮",,,"A many-eyed beast devours death.","Énorme monstre qui mange l'esprit.",,"吞食死亡的多眼巨兽","吞食死亡的多眼巨獸",,
2016,2,"青き咆哮","死を喰らう多眼の巨獣",1,1,12,40015,7,200,2016,2,15000,9999,"The Blue Death's Roar","Hurlement Bleu",,"蓝色咆哮","藍色咆哮",,,"A many-eyed beast devours death.","Énorme monstre qui mange l'esprit.",,"吞噬死亡的多眼巨兽","吞食死亡的多眼巨獸",,
2017,2,"赤き咆哮","死を喰らう多眼の巨獣",1,1,12,40013,8,200,2017,2,15000,9999,"The Red Death's Roar","Hurlement Rouge",,"赤色咆哮","赤色咆哮",,,"A many-eyed beast devours death.","Énorme monstre qui mange l'esprit.",,"吞噬死亡的多眼巨兽","吞食死亡的多眼巨獸",,
2018,2,"黒き咆哮","死を喰らう多眼の巨獣",1,1,12,40014,9,200,2018,2,15000,9999,"The Black Death's Roar","Hurlement Noir ",,"黑色咆哮","黑色咆哮",,,"A many-eyed beast devours death.","Énorme monstre qui mange l'esprit.",,"吞食死亡的多眼巨兽","吞食死亡的多眼巨獸",,
2019,2,"青き咆哮","死を喰らう多眼の巨獣",1,1,12,40015,10,200,2019,2,15000,9999,"The Blue Death's Roar","Hurlement Bleu",,"蓝色咆哮","藍色咆哮",,,"A many-eyed beast devours death.","Énorme monstre qui mange l'esprit.",,"吞噬死亡的多眼巨兽","吞食死亡的多眼巨獸",,
2020,2,"赤き咆哮","死を喰らう多眼の巨獣",1,1,12,40013,11,200,2020,2,15000,9999,"The Red Death's Roar","Hurlement Rouge",,"赤色咆哮","赤色咆哮",,,"A many-eyed beast devours death.","Énorme monstre qui mange l'esprit.",,"吞噬死亡的多眼巨兽","吞食死亡的多眼巨獸",,
2021,2,"黒き咆哮","死を喰らう多眼の巨獣",1,1,12,40014,5,200,2021,2,15000,9999,"The Black Death's Roar","Hurlement Noir ",,"黑色咆哮","黑色咆哮",,,"A many-eyed beast devours death.","Énorme monstre qui mange l'esprit.",,"吞食死亡的多眼巨兽","吞食死亡的多眼巨獸",,
2022,2,"青き咆哮","死を喰らう多眼の巨獣",1,1,12,40015,6,200,2022,2,15000,9999,"The Blue Death's Roar","Hurlement Bleu",,"蓝色咆哮","藍色咆哮",,,"A many-eyed beast devours death.","Énorme monstre qui mange l'esprit.",,"吞噬死亡的多眼巨兽","吞食死亡的多眼巨獸",,
2023,2,"赤き咆哮","死を喰らう多眼の巨獣",1,1,12,40013,7,200,2023,2,15000,9999,"The Red Death's Roar","Hurlement Rouge",,"赤色咆哮","赤色咆哮",,,"A many-eyed beast devours death.","Énorme monstre qui mange l'esprit.",,"吞噬死亡的多眼巨兽","吞食死亡的多眼巨獸",,
2024,1,"屠るもの","世界を喰らう大妖蛆。コアの欠片（赤）が取得可能",1,1,6,40028,5,201,2024,6,3000,9999,"The Slayer","Celui qui abat",,"屠杀者","屠殺者",,,"A giant maggot which eats the world. Could obtain Piece of core (Red).","Ver Géant qui dévore le Monde. Possibilité d'obtenir un Fragment de Core (Rouge).",,"吞噬世界的大妖蛆。可以取得核心碎片(红)","啃食世界的大妖蛆。可以取得核心碎片(紅)",,
2025,1,"屠るもの","世界を喰らう大妖蛆。コアの欠片（黄）が取得可能",1,1,6,40028,6,201,2025,6,3000,9999,"The Slayer","Celui qui abat",,"屠杀者","屠殺者",,,"A giant maggot which eats the world. Could obtain Piece of core (Yellow).","Ver Géant qui dévore le Monde. Possibilité d'obtenir un Fragment de Core (Jaune).",,"吞噬世界的大妖蛆。可以取得核心碎片(黄)","啃食世界的大妖蛆。可以取得核心碎片(黃)",,
2026,1,"屠るもの","世界を喰らう大妖蛆。コアの欠片（赤）が取得可能",1,1,6,40028,7,201,2026,6,3000,9999,"The Slayer","Celui qui abat",,"屠杀者","屠殺者",,,"A giant maggot which eats the world. Could obtain Piece of core (Red).","Ver Géant qui dévore le Monde. Possibilité d'obtenir un Fragment de Core (Rouge).",,"吞噬世界的大妖蛆。可以取得核心碎片(红)","啃食世界的大妖蛆。可以取得核心碎片(紅)",,
2027,1,"屠るもの","世界を喰らう大妖蛆。コアの欠片（黄）が取得可能",1,1,6,40028,8,201,2027,6,3000,9999,"The Slayer","Celui qui abat",,"屠杀者","屠殺者",,,"A giant maggot which eats the world. Could obtain Piece of core (Yellow).","Ver Géant qui dévore le Monde. Possibilité d'obtenir un Fragment de Core (Jaune).",,"吞噬世界的大妖蛆。可以取得核心碎片(黄)","啃食世界的大妖蛆。可以取得核心碎片(黃)",,
2028,1,"屠るもの","世界を喰らう大妖蛆。",1,1,6,40028,5,201,2028,6,3000,9999,"The Slayer","Celui qui abat",,"屠杀者","屠殺者",,,"A giant maggot which eats the world.","Ver Géant qui dévore le Monde.",,"吞噬世界的大妖蛆。","啃食世界的大妖蛆。",,
2029,2,"屠るもの","世界を喰らう大妖蛆。",1,1,12,40028,5,200,2029,2,3000,9999,"The Slayer","Celui qui abat",,"屠杀者","屠殺者",,,"A giant maggot which eats the world.","Ver Géant qui dévore le Monde.",,"吞噬世界的大妖蛆。","啃食世界的大妖蛆。",,
2030,2,"屠るもの","世界を喰らう大妖蛆。",1,1,12,40028,6,200,2030,2,3000,9999,"The Slayer","Celui qui abat",,"屠杀者","屠殺者",,,"A giant maggot which eats the world.","Ver Géant qui dévore le Monde.",,"吞噬世界的大妖蛆。","啃食世界的大妖蛆。",,
2031,2,"屠るもの","世界を喰らう大妖蛆。",1,1,12,40028,7,200,2031,2,3000,9999,"The Slayer","Celui qui abat",,"屠杀者","屠殺者",,,"A giant maggot which eats the world.","Ver Géant qui dévore le Monde.",,"吞噬世界的大妖蛆。","啃食世界的大妖蛆。",,
2032,2,"屠るもの","世界を喰らう大妖蛆。",1,1,12,40028,8,200,2032,2,3000,9999,"The Slayer","Celui qui abat",,"屠杀者","屠殺者",,,"A giant maggot which eats the world.","Ver Géant qui dévore le Monde.",,"吞噬世界的大妖蛆。","啃食世界的大妖蛆。",,
2033,2,"屠るもの","世界を喰らう大妖蛆。",1,1,12,40028,9,200,2033,2,3000,9999,"The Slayer","Celui qui abat",,"屠杀者","屠殺者",,,"A giant maggot which eats the world.","Ver Géant qui dévore le Monde.",,"吞噬世界的大妖蛆。","啃食世界的大妖蛆。",,
2034,1,"招くもの","海魔を統べるもの。月光を遮る深い霧と共に魔都を浸蝕する。白真珠が取得可能",1,1,12,40032,0,202,2034,2,2700,9999,"The Inviter","Ceux qui Invitent",,"诱引之者","誘引之者",,,"One that rules over sea monsters. Erodes the City of the Damned along with the thick mist that conceals moonlight. Able to obtain white pearls.","Ils contrôlent les monstres marins. Ils viennent lentement détruire la ville maléfique, s'infiltrant sous les rayons de la lune, cachés dans la brume. Possibilité de trouver des Perles Blanches.",,"统帅海魔之者。与遮蔽月光的深雾一起侵蚀着魔都。可以取得白珍珠","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。可以取得白珍珠",,
2035,1,"招くもの","海魔を統べるもの。月光を遮る深い霧と共に魔都を浸蝕する。黒真珠が取得可能",1,1,12,40032,0,203,2035,2,2700,9999,"The Inviter","Ceux qui Invitent",,"诱引之者","誘引之者",,,"One that rules over sea monsters. Erodes the City of the Damned along with the thick mist that conceals moonlight. Able to obtain black pearls.","Ils contrôlent les monstres marins. Ils viennent lentement détruire la ville maléfique, s'infiltrant sous les rayons de la lune, cachés dans la brume. Possibilité de trouver des Perles Noires.",,"统帅海魔之者。与遮蔽月光的深雾一起侵蚀着魔都。可以取得黑珍珠","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。可以取得黑珍珠",,
2036,1,"招くもの","海魔を統べるもの。月光を遮る深い霧と共に魔都を浸蝕する。白真珠が取得可能",1,1,12,40032,0,201,2036,2,2700,9999,"The Inviter","Ceux qui Invitent",,"诱引之者","誘引之者",,,"One that rules over sea monsters. Erodes the City of the Damned along with the thick mist that conceals moonlight. Able to obtain white pearls.","Ils contrôlent les monstres marins. Ils viennent lentement détruire la ville maléfique, s'infiltrant sous les rayons de la lune, cachés dans la brume. Possibilité de trouver des Perles Blanches.",,"统帅海魔之者。与遮蔽月光的深雾一起侵蚀着魔都。可以取得白珍珠","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。可以取得白珍珠",,
2037,1,"招くもの","海魔を統べるもの。月光を遮る深い霧と共に魔都を浸蝕する。黒真珠が取得可能",1,1,12,40032,0,201,2037,2,2700,9999,"The Inviter","Ceux qui Invitent",,"诱引之者","誘引之者",,,"One that rules over sea monsters. Erodes the City of the Damned along with the thick mist that conceals moonlight. Able to obtain black pearls.","Ils contrôlent les monstres marins. Ils viennent lentement détruire la ville maléfique, s'infiltrant sous les rayons de la lune, cachés dans la brume. Possibilité de trouver des Perles Noires.",,"统帅海魔之者。与遮蔽月光的深雾一起侵蚀着魔都。可以取得黑珍珠","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。可以取得黑珍珠",,
2038,1,"招くもの","海魔を統べるもの。月光を遮る深い霧と共に魔都を浸蝕する。",1,1,12,40032,0,202,2038,2,2700,9999,"The Inviter","Ceux qui Invitent",,"诱引之者","誘引之者",,,"One that rules over sea monsters. Erodes the City of the Damned along with the thick mist that conceals moonlight.","Ils contrôlent les monstres marins. Ils viennent lentement détruire la ville maléfique, s'infiltrant sous les rayons de la lune, cachés dans la brume.",,"统帅海魔之者。与遮蔽月光的深雾一起侵蚀着魔都。","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",,
2039,1,"招くもの","海魔を統べるもの。月光を遮る深い霧と共に魔都を浸蝕する。",1,1,12,40032,0,203,2039,2,2700,9999,"The Inviter","Ceux qui Invitent",,"诱引之者","誘引之者",,,"One that rules over sea monsters. Erodes the City of the Damned along with the thick mist that conceals moonlight.","Ils contrôlent les monstres marins. Ils viennent lentement détruire la ville maléfique, s'infiltrant sous les rayons de la lune, cachés dans la brume.",,"统帅海魔之者。与遮蔽月光的深雾一起侵蚀着魔都。","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",,
2040,1,"招くもの","海魔を統べるもの。月光を遮る深い霧と共に魔都を浸蝕する。",1,1,12,40032,0,201,2038,2,2700,9999,"The Inviter","Ceux qui Invitent",,"诱引之者","誘引之者",,,"One that rules over sea monsters. Erodes the City of the Damned along with the thick mist that conceals moonlight.","Ils contrôlent les monstres marins. Ils viennent lentement détruire la ville maléfique, s'infiltrant sous les rayons de la lune, cachés dans la brume.",,"统帅海魔之者。与遮蔽月光的深雾一起侵蚀着魔都。","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",,
2041,1,"招くもの","海魔を統べるもの。月光を遮る深い霧と共に魔都を浸蝕する。",1,1,12,40032,0,201,2039,2,2700,9999,"The Inviter","Ceux qui Invitent",,"诱引之者","誘引之者",,,"One that rules over sea monsters. Erodes the City of the Damned along with the thick mist that conceals moonlight.","Ils contrôlent les monstres marins. Ils viennent lentement détruire la ville maléfique, s'infiltrant sous les rayons de la lune, cachés dans la brume.",,"统帅海魔之者。与遮蔽月光的深雾一起侵蚀着魔都。","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",,
2042,2,"招くもの","海魔を統べるもの。月光を遮る深い霧と共に魔都を浸蝕する。",1,1,12,40032,5,200,2042,2,3000,9999,"The Inviter","Ceux qui Invitent",,"诱引之者","誘引之者",,,"One that rules over sea monsters. Erodes the City of the Damned along with the thick mist that conceals moonlight.","Ils contrôlent les monstres marins. Ils viennent lentement détruire la ville maléfique, s'infiltrant sous les rayons de la lune, cachés dans la brume.",,"统帅海魔之者。与遮蔽月光的深雾一起侵蚀着魔都。","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",,
2043,2,"招くもの","海魔を統べるもの。月光を遮る深い霧と共に魔都を浸蝕する。",1,1,12,40032,6,200,2043,2,3000,9999,"The Inviter","Ceux qui Invitent",,"诱引之者","誘引之者",,,"One that rules over sea monsters. Erodes the City of the Damned along with the thick mist that conceals moonlight.","Ils contrôlent les monstres marins. Ils viennent lentement détruire la ville maléfique, s'infiltrant sous les rayons de la lune, cachés dans la brume.",,"统帅海魔之者。与遮蔽月光的深雾一起侵蚀着魔都。","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",,
2044,2,"招くもの","海魔を統べるもの。月光を遮る深い霧と共に魔都を浸蝕する。",1,1,12,40032,7,200,2044,2,3000,9999,"The Inviter","Ceux qui Invitent",,"诱引之者","誘引之者",,,"One that rules over sea monsters. Erodes the City of the Damned along with the thick mist that conceals moonlight.","Ils contrôlent les monstres marins. Ils viennent lentement détruire la ville maléfique, s'infiltrant sous les rayons de la lune, cachés dans la brume.",,"统帅海魔之者。与遮蔽月光的深雾一起侵蚀着魔都。","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",,
2045,2,"招くもの","海魔を統べるもの。月光を遮る深い霧と共に魔都を浸蝕する。",1,1,12,40032,8,200,2045,2,3000,9999,"The Inviter","Ceux qui Invitent",,"诱引之者","誘引之者",,,"One that rules over sea monsters. Erodes the City of the Damned along with the thick mist that conceals moonlight.","Ils contrôlent les monstres marins. Ils viennent lentement détruire la ville maléfique, s'infiltrant sous les rayons de la lune, cachés dans la brume.",,"统帅海魔之者。与遮蔽月光的深雾一起侵蚀着魔都。","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",,
2046,2,"招くもの","海魔を統べるもの。月光を遮る深い霧と共に魔都を浸蝕する。",1,1,12,40032,9,200,2046,2,3000,9999,"The Inviter","Ceux qui Invitent",,"诱引之者","誘引之者",,,"One that rules over sea monsters. Erodes the City of the Damned along with the thick mist that conceals moonlight.","Ils contrôlent les monstres marins. Ils viennent lentement détruire la ville maléfique, s'infiltrant sous les rayons de la lune, cachés dans la brume.",,"统帅海魔之者。与遮蔽月光的深雾一起侵蚀着魔都。","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",,
2047,1,"霊亀","雪山を背負った甲羅の巨獣",1,1,12,40037,1,201,2047,3,15000,9999,"The Omen","Omen",,"灵龟","靈龜",,,"An enormous tortoise that carries the Snow Mountain on its back.","Monstrueuse tortue portant sur sa carapace une montagne enneigée",,"背负着雪山的巨大乌龟","背負著雪山的巨大烏龜",,
2048,1,"霊亀","雪山を背負った甲羅の巨獣",1,1,12,40037,2,201,2048,3,15000,9999,"The Omen","Omen",,"灵龟","靈龜",,,"An enormous tortoise that carries the Snow Mountain on its back.","Monstrueuse tortue portant sur sa carapace une montagne enneigée",,"背负着雪山的巨大乌龟","背負著雪山的巨大烏龜",,
2049,1,"霊亀","雪山を背負った甲羅の巨獣",1,1,12,40037,3,201,2049,3,15000,9999,"The Omen","Omen",,"灵龟","靈龜",,,"An enormous tortoise that carries the Snow Mountain on its back.","Monstrueuse tortue portant sur sa carapace une montagne enneigée",,"背负着雪山的巨大乌龟","背負著雪山的巨大烏龜",,
2050,1,"霊亀","雪山を背負った甲羅の巨獣",1,1,12,40037,4,201,2050,3,15000,9999,"The Omen","Omen",,"灵龟","靈龜",,,"An enormous tortoise that carries the Snow Mountain on its back.","Monstrueuse tortue portant sur sa carapace une montagne enneigée",,"背负着雪山的巨大乌龟","背負著雪山的巨大烏龜",,
