"id","quest_map_id","name","caption","ap","kind","difficulty","rarity","quest_land_id_0_0","next_0_0","quest_land_id_0_1","next_0_1","quest_land_id_0_2","next_0_2","quest_land_id_1_0","next_1_0","quest_land_id_1_1","next_1_1","quest_land_id_1_2","next_1_2","quest_land_id_2_0","next_2_0","quest_land_id_2_1","next_2_1","quest_land_id_2_2","next_2_2","quest_land_id_3_0","next_3_0","quest_land_id_3_1","next_3_1","quest_land_id_3_2","next_3_2","quest_land_id_4_0","next_4_0","quest_land_id_4_1","next_4_1","quest_land_id_4_2","next_4_2","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
232,11,"人を喰う獣1","奇妙な進化を遂げた人を食らう獣",3,0,4,4,0,0,1002,7,0,0,1404,2,802,2,1002,2,0,0,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Man Slaughter Beast 1","Bête dévoreuse d'Homme 1","식인 짐승1","食人兽1","食人獸1","Killer Beast 1","สัตว์ร้ายกินคน 1","The Man Slaughter Beast that has evolved mystically","Bête dévoreuse d'Homme qui a mystérieusement évolué.","기묘한 진화를 이룬 식인 짐승","经过奇特进化的吃人兽","經過奇特進化的吃人獸","siluman pemakan manusia mencapai evolusi yang aneh","สัตว์ร้ายกินคนที่วิวัฒนาการอย่างประหลาด"
233,11,"人を喰う獣2","奇妙な進化を遂げた人を食らう獣",3,0,4,4,0,0,0,0,1404,7,705,2,30005,2,1005,2,0,0,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Man Slaughter Beast 2","Bête dévoreuse d'Homme 2","식인 짐승2","食人兽2","食人獸2","Killer Beast 2","สัตว์ร้ายกินคน 2","The Man Slaughter Beast that has evolved mystically","Bête dévoreuse d'Homme qui a mystérieusement évolué.","기묘한 진화를 이룬 식인 짐승","经过奇特进化的吃人兽","經過奇特進化的吃人獸","siluman pemakan manusia mencapai evolusi yang aneh","สัตว์ร้ายกินคนที่วิวัฒนาการอย่างประหลาด"
234,11,"人を喰う獣3","奇妙な進化を遂げた人を食らう獣",3,0,4,5,0,0,1404,7,0,0,902,5,803,5,1011,5,10093,2,0,0,1008,2,0,0,1012,0,0,0,0,0,0,0,0,0,"Man Slaughter Beast 3","Bête dévoreuse d'Homme 3","식인 짐승3","食人兽3","食人獸3","Killer Beast 3","สัตว์ร้ายกินคน 3","The Man Slaughter Beast that has evolved mystically","Bête dévoreuse d'Homme qui a mystérieusement évolué.","기묘한 진화를 이룬 식인 짐승","经过奇特进化的吃人兽","經過奇特進化的吃人獸","siluman pemakan manusia mencapai evolusi yang aneh","สัตว์ร้ายกินคนที่วิวัฒนาการอย่างประหลาด"
235,11,"荒れ狂う狂人1","風を斬る速度で暴れ狂う狂人",3,0,4,5,0,0,802,5,0,0,1102,6,0,0,30001,1,808,2,10083,2,611,2,0,0,810,0,0,0,0,0,0,0,0,0,"Raving Madman 1","Dément 1","날뛰는 광인1","凶狠的狂人1","兇狠的狂人1","Raving Madman 1","คนคลั่งพิโรธ 1","The Madman that goes mad in raving speed","Homme dément porté par les vents.","바람을 가르는 속도로 폭주하는 광인","以斩风之速失控破坏着的狂人","以斬風之速失控破壞著的狂人","Orang gila yang mengamuk dengan kecepatan angin","คนคลั่งที่โกรธจัดจนสามารถลงมือสังหารได้ในชั่วพริบตา"
236,11,"荒れ狂う狂人2","風を斬る速度で暴れ狂う狂人",3,0,4,5,0,0,801,5,0,0,1102,4,0,0,411,3,1005,2,10073,2,1002,2,0,0,811,0,0,0,0,0,0,0,0,0,"Raving Madman 2","Dément 2","날뛰는 광인2","凶狠的狂人2","兇狠的狂人2","Raving Madman 2","คนคลั่งพิโรธ 2","The Madman that goes mad in raving speed","Homme dément porté par les vents.","바람을 가르는 속도로 폭주하는 광인","以斩风之速失控破坏着的狂人","以斬風之速失控破壞著的狂人","Orang gila yang mengamuk dengan kecepatan angin","คนคลั่งที่โกรธจัดจนสามารถลงมือสังหารได้ในชั่วพริบตา"
237,11,"荒れ狂う狂人3","風を斬る速度で暴れ狂う狂人",3,0,4,5,0,0,803,5,0,0,10063,6,0,0,810,1,702,2,1005,2,702,2,0,0,812,0,0,0,0,0,0,0,0,0,"Raving Madman 3","Dément 3","날뛰는 광인3","凶狠的狂人3","兇狠的狂人3","Raving Madman 3","คนคลั่งพิโรธ 3","The Madman that goes mad in raving speed","Homme dément porté par les vents.","바람을 가르는 속도로 폭주하는 광인","以斩风之速失控破坏着的狂人","以斬風之速失控破壞著的狂人","Orang gila yang mengamuk dengan kecepatan angin","คนคลั่งที่โกรธจัดจนสามารถลงมือสังหารได้ในชั่วพริบตา"
238,11,"踊る魂1","影の大陸で消えた魂が集まる地",3,0,4,6,0,0,403,7,0,0,410,2,1001,2,1402,2,0,0,10053,2,0,0,0,0,410,0,0,0,0,0,0,0,0,0,"Dancing Spirits 1","Esprits dansants 1","춤추는 혼1","舞魂1","舞魂1","Dancing Spirits 1","วิญญาณเริงระบำ 1","The Pond where all the monsters that disappeared in the Shadow Continent get together ","Etang dans lequel se rassemblent tous les monstres disparus de ShadowLand.","그림자 대륙에서 사라진 영혼이 모이는 땅","在影之大陆消失的灵魂所聚集的地方","在影之大陸消失的靈魂所聚集的地方","danau bayangan tempat di mana roh yang telah menghilang berkumpul","สถานที่ที่วิญญาณที่หายไปจากนครแห่งเงามารวมกัน"
239,11,"踊る魂2","影の大陸で消えた魂が集まる地",3,0,4,6,0,0,403,5,0,0,1201,4,0,0,10043,2,1102,4,1001,4,0,0,411,0,0,0,0,0,0,0,0,0,0,0,"Dancing Spirits 2","Esprits dansants 2","춤추는 혼2","舞魂2","舞魂2","Dancing Spirits 2","วิญญาณเริงระบำ 2","The Pond where all the monsters that disappeared in the Shadow Continent get together ","Etang dans lequel se rassemblent tous les monstres disparus de ShadowLand.","그림자 대륙에서 사라진 영혼이 모이는 땅","在影之大陆消失的灵魂所聚集的地方","在影之大陸消失的靈魂所聚集的地方","danau bayangan tempat di mana roh yang telah menghilang berkumpul","สถานที่ที่วิญญาณที่หายไปจากนครแห่งเงามารวมกัน"
240,11,"踊る魂3","影の大陸で消えた魂が集まる地",3,0,4,6,0,0,406,5,0,0,403,2,0,0,1001,1,0,0,403,1,10033,1,0,0,0,0,412,0,0,0,0,0,0,0,"Dancing Spirits 3","Esprits dansants 3","춤추는 혼3","舞魂3","舞魂3","Dancing Spirits 3","วิญญาณเริงระบำ 3","The Pond where all the monsters that disappeared in the Shadow Continent get together ","Etang dans lequel se rassemblent tous les monstres disparus de ShadowLand.","그림자 대륙에서 사라진 영혼이 모이는 땅","在影之大陆消失的灵魂所聚集的地方","在影之大陸消失的靈魂所聚集的地方","danau bayangan tempat di mana roh yang telah menghilang berkumpul","สถานที่ที่วิญญาณที่หายไปจากนครแห่งเงามารวมกัน"
241,11,"哨兵と幽霊騎士1","風斬り森を闊歩する戦士の群れ",3,0,4,6,1301,6,0,0,0,0,10023,2,1402,2,0,0,0,0,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Guard and the Ghost Knight 1","Garde et Chevalier Fantôme 1","초병과 유령기사1","哨兵和幽灵骑士1","哨兵和幽靈騎士1","Guard & The Ghost Knight 1","ทหารยามกับอัศวินวิญญาณ 1","The warriors that strut through the forest","Guerriers qui errent dans les bois.","바람을 가르며 숲을 활보하는 전사의 무리","在斩风森林里昂首阔步的战士们","在斬風森林裏昂首闊步的戰士們","Para prajurit yang berlagak sambil jalan melalui hutan","กลุ่มนักรบที่เดินวางท่าอยู่ในป่าตัดลม"
242,11,"哨兵と幽霊騎士2","風斬り森を闊歩する戦士の群れ",3,0,4,7,0,0,0,0,1304,3,0,0,10013,2,1302,2,0,0,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Guard and the Ghost Knight 2","Garde et Chevalier Fantôme 2","초병과 유령기사2","哨兵和幽灵骑士2","哨兵和幽靈騎士2","Guard & The Ghost Knight 2","ทหารยามกับอัศวินวิญญาณ 2","The warriors that strut through the forest","Guerriers qui errent dans les bois.","바람을 가르며 숲을 활보하는 전사의 무리","在斩风森林里昂首阔步的战士们","在斬風森林裏昂首闊步的戰士們","Para prajurit yang berlagak sambil jalan melalui hutan","กลุ่มนักรบที่เดินวางท่าอยู่ในป่าตัดลม"
243,11,"哨兵と幽霊騎士3","風斬り森を闊歩する戦士の群れ",3,0,4,7,0,0,1304,7,0,0,1401,2,1105,2,10003,2,0,0,1102,4,0,0,1212,0,0,0,0,0,0,0,0,0,0,0,"Guard and the Ghost Knight 3","Garde et Chevalier Fantôme 3","초병과 유령기사3","哨兵和幽灵骑士3","哨兵和幽靈騎士3","Guard & The Ghost Knight 3","ทหารยามกับอัศวินวิญญาณ 3","The warriors that strut through the forest","Guerriers qui errent dans les bois.","바람을 가르며 숲을 활보하는 전사의 무리","在斩风森林里昂首阔步的战士们","在斬風森林裏昂首闊步的戰士們","Para prajurit yang berlagak sambil jalan melalui hutan","กลุ่มนักรบที่เดินวางท่าอยู่ในป่าตัดลม"
244,11,"妖樹の宝石1","宝が隠された地図",3,0,0,8,0,0,4,7,0,0,8,2,12,2,16,2,0,0,20,1,0,0,0,0,0,0,30017,0,0,0,0,0,0,0,"Treasure of the Blood Tree 1","Trésor de l'Arbre Sanglant 1","요수의 보석1","妖树宝石1","妖樹寶石1","Treasure of The Blood Tree 1","อัญมณีของต้นไม้ภูต 1","The map to the hidden treasure","Carte menant à un Trésor caché.","보물이 숨겨진 곳을 나타내는 지도","藏有宝藏的地图","藏有寶藏的地圖","peta harta karun ","พื้นที่ที่มีอัญมณีซ่อนอยู่"
245,11,"妖樹の宝石2","宝が隠された地図",3,0,0,9,0,0,3,7,0,0,7,4,4,1,18,1,22,2,0,0,26,2,0,0,30021,0,0,0,0,0,0,0,0,0,"Treasure of the Blood Tree 2","Trésor de l'Arbre Sanglant 2","요수의 보석2","妖树宝石2","妖樹寶石2","Treasure of The Blood Tree 2","อัญมณีของต้นไม้ภูต 2","The map to the hidden treasure","Carte menant à un Trésor caché.","보물이 숨겨진 곳을 나타내는 지도","藏有宝藏的地图","藏有寶藏的地圖","peta harta karun ","พื้นที่ที่มีอัญมณีซ่อนอยู่"
246,11,"妖樹の宝石3","宝が隠された地図",3,0,0,10,0,0,15,7,0,0,30005,4,12,1,19,1,30001,2,0,0,23,2,0,0,24,0,0,0,0,0,0,0,0,0,"Treasure of the Blood Tree 3","Trésor de l'Arbre Sanglant 3","요수의 보석3","妖树宝石3","妖樹寶石3","Treasure of The Blood Tree 3","อัญมณีของต้นไม้ภูต 3","The map to the hidden treasure","Carte menant à un Trésor caché.","보물이 숨겨진 곳을 나타내는 지도","藏有宝藏的地图","藏有寶藏的地圖","peta harta karun ","พื้นที่ที่มีอัญมณีซ่อนอยู่"
247,11,"魔を統べるもの1","影の大陸の魔を統べるもの",5,2,10,8,0,0,1305,7,0,0,10013,5,10033,5,10063,5,906,7,0,0,812,7,903,2,1006,2,1206,2,0,0,20001,0,0,0,"Ruler of the demons 1","Souverain des Démons 1","마를 지배하는 자1","妖魔统率者1","妖魔統率者1","Demon Lord 1","สิ่งที่ควบคุมปิศาจ 1","The one who rules the monsters of the Shadow Continent","Souverain des monstres de ShadowLand.","그림자 대륙의 마를 지배하는 자","统治着影之大陆的恶魔","統治著影之大陸的惡魔","penguasa setan dari danau bayangan","สิ่งที่ควบคุมปิศานนครแห่งเงา"
248,11,"魔を統べるもの2","影の大陸の魔を統べるもの",5,2,10,9,0,0,1311,7,0,0,10003,4,10043,3,10073,3,906,2,1006,2,1203,2,0,0,20002,0,0,0,0,0,0,0,0,0,"Ruler of the demons 2","Souverain des Démons 2","마를 지배하는 자2","妖魔统率者2","妖魔統率者2","Demon Lord 2","สิ่งที่ควบคุมปิศาจ 2","The one who rules the monsters of the Shadow Continent","Souverain des monstres de ShadowLand.","그림자 대륙의 마를 지배하는 자","统治着影之大陆的恶魔","統治著影之大陸的惡魔","penguasa setan dari danau bayangan","สิ่งที่ควบคุมปิศานนครแห่งเงา"
249,11,"魔を統べるもの3","影の大陸の魔を統べるもの",5,2,10,10,0,0,1308,7,0,0,10023,6,10053,6,10083,1,912,2,1012,2,1206,2,0,0,20003,0,0,0,0,0,0,0,0,0,"Ruler of the demons 3","Souverain des Démons 3","마를 지배하는 자3","妖魔统率者3","妖魔統率者3","Demon Lord 3","สิ่งที่ควบคุมปิศาจ 3","The one who rules the monsters of the Shadow Continent","Souverain des monstres de ShadowLand.","그림자 대륙의 마를 지배하는 자","统治着影之大陆的恶魔","統治著影之大陸的惡魔","penguasa setan dari danau bayangan","สิ่งที่ควบคุมปิศานนครแห่งเงา"
250,12,"空を貫く尖塔1","影大陸を抜けた先にある光り輝く尖塔",3,0,3,1,0,0,102,2,0,0,0,0,605,2,0,0,0,0,1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Steeple Into the Sky 1","Clocher Céleste 1","하늘을 관통하는 첨탑1","贯空的尖塔1","貫空的尖塔1","Steeple Into the Sky 1","หอคอยเสียดฟ้า 1","The shining steeple passed Shadow Land","Clocher scintillant qui se trouve aux portes de ShadowLand.","그림자 대륙을 빠져나오면 저만치에서 빛나는 첨탑","影之大陆出口旁的光辉尖塔","影之大陸出口旁的光輝尖塔","menara puncak yang bersinar setelah melewati pulai bayangan","หอคอยที่เปล่งประกายที่อยู่นอกนครแห่งเงา"
251,12,"空を貫く尖塔2","影大陸を抜けた先にある光り輝く尖塔",3,0,3,1,0,0,202,2,0,0,0,0,505,2,0,0,0,0,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Steeple Into the Sky 2","Clocher Céleste 2","하늘을 관통하는 첨탑2","贯空的尖塔2","貫空的尖塔2","Steeple Into the Sky 2","หอคอยเสียดฟ้า 2","The shining steeple passed Shadow Land","Clocher scintillant qui se trouve aux portes de ShadowLand.","그림자 대륙을 빠져나오면 저만치에서 빛나는 첨탑","影之大陆出口旁的光辉尖塔","影之大陸出口旁的光輝尖塔","menara puncak yang bersinar setelah melewati pulai bayangan","หอคอยที่เปล่งประกายที่อยู่นอกนครแห่งเงา"
252,12,"空を貫く尖塔3","影大陸を抜けた先にある光り輝く尖塔",3,0,3,1,0,0,302,1,0,0,0,0,0,0,705,1,0,0,0,0,1507,0,0,0,0,0,0,0,0,0,0,0,0,0,"Steeple Into the Sky 3","Clocher Céleste 3","하늘을 관통하는 첨탑3","贯空的尖塔3","貫空的尖塔3","Steeple Into the Sky 3","หอคอยเสียดฟ้า 3","The shining steeple passed Shadow Land","Clocher scintillant qui se trouve aux portes de ShadowLand.","그림자 대륙을 빠져나오면 저만치에서 빛나는 첨탑","影之大陆出口旁的光辉尖塔","影之大陸出口旁的光輝尖塔","menara puncak yang bersinar setelah melewati pulai bayangan","หอคอยที่เปล่งประกายที่อยู่นอกนครแห่งเงา"
253,12,"妖毒の泉1","月大陸にのみ存在するという毒鼠の住処",3,0,3,1,0,0,201,6,0,0,110,2,201,2,0,0,0,0,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Spring of Evil Poison 1","Fontaine de Poison 1","요독의 샘1","妖毒之泉1","妖毒之泉1","Spring of Evil Poison 1","น้ำพุเปื้อนพิษ 1","The nest of poison rat only exists in Moon Land","Nid de rats toxiques de MoonLand.","달대륙에만 서식한다고 하는 독을 가진 쥐의 거처","据说只生存在月之大陆的毒鼠的住处","據說只生存在月之大陸的毒鼠的住處","di danau bulan tidak ada selain habitat tikus beracun","ที่อยู่อาศัยของหนูพิษที่กล่าวกันว่ามีเฉพาะนครจันทราเท่านั้น"
254,12,"妖毒の泉2","月大陸にのみ存在するという毒鼠の住処",3,0,3,1,0,0,210,3,0,0,0,0,307,2,110,2,0,0,1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Spring of Evil Poison 2","Fontaine de Poison 2","요독의 샘2","妖毒之泉2","妖毒之泉2","Spring of Evil Poison 2","น้ำพุเปื้อนพิษ 2","The nest of poison rat only exists in Moon Land","Nid de rats toxiques de MoonLand.","달대륙에만 서식한다고 하는 독을 가진 쥐의 거처","据说只生存在月之大陆的毒鼠的住处","據說只生存在月之大陸的毒鼠的住處","di danau bulan tidak ada selain habitat tikus beracun","ที่อยู่อาศัยของหนูพิษที่กล่าวกันว่ามีเฉพาะนครจันทราเท่านั้น"
255,12,"妖毒の泉3","月大陸にのみ存在するという毒鼠の住処",3,0,3,2,0,0,207,5,0,0,110,4,0,0,902,1,210,0,0,0,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,"Spring of Evil Poison 3","Fontaine de Poison 3","요독의 샘3","妖毒之泉3","妖毒之泉3","Spring of Evil Poison 3","น้ำพุเปื้อนพิษ 3","The nest of poison rat only exists in Moon Land","Nid de rats toxiques de MoonLand.","달대륙에만 서식한다고 하는 독을 가진 쥐의 거처","据说只生存在月之大陆的毒鼠的住处","據說只生存在月之大陸的毒鼠的住處","di danau bulan tidak ada selain habitat tikus beracun","ที่อยู่อาศัยของหนูพิษที่กล่าวกันว่ามีเฉพาะนครจันทราเท่านั้น"
256,12,"塔影の使者1","尖塔の影には妖魔が蔓延る",3,0,3,2,0,0,1604,6,0,0,802,4,305,2,0,0,310,0,1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A Messenger of Tower Shadow 1","Messager de la Tour de l'Ombre 1","탑영의 사자1","塔影的使者1","塔影的使者1","Tower Shadow Messenger 1","ผู้ส่งสารแห่งหอคอยเงา 1","Evil grows in the shadow of steeple","Le Mal grandit à l'ombre de ce clocher.","첨탑의 그림자에는 요마가 만연하다.","在尖塔的阴影中四处蔓延着妖魔","在尖塔的陰影中四處蔓延著妖魔","iblis telah menyebar di dalam bayangan puncak menara ","หอคอยแห่งเงามีปิศาจอยู่อย่างหนาแน่น"
257,12,"塔影の使者2","尖塔の影には妖魔が蔓延る",3,0,3,2,0,0,1601,6,0,0,803,4,605,2,0,0,410,0,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A Messenger of Tower Shadow 2","Messager de la Tour de l'Ombre 2","탑영의 사자2","塔影的使者2","塔影的使者2","Tower Shadow Messenger 2","ผู้ส่งสารแห่งหอคอยเงา 2","Evil grows in the shadow of steeple","Le Mal grandit à l'ombre de ce clocher.","첨탑의 그림자에는 요마가 만연하다.","在尖塔的阴影中四处蔓延着妖魔","在尖塔的陰影中四處蔓延著妖魔","iblis telah menyebar di dalam bayangan puncak menara ","หอคอยแห่งเงามีปิศาจอยู่อย่างหนาแน่น"
258,12,"塔影の使者3","尖塔の影には妖魔が蔓延る",3,0,3,2,0,0,1607,7,0,0,806,2,502,2,904,2,0,0,1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A Messenger of Tower Shadow 3","Messager de la Tour de l'Ombre 3","탑영의 사자3","塔影的使者3","塔影的使者3","Tower Shadow Messenger 3","ผู้ส่งสารแห่งหอคอยเงา 3","Evil grows in the shadow of steeple","Le Mal grandit à l'ombre de ce clocher.","첨탑의 그림자에는 요마가 만연하다.","在尖塔的阴影中四处蔓延着妖魔","在尖塔的陰影中四處蔓延著妖魔","iblis telah menyebar di dalam bayangan puncak menara ","หอคอยแห่งเงามีปิศาจอยู่อย่างหนาแน่น"
259,12,"仕掛けられた罠1","知能を持った妖魔により仕掛けられた対人用の罠",3,0,3,2,0,0,403,2,0,0,0,0,1601,2,0,0,0,0,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trap!! 1","Piège!! 1","숨겨진 함정1","陷阱1","陷阱1","Trap! 1","กับดัก 1","Trap against human set by intelligent evil","Piège à humain mis en place par un Démon.","지능을 가진 요마에 의해 설치된 대인용 함정","有智能的妖魔所设置的对人用陷阱","有智能的妖魔所設置的對人用陷阱","Perangkap terhadap terhadap manusia dengan poloong yang cerdas","กับดักที่ปิศาจที่มีความรู้ใช้ดักมนุษย์"
260,12,"仕掛けられた罠2","知能を持った妖魔により仕掛けられた対人用の罠",3,0,3,2,0,0,406,7,0,0,1604,4,501,2,602,2,210,0,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trap!! 2","Piège!! 2","숨겨진 함정2","陷阱2","陷阱2","Trap! 2","กับดัก 2","Trap against human set by intelligent evil","Piège à humain mis en place par un Démon.","지능을 가진 요마에 의해 설치된 대인용 함정","有智能的妖魔所设置的对人用陷阱","有智能的妖魔所設置的對人用陷阱","Perangkap terhadap terhadap manusia dengan poloong yang cerdas","กับดักที่ปิศาจที่มีความรู้ใช้ดักมนุษย์"
261,12,"仕掛けられた罠3","知能を持った妖魔により仕掛けられた対人用の罠",3,0,3,3,0,0,409,5,0,0,1601,2,0,0,503,2,0,0,602,5,0,0,1110,0,0,0,1210,0,0,0,0,0,0,0,"Trap!! 3","Piège!! 3","숨겨진 함정3","陷阱3","陷阱3","Trap! 3","กับดัก 3","Trap against human set by intelligent evil","Piège à humain mis en place par un Démon.","지능을 가진 요마에 의해 설치된 대인용 함정","有智能的妖魔所设置的对人用陷阱","有智能的妖魔所設置的對人用陷阱","Perangkap terhadap terhadap manusia dengan poloong yang cerdas","กับดักที่ปิศาจที่มีความรู้ใช้ดักมนุษย์"
262,12,"影魔への通路1","影世界の妖魔が侵食する場所",3,0,3,3,0,0,303,6,0,0,605,2,210,2,0,0,0,0,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A Passage to Evil Shadow 1","Route vers l'Ombre Maléfique 1","그림자 악령의 통로1","通往影魔的通路1","通往影魔的通路1","A Passage to Evil Shadow 1","ทางสู่ปิศาจเงา 1","The place where evils from Shadow Land invades","Lieu envahi par les démons de ShadowLand. ","그림자 세계의 요마가 서식하는 장소","影世界妖魔所侵蚀的场所","影世界妖魔所侵蝕的場所","tempat menyerabg iblis dari dunia bayangan","สถานที่ที่ปิศาจจากนครนิลกาฬล่วงล้ำเข้ามา"
263,12,"影魔への通路2","影世界の妖魔が侵食する場所",3,0,3,3,0,0,202,6,0,0,211,6,903,6,0,0,1305,0,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A Passage to Evil Shadow 2","Route vers l'Ombre Maléfique 2","그림자 악령의 통로2","通往影魔的通路2","通往影魔的通路2","A Passage to Evil Shadow 2","ทางสู่ปิศาจเงา 2","The place where evils from Shadow Land invades","Lieu envahi par les démons de ShadowLand. ","그림자 세계의 요마가 서식하는 장소","影世界妖魔所侵蚀的场所","影世界妖魔所侵蝕的場所","tempat menyerang iblis dari dunia bayangan","สถานที่ที่ปิศาจจากนครนิลกาฬล่วงล้ำเข้ามา"
264,12,"影魔への通路3","影世界の妖魔が侵食する場所",3,0,3,4,0,0,402,3,0,0,0,0,311,3,802,3,0,0,1306,0,1406,0,0,0,0,0,0,0,0,0,0,0,0,0,"A Passage to Evil Shadow 3","Route vers l'Ombre Maléfique 3","그림자 악령의 통로3","通往影魔的通路3","通往影魔的通路3","A Passage to Evil Shadow 3","ทางสู่ปิศาจเงา 3","The place where evils from Shadow Land invades","Lieu envahi par les démons de ShadowLand. ","그림자 세계의 요마가 서식하는 장소","影世界妖魔所侵蚀的场所","影世界妖魔所侵蝕的場所","tempat menyerang iblis dari dunia bayangan","สถานที่ที่ปิศาจจากนครนิลกาฬล่วงล้ำเข้ามา"
265,12,"忍び寄る月影1","月夜に紛れて人を襲う妖魔",3,0,3,4,0,0,1701,6,0,0,705,6,1301,6,0,0,304,0,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sneaking Moon Shadow 1","Furtive Ombre Lunaire 1","살며시 다가오는 달빛1","潜藏的月影1","潛藏的月影1","Sneaking Moon Shadow 1","เงาจันทร์ที่เข้ามาใกล้ 1","Evil hide behind moon attacks human","Démons attaquant les Hommes en se cachant derrière les rayons de la Lune.","달밤을 틈타 사람을 습격하는 요마","潜藏于月夜中袭击人的妖魔","潛藏於月夜中襲擊人的妖魔","iblis yang menyerang manusia di alihkan pada malam bulan purnama","ปิศาจกินคนที่พรางตัวในคืนจันทร์เต็มดวง"
266,12,"忍び寄る月影2","月夜に紛れて人を襲う妖魔",3,0,3,4,0,0,1704,5,0,0,805,2,0,0,1401,2,0,0,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sneaking Moon Shadow 2","Furtive Ombre Lunaire 2","살며시 다가오는 달빛2","潜藏的月影2","潛藏的月影2","Sneaking Moon Shadow 2","เงาจันทร์ที่เข้ามาใกล้ 2","Evil hide behind moon attacks human","Démons attaquant les Hommes en se cachant derrière les rayons de la Lune.","달밤을 틈타 사람을 습격하는 요마","潜藏于月夜中袭击人的妖魔","潛藏於月夜中襲擊人的妖魔","iblis yang menyerang manusia di alihkan pada malam bulan purnama","ปิศาจกินคนที่พรางตัวในคืนจันทร์เต็มดวง"
267,12,"忍び寄る月影3","月夜に紛れて人を襲う妖魔",3,0,3,5,0,0,1707,7,0,0,905,2,10042,2,1604,2,0,0,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sneaking Moon Shadow 3","Furtive Ombre Lunaire 3","살며시 다가오는 달빛3","潜藏的月影3","潛藏的月影3","Sneaking Moon Shadow 3","เงาจันทร์ที่เข้ามาใกล้ 3","Evil hide behind moon attacks human","Démons attaquant les Hommes en se cachant derrière les rayons de la Lune.","달밤을 틈타 사람을 습격하는 요마","潜藏于月夜中袭击人的妖魔","潛藏於月夜中襲擊人的妖魔","iblis yang menyerang manusia di alihkan pada malam bulan purnama","ปิศาจกินคนที่พรางตัวในคืนจันทร์เต็มดวง"
268,12,"骸置き場1","大量の骸が散らばる不吉な場所",3,0,3,5,0,0,1701,7,0,0,402,2,603,2,10052,1,0,0,5,0,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Morgue 1","Morgue 1","송장 보관소1","骸骨放置处1","骸骨放置處1","The Morgue 1","โรงเก็บศพ 1","Thousands dead body lay down in this place","Des milliers de cadavres reposent ici.","많은 해골들이 흩어져있는 불길한 장소","散落大量骸骨的不吉利场所","散落大量骸骨的不吉利場所","tempat yang berserakan dengan ribuan mayat ","สถานที่ไม่น่าอภิรมย์ที่เต็มไปด้วยกองกระดูก"
269,12,"骸置き場2","大量の骸が散らばる不吉な場所",3,0,3,5,0,0,1704,3,0,0,0,0,402,6,10062,6,1101,4,1306,4,0,0,1607,0,0,0,0,0,0,0,0,0,0,0,"The Morgue 2","Morgue 2","송장 보관소2","骸骨放置处2","骸骨放置處2","The Morgue 2","โรงเก็บศพ 2","Thousands dead body lay down in this place","Des milliers de cadavres reposent ici.","많은 해골들이 흩어져있는 불길한 장소","散落大量骸骨的不吉利场所","散落大量骸骨的不吉利場所","tempat yang berserakan dengan ribuan mayat ","สถานที่ไม่น่าอภิรมย์ที่เต็มไปด้วยกองกระดูก"
270,12,"骸置き場3","大量の骸が散らばる不吉な場所",3,0,3,6,0,0,1707,2,0,0,0,0,903,5,0,0,10012,0,0,0,1610,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Morgue 3","Morgue 3","송장 보관소3","骸骨放置处3","骸骨放置處3","The Morgue 3","โรงเก็บศพ 3","Thousands dead body lay down in this place","Des milliers de cadavres reposent ici.","많은 해골들이 흩어져있는 불길한 장소","散落大量骸骨的不吉利场所","散落大量骸骨的不吉利場所","tempat yang berserakan dengan ribuan mayat ","สถานที่ไม่น่าอภิรมย์ที่เต็มไปด้วยกองกระดูก"
