"id","name","monstar_no","treasure_no","event_no","stage","caption","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
1612,"★月の骨塚3",1603,1048,0,4,"満月の夜に骨の妖魔が徘徊する墓地","★Born mounds of the moon 3","★Monticules nés de la lune 3","Lv3★달의 뼈무덤","★月的骨冢3","★月的骨塚3","★Moon Ossuary Lv3","★สุสานจันทรา3","A graveyard, where evil floats around in the night during a full moon","Un cimetière où flotteurs mauvais autour la nuit pendant une lune pleine","만월의 밤에 해골 요마가 배회하는 묘지","在满月之夜会有白骨妖魔徘徊的墓地","在滿月之夜會有白骨妖魔徘徊的墓地","Pekuburan tempat arwah bergentayangan dibawah bulan purnama.","สุสานที่มีปิศาจโครงกระดูกมาวนเวียนอยู่ในคืนพระจันทร์เต็มดวง"
1701,"幽街道1",1701,0,0,2,"魂を現世から引き剥がすといわれる街道","Ghost Road 1","Route du fantôme 1","Lv1유령의 거리","幽街道1","幽街道1","Ghost Road Lv1","ถนนวิญญาณ1","A road said that will rip the soul will be ripped from this world","Une route a dit que cela déchirera l'âme sera déchirée de ce monde","영혼을 현세로부터 떼어낸다는 거리","传说会将灵魂从现世分离的街道","傳說會將靈魂從現世分離的街道","Jalan yang mencabut jiwa dari dunia ini.","ถนนในเมืองที่เล่ากันว่าจะกระชากวิญญาณคนเป็นออกมา"
1702,"幽街道2",1702,0,0,2,"魂を現世から引き剥がすといわれる街道","Ghost Road 2","Route du fantôme 2","Lv2유령의 거리","幽街道2","幽街道2","Ghost Road Lv2","ถนนวิญญาณ2","A road said that will rip the soul will be ripped from this world","Une route a dit que cela déchirera l'âme sera déchirée de ce monde","영혼을 현세로부터 떼어낸다는 거리","传说会将灵魂从现世分离的街道","傳說會將靈魂從現世分離的街道","Jalan yang mencabut jiwa dari dunia ini.","ถนนในเมืองที่เล่ากันว่าจะกระชากวิญญาณคนเป็นออกมา"
1703,"幽街道3",1703,0,0,2,"魂を現世から引き剥がすといわれる街道","Ghost Road 3","Route du fantôme 3","Lv3유령의 거리","幽街道3","幽街道3","Ghost Road Lv3","ถนนวิญญาณ3","A road said that will rip the soul will be ripped from this world","Une route a dit que cela déchirera l'âme sera déchirée de ce monde","영혼을 현세로부터 떼어낸다는 거리","传说会将灵魂从现世分离的街道","傳說會將靈魂從現世分離的街道","Jalan yang mencabut jiwa dari dunia ini.","ถนนในเมืองที่เล่ากันว่าจะกระชากวิญญาณคนเป็นออกมา"
1704,"幽街道1",1701,50001,0,2,"魂を現世から引き剥がすといわれる街道","Ghost Road 1","Route du fantôme 1","Lv1유령의 거리","幽街道1","幽街道1","Ghost Road Lv1","ถนนวิญญาณ1","A road said that will rip the soul will be ripped from this world","Une route a dit que cela déchirera l'âme sera déchirée de ce monde","영혼을 현세로부터 떼어낸다는 거리","传说会将灵魂从现世分离的街道","傳說會將靈魂從現世分離的街道","Jalan yang mencabut jiwa dari dunia ini.","ถนนในเมืองที่เล่ากันว่าจะกระชากวิญญาณคนเป็นออกมา"
1705,"幽街道2",1702,50002,0,2,"魂を現世から引き剥がすといわれる街道","Ghost Road 2","Route du fantôme 2","Lv2유령의 거리","幽街道2","幽街道2","Ghost Road Lv2","ถนนวิญญาณ2","A road said that will rip the soul will be ripped from this world","Une route a dit que cela déchirera l'âme sera déchirée de ce monde","영혼을 현세로부터 떼어낸다는 거리","传说会将灵魂从现世分离的街道","傳說會將靈魂從現世分離的街道","Jalan yang mencabut jiwa dari dunia ini.","ถนนในเมืองที่เล่ากันว่าจะกระชากวิญญาณคนเป็นออกมา"
1706,"幽街道3",1703,50003,0,2,"魂を現世から引き剥がすといわれる街道","Ghost Road 3","Route du fantôme 3","Lv3유령의 거리","幽街道3","幽街道3","Ghost Road Lv3","ถนนวิญญาณ3","A road said that will rip the soul will be ripped from this world","Une route a dit que cela déchirera l'âme sera déchirée de ce monde","영혼을 현세로부터 떼어낸다는 거리","传说会将灵魂从现世分离的街道","傳說會將靈魂從現世分離的街道","Jalan yang mencabut jiwa dari dunia ini.","ถนนในเมืองที่เล่ากันว่าจะกระชากวิญญาณคนเป็นออกมา"
1707,"☆幽街道1",1701,20018,0,2,"魂を現世から引き剥がすといわれる街道","☆Ghost Road 1","☆Route du fantôme 1","Lv1☆유령의 거리","☆幽街道1","☆幽街道1","☆Ghost Road Lv1","☆ถนนวิญญาณ1","A road said that will rip the soul will be ripped from this world","Une route a dit que cela déchirera l'âme sera déchirée de ce monde","영혼을 현세로부터 떼어낸다는 거리","传说会将灵魂从现世分离的街道","傳說會將靈魂從現世分離的街道","Jalan yang mencabut jiwa dari dunia ini.","ถนนในเมืองที่เล่ากันว่าจะกระชากวิญญาณคนเป็นออกมา"
1708,"☆幽街道2",1702,20019,0,2,"魂を現世から引き剥がすといわれる街道","☆Ghost Road 2","☆Route du fantôme 2","Lv2☆유령의 거리","☆幽街道2","☆幽街道2","☆Ghost Road Lv2","☆ถนนวิญญาณ2","A road said that will rip the soul will be ripped from this world","Une route a dit que cela déchirera l'âme sera déchirée de ce monde","영혼을 현세로부터 떼어낸다는 거리","传说会将灵魂从现世分离的街道","傳說會將靈魂從現世分離的街道","Jalan yang mencabut jiwa dari dunia ini.","ถนนในเมืองที่เล่ากันว่าจะกระชากวิญญาณคนเป็นออกมา"
1709,"☆幽街道3",1703,20020,0,2,"魂を現世から引き剥がすといわれる街道","☆Ghost Road 3","☆Route du fantôme 3","Lv3☆유령의 거리","☆幽街道3","☆幽街道3","☆Ghost Road Lv3","☆ถนนวิญญาณ3","A road said that will rip the soul will be ripped from this world","Une route a dit que cela déchirera l'âme sera déchirée de ce monde","영혼을 현세로부터 떼어낸다는 거리","传说会将灵魂从现世分离的街道","傳說會將靈魂從現世分離的街道","Jalan yang mencabut jiwa dari dunia ini.","ถนนในเมืองที่เล่ากันว่าจะกระชากวิญญาณคนเป็นออกมา"
1710,"★幽街道1",1701,1049,0,2,"魂を現世から引き剥がすといわれる街道","★Ghost Road 1","★Route du fantôme 1","Lv1★유령의 거리","★幽街道1","★幽街道1","★Ghost Road Lv1","★ถนนวิญญาณ1","A road said that will rip the soul will be ripped from this world","Une route a dit que cela déchirera l'âme sera déchirée de ce monde","영혼을 현세로부터 떼어낸다는 거리","传说会将灵魂从现世分离的街道","傳說會將靈魂從現世分離的街道","Jalan yang mencabut jiwa dari dunia ini.","ถนนในเมืองที่เล่ากันว่าจะกระชากวิญญาณคนเป็นออกมา"
1711,"★幽街道2",1702,1050,0,2,"魂を現世から引き剥がすといわれる街道","★Ghost Road 2","★Route du fantôme 2","Lv2★유령의 거리","★幽街道2","★幽街道2","★Ghost Road Lv2","★ถนนวิญญาณ2","A road said that will rip the soul will be ripped from this world","Une route a dit que cela déchirera l'âme sera déchirée de ce monde","영혼을 현세로부터 떼어낸다는 거리","传说会将灵魂从现世分离的街道","傳說會將靈魂從現世分離的街道","Jalan yang mencabut jiwa dari dunia ini.","ถนนในเมืองที่เล่ากันว่าจะกระชากวิญญาณคนเป็นออกมา"
1712,"★幽街道3",1703,1051,0,2,"魂を現世から引き剥がすといわれる街道","★Ghost Road 3","★Route du fantôme 3","Lv3★유령의 거리","★幽街道3","★幽街道3","★Ghost Road Lv3","★ถนนวิญญาณ3","A road said that will rip the soul will be ripped from this world","Une route a dit que cela déchirera l'âme sera déchirée de ce monde","영혼을 현세로부터 떼어낸다는 거리","传说会将灵魂从现世分离的街道","傳說會將靈魂從現世分離的街道","Jalan yang mencabut jiwa dari dunia ini.","ถนนในเมืองที่เล่ากันว่าจะกระชากวิญญาณคนเป็นออกมา"
1801,"呪いの剣塚1",1801,0,0,9,"かつての大戦で剣塚と化した地","Cursing Sword Mounds 1","Maudisant Monticules de l'Épée 1","Lv1검의 무덤","诅咒的剑冢1","詛咒的劍塚1","Cursed Sword Grave Lv1","สุสานดาบLv1","A place became sword mounds after the ancient war","Une place est devenue des monticules de l'épée après la guerre ancienne","과거 큰 전쟁으로 전사들의 무덤이 되어버린 땅","因为过去的大战而成为剑冢的地方","因為過去的大戰而成為劍塚的地方","Kuburan pedang yang terbentuk sesudah perang.","พื้นที่ที่กลายเป็นสุสานของดาบในสงครามใหญ่สมัยก่อน"
1802,"呪いの剣塚2",1802,0,0,9,"かつての大戦で剣塚と化した地","Cursing Sword Mounds 2","Maudisant Monticules de l'Épée 2","Lv2검의 무덤","诅咒的剑冢2","詛咒的劍塚2","Cursed Sword Grave Lv2","สุสานดาบLv2","A place became sword mounds after the ancient war","Une place est devenue des monticules de l'épée après la guerre ancienne","과거 큰 전쟁으로 전사들의 무덤이 되어버린 땅","因为过去的大战而成为剑冢的地方","因為過去的大戰而成為劍塚的地方","Kuburan pedang yang terbentuk sesudah perang.","พื้นที่ที่กลายเป็นสุสานของดาบในสงครามใหญ่สมัยก่อน"
1803,"呪いの剣塚3",1803,0,0,9,"かつての大戦で剣塚と化した地","Cursing Sword Mounds 3","Maudisant Monticules de l'Épée 3","Lv3검의 무덤","诅咒的剑冢3","詛咒的劍塚3","Cursed Sword Grave Lv3","สุสานดาบLv3","A place became sword mounds after the ancient war","Une place est devenue des monticules de l'épée après la guerre ancienne","과거 큰 전쟁으로 전사들의 무덤이 되어버린 땅","因为过去的大战而成为剑冢的地方","因為過去的大戰而成為劍塚的地方","Kuburan pedang yang terbentuk sesudah perang.","พื้นที่ที่กลายเป็นสุสานของดาบในสงครามใหญ่สมัยก่อน"
1804,"呪いの剣塚1",1801,50001,0,9,"かつての大戦で剣塚と化した地","Cursing Sword Mounds 1","Maudisant Monticules de l'Épée 1","Lv1검의 무덤","诅咒的剑冢1","詛咒的劍塚1","Cursed Sword Grave Lv1","สุสานดาบLv1","A place became sword mounds after the ancient war","Une place est devenue des monticules de l'épée après la guerre ancienne","과거 큰 전쟁으로 전사들의 무덤이 되어버린 땅","因为过去的大战而成为剑冢的地方","因為過去的大戰而成為劍塚的地方","Kuburan pedang yang terbentuk sesudah perang.","พื้นที่ที่กลายเป็นสุสานของดาบในสงครามใหญ่สมัยก่อน"
1805,"呪いの剣塚2",1802,50002,0,9,"かつての大戦で剣塚と化した地","Cursing Sword Mounds 2","Maudisant Monticules de l'Épée 2","Lv2검의 무덤","诅咒的剑冢2","詛咒的劍塚2","Cursed Sword Grave Lv2","สุสานดาบLv2","A place became sword mounds after the ancient war","Une place est devenue des monticules de l'épée après la guerre ancienne","과거 큰 전쟁으로 전사들의 무덤이 되어버린 땅","因为过去的大战而成为剑冢的地方","因為過去的大戰而成為劍塚的地方","Kuburan pedang yang terbentuk sesudah perang.","พื้นที่ที่กลายเป็นสุสานของดาบในสงครามใหญ่สมัยก่อน"
1806,"呪いの剣塚3",1803,50003,0,9,"かつての大戦で剣塚と化した地","Cursing Sword Mounds 3","Maudisant Monticules de l'Épée 3","Lv3검의 무덤","诅咒的剑冢3","詛咒的劍塚3","Cursed Sword Grave Lv3","สุสานดาบLv3","A place became sword mounds after the ancient war","Une place est devenue des monticules de l'épée après la guerre ancienne","과거 큰 전쟁으로 전사들의 무덤이 되어버린 땅","因为过去的大战而成为剑冢的地方","因為過去的大戰而成為劍塚的地方","Kuburan pedang yang terbentuk sesudah perang.","พื้นที่ที่กลายเป็นสุสานของดาบในสงครามใหญ่สมัยก่อน"
1807,"☆呪いの剣塚1",1801,20027,0,9,"かつての大戦で剣塚と化した地","☆Cursing Sword Mounds 1","☆Maudisant Monticules de l'Épée 1","Lv1☆검의 무덤","☆诅咒的剑冢1","☆詛咒的劍塚1","☆Cursed Sword Grave Lv1","☆สุสานดาบLv1","A place became sword mounds after the ancient war","Une place est devenue des monticules de l'épée après la guerre ancienne","과거 큰 전쟁으로 전사들의 무덤이 되어버린 땅","因为过去的大战而成为剑冢的地方","因為過去的大戰而成為劍塚的地方","Kuburan pedang yang terbentuk sesudah perang.","พื้นที่ที่กลายเป็นสุสานของดาบในสงครามใหญ่สมัยก่อน"
1808,"☆呪いの剣塚2",1802,20028,0,9,"かつての大戦で剣塚と化した地","☆Cursing Sword Mounds 2","☆Maudisant Monticules de l'Épée 2","Lv2☆검의 무덤","☆诅咒的剑冢2","☆詛咒的劍塚2","☆Cursed Sword Grave Lv2","☆สุสานดาบLv2","A place became sword mounds after the ancient war","Une place est devenue des monticules de l'épée après la guerre ancienne","과거 큰 전쟁으로 전사들의 무덤이 되어버린 땅","因为过去的大战而成为剑冢的地方","因為過去的大戰而成為劍塚的地方","Kuburan pedang yang terbentuk sesudah perang.","พื้นที่ที่กลายเป็นสุสานของดาบในสงครามใหญ่สมัยก่อน"
1809,"☆呪いの剣塚3",1803,20042,0,9,"かつての大戦で剣塚と化した地","☆Cursing Sword Mounds 3","☆Maudisant Monticules de l'Épée 3","Lv3☆검의 무덤","☆诅咒的剑冢3","☆詛咒的劍塚3","☆Cursed Sword Grave Lv3","☆สุสานดาบLv3","A place became sword mounds after the ancient war","Une place est devenue des monticules de l'épée après la guerre ancienne","과거 큰 전쟁으로 전사들의 무덤이 되어버린 땅","因为过去的大战而成为剑冢的地方","因為過去的大戰而成為劍塚的地方","Kuburan pedang yang terbentuk sesudah perang.","พื้นที่ที่กลายเป็นสุสานของดาบในสงครามใหญ่สมัยก่อน"
1810,"★呪いの剣塚1",1801,1052,0,9,"かつての大戦で剣塚と化した地","★Cursing Sword Mounds 1","★Maudisant Monticules de l'Épée 1","Lv1★검의 무덤","★诅咒的剑冢1","★詛咒的劍塚1","★Cursed Sword Grave Lv1","★สุสานดาบLv1","A place became sword mounds after the ancient war","Une place est devenue des monticules de l'épée après la guerre ancienne","과거 큰 전쟁으로 전사들의 무덤이 되어버린 땅","因为过去的大战而成为剑冢的地方","因為過去的大戰而成為劍塚的地方","Kuburan pedang yang terbentuk sesudah perang.","พื้นที่ที่กลายเป็นสุสานของดาบในสงครามใหญ่สมัยก่อน"
1811,"★呪いの剣塚2",1802,1053,0,9,"かつての大戦で剣塚と化した地","★Cursing Sword Mounds 2","★Maudisant Monticules de l'Épée 2","Lv2★검의 무덤","★诅咒的剑冢2","★詛咒的劍塚2","★Cursed Sword Grave Lv2","★สุสานดาบLv2","A place became sword mounds after the ancient war","Une place est devenue des monticules de l'épée après la guerre ancienne","과거 큰 전쟁으로 전사들의 무덤이 되어버린 땅","因为过去的大战而成为剑冢的地方","因為過去的大戰而成為劍塚的地方","Kuburan pedang yang terbentuk sesudah perang.","พื้นที่ที่กลายเป็นสุสานของดาบในสงครามใหญ่สมัยก่อน"
1812,"★呪いの剣塚3",1803,1054,0,9,"かつての大戦で剣塚と化した地","★Cursing Sword Mounds 3","★Maudisant Monticules de l'Épée 3","Lv3★검의 무덤","★诅咒的剑冢3","★詛咒的劍塚3","★Cursed Sword Grave Lv3","★สุสานดาบLv3","A place became sword mounds after the ancient war","Une place est devenue des monticules de l'épée après la guerre ancienne","과거 큰 전쟁으로 전사들의 무덤이 되어버린 땅","因为过去的大战而成为剑冢的地方","因為過去的大戰而成為劍塚的地方","Kuburan pedang yang terbentuk sesudah perang.","พื้นที่ที่กลายเป็นสุสานของดาบในสงครามใหญ่สมัยก่อน"
1901,"月光の草原1",1901,0,0,3,"山羊の泣き声が木霊する草原","Moonlight Grassland 1","Prairie du clair de lune 1","Lv1달빛 초원","月光草原1","月光草原1","Moonlight Grassland Lv1","ทุ่งแสงจันทร์1","Grassland where crying voices of sheep will echo","Prairie où voix criantes de l'écho de la volonté de mouton","염소의 울음소리가 메아리치는 초원","回响着山羊哭泣声的草原","回響著山羊哭泣聲的草原","Rerumputan di mana dapat terdengar gaung suara tangisan domba.","ทุ่งที่มีเสียงร้องโหยหวนของแพะภูเขาดังกังวาน"
1902,"月光の草原2",1902,0,0,3,"山羊の泣き声が木霊する草原","Moonlight Grassland 2","Prairie du clair de lune 2","Lv2달빛 초원","月光草原2","月光草原2","Moonlight Grassland Lv2","ทุ่งแสงจันทร์2","Grassland where crying voices of sheep will echo","Prairie où voix criantes de l'écho de la volonté de mouton","염소의 울음소리가 메아리치는 초원","回响着山羊哭泣声的草原","回響著山羊哭泣聲的草原","Rerumputan di mana dapat terdengar gaung suara tangisan domba.","ทุ่งที่มีเสียงร้องโหยหวนของแพะภูเขาดังกังวาน"
1903,"月光の草原3",1903,0,0,3,"山羊の泣き声が木霊する草原","Moonlight Grassland 3","Prairie du clair de lune 3","Lv3달빛 초원","月光草原3","月光草原3","Moonlight Grassland Lv3","ทุ่งแสงจันทร์3","Grassland where crying voices of sheep will echo","Prairie où voix criantes de l'écho de la volonté de mouton","염소의 울음소리가 메아리치는 초원","回响着山羊哭泣声的草原","回響著山羊哭泣聲的草原","Rerumputan di mana dapat terdengar gaung suara tangisan domba.","ทุ่งที่มีเสียงร้องโหยหวนของแพะภูเขาดังกังวาน"
1904,"月光の草原1",1901,50001,0,3,"山羊の泣き声が木霊する草原","Moonlight Grassland 1","Prairie du clair de lune 1","Lv1달빛 초원","月光草原1","月光草原1","Moonlight Grassland Lv1","ทุ่งแสงจันทร์1","Grassland where crying voices of sheep will echo","Prairie où voix criantes de l'écho de la volonté de mouton","염소의 울음소리가 메아리치는 초원","回响着山羊哭泣声的草原","回響著山羊哭泣聲的草原","Rerumputan di mana dapat terdengar gaung suara tangisan domba.","ทุ่งที่มีเสียงร้องโหยหวนของแพะภูเขาดังกังวาน"
1905,"月光の草原2",1902,50002,0,3,"山羊の泣き声が木霊する草原","Moonlight Grassland 2","Prairie du clair de lune 2","Lv2달빛 초원","月光草原2","月光草原2","Moonlight Grassland Lv2","ทุ่งแสงจันทร์2","Grassland where crying voices of sheep will echo","Prairie où voix criantes de l'écho de la volonté de mouton","염소의 울음소리가 메아리치는 초원","回响着山羊哭泣声的草原","回響著山羊哭泣聲的草原","Rerumputan di mana dapat terdengar gaung suara tangisan domba.","ทุ่งที่มีเสียงร้องโหยหวนของแพะภูเขาดังกังวาน"
1906,"月光の草原3",1903,50003,0,3,"山羊の泣き声が木霊する草原","Moonlight Grassland 3","Prairie du clair de lune 3","Lv3달빛 초원","月光草原3","月光草原3","Moonlight Grassland Lv3","ทุ่งแสงจันทร์3","Grassland where crying voices of sheep will echo","Prairie où voix criantes de l'écho de la volonté de mouton","염소의 울음소리가 메아리치는 초원","回响着山羊哭泣声的草原","回響著山羊哭泣聲的草原","Rerumputan di mana dapat terdengar gaung suara tangisan domba.","ทุ่งที่มีเสียงร้องโหยหวนของแพะภูเขาดังกังวาน"
1907,"☆月光の草原1",1901,20022,0,3,"山羊の泣き声が木霊する草原","☆Moonlight Grassland 1","☆Prairie du clair de lune 1","Lv1☆달빛 초원","☆月光草原1","☆月光草原1","☆Moonlight Grassland Lv1","☆ทุ่งแสงจันทร์1","Grassland where crying voices of sheep will echo","Prairie où voix criantes de l'écho de la volonté de mouton","염소의 울음소리가 메아리치는 초원","回响着山羊哭泣声的草原","回響著山羊哭泣聲的草原","Rerumputan di mana dapat terdengar gaung suara tangisan domba.","ทุ่งที่มีเสียงร้องโหยหวนของแพะภูเขาดังกังวาน"
1908,"☆月光の草原2",1902,20032,0,3,"山羊の泣き声が木霊する草原","☆Moonlight Grassland 2","☆Prairie du clair de lune 2","Lv2☆달빛 초원","☆月光草原2","☆月光草原2","☆Moonlight Grassland Lv2","☆ทุ่งแสงจันทร์2","Grassland where crying voices of sheep will echo","Prairie où voix criantes de l'écho de la volonté de mouton","염소의 울음소리가 메아리치는 초원","回响着山羊哭泣声的草原","回響著山羊哭泣聲的草原","Rerumputan di mana dapat terdengar gaung suara tangisan domba.","ทุ่งที่มีเสียงร้องโหยหวนของแพะภูเขาดังกังวาน"
1909,"☆月光の草原3",1903,20023,0,3,"山羊の泣き声が木霊する草原","☆Moonlight Grassland 3","☆Prairie du clair de lune 3","Lv3☆달빛 초원","☆月光草原3","☆月光草原3","☆Moonlight Grassland Lv3","☆ทุ่งแสงจันทร์3","Grassland where crying voices of sheep will echo","Prairie où voix criantes de l'écho de la volonté de mouton","염소의 울음소리가 메아리치는 초원","回响着山羊哭泣声的草原","回響著山羊哭泣聲的草原","Rerumputan di mana dapat terdengar gaung suara tangisan domba.","ทุ่งที่มีเสียงร้องโหยหวนของแพะภูเขาดังกังวาน"
1910,"★月光の草原1",1901,1055,0,3,"山羊の泣き声が木霊する草原","★Moonlight Grassland 1","★Prairie du clair de lune 1","Lv1★달빛 초원","★月光草原1","★月光草原1","★Moonlight Grassland Lv1","★ทุ่งแสงจันทร์1","Grassland where crying voices of sheep will echo","Prairie où voix criantes de l'écho de la volonté de mouton","염소의 울음소리가 메아리치는 초원","回响着山羊哭泣声的草原","回響著山羊哭泣聲的草原","Rerumputan di mana dapat terdengar gaung suara tangisan domba.","ทุ่งที่มีเสียงร้องโหยหวนของแพะภูเขาดังกังวาน"
1911,"★月光の草原2",1902,1056,0,3,"山羊の泣き声が木霊する草原","★Moonlight Grassland 2","★Prairie du clair de lune 2","Lv2★달빛 초원","★月光草原2","★月光草原2","★Moonlight Grassland Lv2","★ทุ่งแสงจันทร์2","Grassland where crying voices of sheep will echo","Prairie où voix criantes de l'écho de la volonté de mouton","염소의 울음소리가 메아리치는 초원","回响着山羊哭泣声的草原","回響著山羊哭泣聲的草原","Rerumputan di mana dapat terdengar gaung suara tangisan domba.","ทุ่งที่มีเสียงร้องโหยหวนของแพะภูเขาดังกังวาน"
1912,"★月光の草原3",1903,1057,0,3,"山羊の泣き声が木霊する草原","★Moonlight Grassland 3","★Prairie du clair de lune 3","Lv3★달빛 초원","★月光草原3","★月光草原3","★Moonlight Grassland Lv3","★ทุ่งแสงจันทร์3","Grassland where crying voices of sheep will echo","Prairie où voix criantes de l'écho de la volonté de mouton","염소의 울음소리가 메아리치는 초원","回响着山羊哭泣声的草原","回響著山羊哭泣聲的草原","Rerumputan di mana dapat terdengar gaung suara tangisan domba.","ทุ่งที่มีเสียงร้องโหยหวนของแพะภูเขาดังกังวาน"
2001,"瑪瑙の森1",2001,0,0,1,"天然の瑪瑙で出来た神秘的な森","Forest of Agate 1","Forêt d'Agate 1","Lv1마노의 숲","玛瑙森林1","瑪瑙森林1","Forest of Agate Lv1","ป่าหินโมรา1","A mysterious forest made by agate","Une forêt mystérieuse faite par agate","천연 마노로 만들어진 신비한 숲","以天然玛瑙形成的神秘森林","以天然瑪瑙形成的神秘森林","Hutan misterius yang dibuat oleh Agate.","ป่าลี้ลับที่เกิดจากหินโมราตามธรรมชาติ"
2002,"瑪瑙の森2",2002,0,0,1,"天然の瑪瑙で出来た神秘的な森","Forest of Agate 2","Forêt d'Agate 2","Lv2마노의 숲","玛瑙森林2","瑪瑙森林2","Forest of Agate Lv2","ป่าหินโมรา2","A mysterious forest made by agate","Une forêt mystérieuse faite par agate","천연 마노로 만들어진 신비한 숲","以天然玛瑙形成的神秘森林","以天然瑪瑙形成的神秘森林","Hutan misterius yang dibuat oleh Agate.","ป่าลี้ลับที่เกิดจากหินโมราตามธรรมชาติ"
2003,"瑪瑙の森3",2003,0,0,1,"天然の瑪瑙で出来た神秘的な森","Forest of Agate 3","Forêt d'Agate 3","Lv3마노의 숲","玛瑙森林3","瑪瑙森林3","Forest of Agate Lv3","ป่าหินโมรา3","A mysterious forest made by agate","Une forêt mystérieuse faite par agate","천연 마노로 만들어진 신비한 숲","以天然玛瑙形成的神秘森林","以天然瑪瑙形成的神秘森林","Hutan misterius yang dibuat oleh Agate.","ป่าลี้ลับที่เกิดจากหินโมราตามธรรมชาติ"
2004,"瑪瑙の森1",2001,50001,0,1,"天然の瑪瑙で出来た神秘的な森","Forest of Agate 1","Forêt d'Agate 1","Lv1마노의 숲","玛瑙森林1","瑪瑙森林1","Forest of Agate Lv1","ป่าหินโมรา1","A mysterious forest made by agate","Une forêt mystérieuse faite par agate","천연 마노로 만들어진 신비한 숲","以天然玛瑙形成的神秘森林","以天然瑪瑙形成的神秘森林","Hutan misterius yang dibuat oleh Agate.","ป่าลี้ลับที่เกิดจากหินโมราตามธรรมชาติ"
2005,"瑪瑙の森2",2002,50002,0,1,"天然の瑪瑙で出来た神秘的な森","Forest of Agate 2","Forêt d'Agate 2","Lv2마노의 숲","玛瑙森林2","瑪瑙森林2","Forest of Agate Lv2","ป่าหินโมรา2","A mysterious forest made by agate","Une forêt mystérieuse faite par agate","천연 마노로 만들어진 신비한 숲","以天然玛瑙形成的神秘森林","以天然瑪瑙形成的神秘森林","Hutan misterius yang dibuat oleh Agate.","ป่าลี้ลับที่เกิดจากหินโมราตามธรรมชาติ"
2006,"瑪瑙の森3",2003,50003,0,1,"天然の瑪瑙で出来た神秘的な森","Forest of Agate 3","Forêt d'Agate 3","Lv3마노의 숲","玛瑙森林3","瑪瑙森林3","Forest of Agate Lv3","ป่าหินโมรา3","A mysterious forest made by agate","Une forêt mystérieuse faite par agate","천연 마노로 만들어진 신비한 숲","以天然玛瑙形成的神秘森林","以天然瑪瑙形成的神秘森林","Hutan misterius yang dibuat oleh Agate.","ป่าลี้ลับที่เกิดจากหินโมราตามธรรมชาติ"
2007,"☆瑪瑙の森1",2001,20018,0,1,"天然の瑪瑙で出来た神秘的な森","☆Forest of Agate 1","☆Forêt d'Agate 1","Lv1☆마노의 숲","☆玛瑙森林1","☆瑪瑙森林1","☆Forest of Agate Lv1","☆ป่าหินโมรา1","A mysterious forest made by agate","Une forêt mystérieuse faite par agate","천연 마노로 만들어진 신비한 숲","以天然玛瑙形成的神秘森林","以天然瑪瑙形成的神秘森林","Hutan misterius yang dibuat oleh Agate.","ป่าลี้ลับที่เกิดจากหินโมราตามธรรมชาติ"
2008,"☆瑪瑙の森2",2002,20019,0,1,"天然の瑪瑙で出来た神秘的な森","☆Forest of Agate 2","☆Forêt d'Agate 2","Lv2☆마노의 숲","☆玛瑙森林2","☆瑪瑙森林2","☆Forest of Agate Lv2","☆ป่าหินโมรา2","A mysterious forest made by agate","Une forêt mystérieuse faite par agate","천연 마노로 만들어진 신비한 숲","以天然玛瑙形成的神秘森林","以天然瑪瑙形成的神秘森林","Hutan misterius yang dibuat oleh Agate.","ป่าลี้ลับที่เกิดจากหินโมราตามธรรมชาติ"
2009,"☆瑪瑙の森3",2003,20020,0,1,"天然の瑪瑙で出来た神秘的な森","☆Forest of Agate 3","☆Forêt d'Agate 3","Lv3☆마노의 숲","☆玛瑙森林3","☆瑪瑙森林3","☆Forest of Agate Lv3","☆ป่าหินโมรา3","A mysterious forest made by agate","Une forêt mystérieuse faite par agate","천연 마노로 만들어진 신비한 숲","以天然玛瑙形成的神秘森林","以天然瑪瑙形成的神秘森林","Hutan misterius yang dibuat oleh Agate.","ป่าลี้ลับที่เกิดจากหินโมราตามธรรมชาติ"
2010,"★瑪瑙の森1",2001,1058,0,1,"天然の瑪瑙で出来た神秘的な森","★Forest of Agate 1","★Forêt d'Agate 1","Lv1★마노의 숲","★玛瑙森林1","★瑪瑙森林1","★Forest of Agate Lv1","★ป่าหินโมรา1","A mysterious forest made by agate","Une forêt mystérieuse faite par agate","천연 마노로 만들어진 신비한 숲","以天然玛瑙形成的神秘森林","以天然瑪瑙形成的神秘森林","Hutan misterius yang dibuat oleh Agate.","ป่าลี้ลับที่เกิดจากหินโมราตามธรรมชาติ"
2011,"★瑪瑙の森2",2002,1059,0,1,"天然の瑪瑙で出来た神秘的な森","★Forest of Agate 2","★Forêt d'Agate 2","Lv2★마노의 숲","★玛瑙森林2","★瑪瑙森林2","★Forest of Agate Lv2","★ป่าหินโมรา2","A mysterious forest made by agate","Une forêt mystérieuse faite par agate","천연 마노로 만들어진 신비한 숲","以天然玛瑙形成的神秘森林","以天然瑪瑙形成的神秘森林","Hutan misterius yang dibuat oleh Agate.","ป่าลี้ลับที่เกิดจากหินโมราตามธรรมชาติ"
