"id","u_type","u_value","b_type","b_value","event_no","caption","image","created_at","caption_kr"
474,3,1,3,1,0,"このカードは防御１として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어1의 효과가 있습니다."
475,3,1,3,1,0,"このカードは防御１として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어1의 효과가 있습니다."
476,3,1,3,1,0,"このカードは防御１として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어1의 효과가 있습니다."
477,3,1,3,1,0,"このカードは防御１として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어1의 효과가 있습니다."
478,3,1,3,1,0,"このカードは防御１として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어1의 효과가 있습니다."
479,3,1,3,1,0,"このカードは防御１として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어1의 효과가 있습니다."
480,3,1,3,1,0,"このカードは防御１として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어1의 효과가 있습니다."
481,3,1,3,1,0,"このカードは防御１として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어1의 효과가 있습니다."
482,3,1,3,1,0,"このカードは防御１として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어1의 효과가 있습니다."
483,3,1,3,1,0,"このカードは防御１として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어1의 효과가 있습니다."
484,3,1,3,1,0,"このカードは防御１として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어1의 효과가 있습니다."
485,3,1,3,1,0,"このカードは防御１として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어1의 효과가 있습니다."
486,3,1,3,1,0,"このカードは防御１として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어1의 효과가 있습니다."
487,3,1,3,1,0,"このカードは防御１として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어1의 효과가 있습니다."
488,3,1,3,1,0,"このカードは防御１として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어1의 효과가 있습니다."
489,3,1,3,1,0,"このカードは防御１として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어1의 효과가 있습니다."
490,3,1,3,1,0,"このカードは防御１として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어1의 효과가 있습니다."
491,3,1,3,1,0,"このカードは防御１として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어1의 효과가 있습니다."
492,3,1,3,1,0,"このカードは防御１として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어1의 효과가 있습니다."
493,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어2의 효과가 있습니다."
494,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어2의 효과가 있습니다."
495,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어2의 효과가 있습니다."
496,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어2의 효과가 있습니다."
497,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어2의 효과가 있습니다."
498,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어2의 효과가 있습니다."
499,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어2의 효과가 있습니다."
500,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어2의 효과가 있습니다."
501,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어2의 효과가 있습니다."
502,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어2의 효과가 있습니다."
503,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어2의 효과가 있습니다."
504,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어2의 효과가 있습니다."
505,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:28 UTC","이 카드는 방어2의 효과가 있습니다."
506,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어2의 효과가 있습니다."
507,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어2의 효과가 있습니다."
508,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어2의 효과가 있습니다."
509,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어2의 효과가 있습니다."
510,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어2의 효과가 있습니다."
511,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어2의 효과가 있습니다."
512,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어2의 효과가 있습니다."
513,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어2의 효과가 있습니다."
514,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어2의 효과가 있습니다."
515,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어2의 효과가 있습니다."
516,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어2의 효과가 있습니다."
517,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어2의 효과가 있습니다."
518,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어2의 효과가 있습니다."
519,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어2의 효과가 있습니다."
520,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어2의 효과가 있습니다."
521,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어2의 효과가 있습니다."
522,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어2의 효과가 있습니다."
523,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어2의 효과가 있습니다."
524,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어2의 효과가 있습니다."
525,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어2의 효과가 있습니다."
526,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어2의 효과가 있습니다."
527,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어2의 효과가 있습니다."
528,3,2,3,2,0,"このカードは防御2として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어2의 효과가 있습니다."
529,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
530,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
531,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
532,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
533,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
534,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
535,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
536,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
537,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
538,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
539,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
540,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
541,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
542,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
543,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
544,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
545,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
546,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
547,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
548,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
549,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
550,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
551,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
552,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
553,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
554,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
555,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
556,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
557,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
558,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
559,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
560,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
561,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
562,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
563,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
564,3,3,3,3,0,"このカードは防御3として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어3의 효과가 있습니다."
565,3,4,3,4,0,"このカードは防御4として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어4의 효과가 있습니다."
566,3,4,3,4,0,"このカードは防御4として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어4의 효과가 있습니다."
567,3,4,3,4,0,"このカードは防御4として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어4의 효과가 있습니다."
568,3,4,3,4,0,"このカードは防御4として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어4의 효과가 있습니다."
569,3,4,3,4,0,"このカードは防御4として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어4의 효과가 있습니다."
570,3,4,3,4,0,"このカードは防御4として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어4의 효과가 있습니다."
571,3,4,3,4,0,"このカードは防御4として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어4의 효과가 있습니다."
572,3,4,3,4,0,"このカードは防御4として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어4의 효과가 있습니다."
573,3,4,3,4,0,"このカードは防御4として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어4의 효과가 있습니다."
574,3,4,3,4,0,"このカードは防御4として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어4의 효과가 있습니다."
575,3,4,3,4,0,"このカードは防御4として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어4의 효과가 있습니다."
576,3,4,3,4,0,"このカードは防御4として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어4의 효과가 있습니다."
577,3,4,3,4,0,"このカードは防御4として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어4의 효과가 있습니다."
578,3,4,3,4,0,"このカードは防御4として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어4의 효과가 있습니다."
579,3,4,3,4,0,"このカードは防御4として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어4의 효과가 있습니다."
580,3,4,3,4,0,"このカードは防御4として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어4의 효과가 있습니다."
581,3,4,3,4,0,"このカードは防御4として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어4의 효과가 있습니다."
582,3,4,3,4,0,"このカードは防御4として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어4의 효과가 있습니다."
583,3,5,3,5,0,"このカードは防御5として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어5의 효과가 있습니다."
584,3,5,3,5,0,"このカードは防御5として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어5의 효과가 있습니다."
585,3,5,3,5,0,"このカードは防御5として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어5의 효과가 있습니다."
586,3,5,3,5,0,"このカードは防御5として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어5의 효과가 있습니다."
587,3,5,3,5,0,"このカードは防御5として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어5의 효과가 있습니다."
588,3,5,3,5,0,"このカードは防御5として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어5의 효과가 있습니다."
589,3,5,3,5,0,"このカードは防御5として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어5의 효과가 있습니다."
590,3,5,3,5,0,"このカードは防御5として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어5의 효과가 있습니다."
591,3,5,3,5,0,"このカードは防御5として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어5의 효과가 있습니다."
592,3,5,3,5,0,"このカードは防御5として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어5의 효과가 있습니다."
593,3,5,3,5,0,"このカードは防御5として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어5의 효과가 있습니다."
594,3,5,3,5,0,"このカードは防御5として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어5의 효과가 있습니다."
595,3,5,3,5,0,"このカードは防御5として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어5의 효과가 있습니다."
596,3,5,3,5,0,"このカードは防御5として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어5의 효과가 있습니다."
597,3,5,3,5,0,"このカードは防御5として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어5의 효과가 있습니다."
598,3,5,3,5,0,"このカードは防御5として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어5의 효과가 있습니다."
599,3,5,3,5,0,"このカードは防御5として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어5의 효과가 있습니다."
600,3,5,3,5,0,"このカードは防御5として扱う","card_ev_130.swf","2010-06-24 05:44:29 UTC","이 카드는 방어5의 효과가 있습니다."
601,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
602,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
603,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
604,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
605,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
606,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
607,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
608,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
609,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
610,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
611,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
612,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
613,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
614,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
615,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
616,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
617,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
618,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
619,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
620,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
621,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
622,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
623,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
624,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
625,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
626,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
627,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
628,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
629,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
630,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
631,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
632,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
633,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
634,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
635,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
636,4,1,4,1,0,"このカードは移動１として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동1의 효과가 있습니다."
637,4,2,4,2,0,"このカードは移動2として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동2의 효과가 있습니다."
638,4,2,4,2,0,"このカードは移動2として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동2의 효과가 있습니다."
639,4,2,4,2,0,"このカードは移動2として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동2의 효과가 있습니다."
640,4,2,4,2,0,"このカードは移動2として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동2의 효과가 있습니다."
641,4,2,4,2,0,"このカードは移動2として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동2의 효과가 있습니다."
642,4,2,4,2,0,"このカードは移動2として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동2의 효과가 있습니다."
643,4,2,4,2,0,"このカードは移動2として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동2의 효과가 있습니다."
644,4,2,4,2,0,"このカードは移動2として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동2의 효과가 있습니다."
645,4,2,4,2,0,"このカードは移動2として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동2의 효과가 있습니다."
646,4,2,4,2,0,"このカードは移動2として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동2의 효과가 있습니다."
647,4,2,4,2,0,"このカードは移動2として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동2의 효과가 있습니다."
648,4,2,4,2,0,"このカードは移動2として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동2의 효과가 있습니다."
649,4,2,4,2,0,"このカードは移動2として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동2의 효과가 있습니다."
650,4,2,4,2,0,"このカードは移動2として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동2의 효과가 있습니다."
651,4,2,4,2,0,"このカードは移動2として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동2의 효과가 있습니다."
652,4,2,4,2,0,"このカードは移動2として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동2의 효과가 있습니다."
653,4,2,4,2,0,"このカードは移動2として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동2의 효과가 있습니다."
654,4,2,4,2,0,"このカードは移動2として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동2의 효과가 있습니다."
655,4,3,4,3,0,"このカードは移動3として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동3의 효과가 있습니다."
656,4,3,4,3,0,"このカードは移動3として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동3의 효과가 있습니다."
657,4,3,4,3,0,"このカードは移動3として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동3의 효과가 있습니다."
658,4,3,4,3,0,"このカードは移動3として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동3의 효과가 있습니다."
659,4,3,4,3,0,"このカードは移動3として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동3의 효과가 있습니다."
660,4,3,4,3,0,"このカードは移動3として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동3의 효과가 있습니다."
661,4,3,4,3,0,"このカードは移動3として扱う","card_ev_140.swf","2010-06-24 05:44:29 UTC","이 카드는 이동3의 효과가 있습니다."
662,4,3,4,3,0,"このカードは移動3として扱う","card_ev_140.swf","2010-06-24 05:44:30 UTC","이 카드는 이동3의 효과가 있습니다."
663,4,3,4,3,0,"このカードは移動3として扱う","card_ev_140.swf","2010-06-24 05:44:30 UTC","이 카드는 이동3의 효과가 있습니다."
664,4,3,4,3,0,"このカードは移動3として扱う","card_ev_140.swf","2010-06-24 05:44:30 UTC","이 카드는 이동3의 효과가 있습니다."
