"id","u_type","u_value","b_type","b_value","event_no","caption","image","created_at"
726,5,1,5,1,0,"This card can be used as a Special 1.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
727,5,1,5,1,0,"This card can be used as a Special 1.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
728,5,1,5,1,0,"This card can be used as a Special 1.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
729,5,1,5,1,0,"This card can be used as a Special 1.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
730,5,1,5,1,0,"This card can be used as a Special 1.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
731,5,1,5,1,0,"This card can be used as a Special 1.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
732,5,1,5,1,0,"This card can be used as a Special 1.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
733,5,1,5,1,0,"This card can be used as a Special 1.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
734,5,1,5,1,0,"This card can be used as a Special 1.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
735,5,1,5,1,0,"This card can be used as a Special 1.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
736,5,1,5,1,0,"This card can be used as a Special 1.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
737,5,1,5,1,0,"This card can be used as a Special 1.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
738,5,1,5,1,0,"This card can be used as a Special 1.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
739,5,1,5,1,0,"This card can be used as a Special 1.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
740,5,1,5,1,0,"This card can be used as a Special 1.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
741,5,1,5,1,0,"This card can be used as a Special 1.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
742,5,1,5,1,0,"This card can be used as a Special 1.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
743,5,1,5,1,0,"This card can be used as a Special 1.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
744,5,1,5,1,0,"This card can be used as a Special 1.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
745,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
746,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
747,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
748,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
749,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
750,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
751,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
752,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
753,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
754,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
755,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
756,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
757,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
758,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
759,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
760,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
761,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
762,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
763,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
764,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
765,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
766,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
767,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
768,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
769,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
770,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
771,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
772,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
773,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
774,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
775,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
776,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
777,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
778,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
779,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
780,5,2,5,2,0,"This card can be used as a Special 2.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
781,5,3,5,3,0,"This card can be used as a Special 3.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
782,5,3,5,3,0,"This card can be used as a Special 3.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
783,5,3,5,3,0,"This card can be used as a Special 3.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
784,5,3,5,3,0,"This card can be used as a Special 3.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
785,5,3,5,3,0,"This card can be used as a Special 3.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
786,5,3,5,3,0,"This card can be used as a Special 3.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
787,5,3,5,3,0,"This card can be used as a Special 3.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
788,5,3,5,3,0,"This card can be used as a Special 3.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
789,5,3,5,3,0,"This card can be used as a Special 3.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
790,5,3,5,3,0,"This card can be used as a Special 3.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
791,5,3,5,3,0,"This card can be used as a Special 3.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
792,5,3,5,3,0,"This card can be used as a Special 3.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
793,5,3,5,3,0,"This card can be used as a Special 3.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
794,5,3,5,3,0,"This card can be used as a Special 3.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
795,5,3,5,3,0,"This card can be used as a Special 3.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
796,5,3,5,3,0,"This card can be used as a Special 3.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
797,5,3,5,3,0,"This card can be used as a Special 3.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
798,5,3,5,3,0,"This card can be used as a Special 3.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
799,5,4,5,4,0,"This card can be used as a Special 4.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
800,5,4,5,4,0,"This card can be used as a Special 4.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
801,5,4,5,4,0,"This card can be used as a Special 4.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
802,5,4,5,4,0,"This card can be used as a Special 4.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
803,5,4,5,4,0,"This card can be used as a Special 4.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
804,5,4,5,4,0,"This card can be used as a Special 4.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
805,5,4,5,4,0,"This card can be used as a Special 4.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
806,5,4,5,4,0,"This card can be used as a Special 4.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
807,5,4,5,4,0,"This card can be used as a Special 4.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
808,5,4,5,4,0,"This card can be used as a Special 4.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
809,5,4,5,4,0,"This card can be used as a Special 4.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
810,5,4,5,4,0,"This card can be used as a Special 4.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
811,5,4,5,4,0,"This card can be used as a Special 4.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
812,5,4,5,4,0,"This card can be used as a Special 4.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
813,5,4,5,4,0,"This card can be used as a Special 4.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
814,5,4,5,4,0,"This card can be used as a Special 4.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
815,5,4,5,4,0,"This card can be used as a Special 4.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
816,5,4,5,4,0,"This card can be used as a Special 4.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
817,5,5,5,5,0,"This card can be used as a Special 5.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
818,5,5,5,5,0,"This card can be used as a Special 5.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
819,5,5,5,5,0,"This card can be used as a Special 5.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
820,5,5,5,5,0,"This card can be used as a Special 5.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
821,5,5,5,5,0,"This card can be used as a Special 5.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
822,5,5,5,5,0,"This card can be used as a Special 5.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
823,5,5,5,5,0,"This card can be used as a Special 5.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
824,5,5,5,5,0,"This card can be used as a Special 5.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
825,5,5,5,5,0,"This card can be used as a Special 5.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
826,5,5,5,5,0,"This card can be used as a Special 5.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
827,5,5,5,5,0,"This card can be used as a Special 5.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
828,5,5,5,5,0,"This card can be used as a Special 5.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
829,5,5,5,5,0,"This card can be used as a Special 5.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
830,5,5,5,5,0,"This card can be used as a Special 5.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
831,5,5,5,5,0,"This card can be used as a Special 5.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
832,5,5,5,5,0,"This card can be used as a Special 5.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
833,5,5,5,5,0,"This card can be used as a Special 5.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
834,5,5,5,5,0,"This card can be used as a Special 5.","card_ev_120.swf","2010-06-24 05:44:30 UTC"
835,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
836,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
837,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
838,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
839,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
840,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
841,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
842,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
843,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
844,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
845,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
846,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
847,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
848,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
849,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
850,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
851,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
852,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
853,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
854,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
855,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
856,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
857,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
858,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
859,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
860,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
861,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
862,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
863,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
864,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
865,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
866,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
867,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
868,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
869,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
870,6,1,0,1,1,"Draw a card from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
871,6,2,0,1,2,"Draw 2 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
872,6,2,0,1,2,"Draw 2 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
873,6,2,0,1,2,"Draw 2 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
874,6,2,0,1,2,"Draw 2 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
875,6,2,0,1,2,"Draw 2 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
876,6,2,0,1,2,"Draw 2 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
877,6,2,0,1,2,"Draw 2 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
878,6,2,0,1,2,"Draw 2 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
879,6,2,0,1,2,"Draw 2 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
880,6,2,0,1,2,"Draw 2 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
881,6,2,0,1,2,"Draw 2 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
882,6,2,0,1,2,"Draw 2 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
883,6,2,0,1,2,"Draw 2 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
884,6,2,0,1,2,"Draw 2 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
885,6,2,0,1,2,"Draw 2 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
886,6,2,0,1,2,"Draw 2 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
887,6,2,0,1,2,"Draw 2 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
888,6,2,0,1,2,"Draw 2 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
889,6,3,0,1,3,"Draw 3 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
890,6,3,0,1,3,"Draw 3 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
891,6,3,0,1,3,"Draw 3 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
892,6,3,0,1,3,"Draw 3 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
893,6,3,0,1,3,"Draw 3 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
894,6,3,0,1,3,"Draw 3 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
895,6,3,0,1,3,"Draw 3 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
896,6,3,0,1,3,"Draw 3 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
897,6,3,0,1,3,"Draw 3 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
898,6,3,0,1,3,"Draw 3 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
899,6,3,0,1,3,"Draw 3 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
900,6,3,0,1,3,"Draw 3 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
901,6,3,0,1,3,"Draw 3 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
902,6,3,0,1,3,"Draw 3 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
903,6,3,0,1,3,"Draw 3 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
904,6,3,0,1,3,"Draw 3 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
905,6,3,0,1,3,"Draw 3 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
906,6,3,0,1,3,"Draw 3 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
907,6,4,0,1,4,"Draw 4 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
908,6,4,0,1,4,"Draw 4 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
909,6,4,0,1,4,"Draw 4 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
910,6,4,0,1,4,"Draw 4 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
911,6,4,0,1,4,"Draw 4 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
912,6,4,0,1,4,"Draw 4 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
913,6,4,0,1,4,"Draw 4 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
914,6,4,0,1,4,"Draw 4 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
915,6,4,0,1,4,"Draw 4 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
916,6,4,0,1,4,"Draw 4 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
917,6,4,0,1,4,"Draw 4 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
918,6,4,0,1,4,"Draw 4 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
919,6,4,0,1,4,"Draw 4 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
920,6,4,0,1,4,"Draw 4 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
921,6,4,0,1,4,"Draw 4 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
922,6,4,0,1,4,"Draw 4 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
923,6,4,0,1,4,"Draw 4 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
924,6,4,0,1,4,"Draw 4 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
925,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
926,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
927,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
928,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
929,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
930,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
931,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
932,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
933,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
934,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
935,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
936,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
937,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
938,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
939,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
940,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
941,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
942,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
943,6,1,0,1,6,"Recover 1 HP.","card_ev_500.swf","2010-06-24 05:44:31 UTC"
944,6,1,0,1,6,"Recover 1 HP.","card_ev_500.swf","2010-06-24 05:44:31 UTC"
945,6,1,0,1,6,"Recover 1 HP.","card_ev_500.swf","2010-06-24 05:44:31 UTC"
946,6,1,0,1,6,"Recover 1 HP.","card_ev_500.swf","2010-06-24 05:44:31 UTC"
947,6,1,0,1,6,"Recover 1 HP.","card_ev_500.swf","2010-06-24 05:44:31 UTC"
948,6,1,0,1,6,"Recover 1 HP.","card_ev_500.swf","2010-06-24 05:44:31 UTC"
949,6,1,0,1,6,"Recover 1 HP.","card_ev_500.swf","2010-06-24 05:44:31 UTC"
950,6,1,0,1,6,"Recover 1 HP.","card_ev_500.swf","2010-06-24 05:44:31 UTC"
951,6,1,0,1,6,"Recover 1 HP.","card_ev_500.swf","2010-06-24 05:44:31 UTC"
952,6,1,0,1,6,"Recover 1 HP.","card_ev_500.swf","2010-06-24 05:44:31 UTC"
953,6,1,0,1,6,"Recover 1 HP.","card_ev_500.swf","2010-06-24 05:44:31 UTC"
954,6,1,0,1,6,"Recover 1 HP.","card_ev_500.swf","2010-06-24 05:44:31 UTC"
955,6,1,0,1,6,"Recover 1 HP.","card_ev_500.swf","2010-06-24 05:44:31 UTC"
956,6,1,0,1,6,"Recover 1 HP.","card_ev_500.swf","2010-06-24 05:44:31 UTC"
957,6,1,0,1,6,"Recover 1 HP.","card_ev_500.swf","2010-06-24 05:44:31 UTC"
958,6,1,0,1,6,"Recover 1 HP.","card_ev_500.swf","2010-06-24 05:44:31 UTC"
959,6,1,0,1,6,"Recover 1 HP.","card_ev_500.swf","2010-06-24 05:44:31 UTC"
960,6,1,0,1,6,"Recover 1 HP.","card_ev_500.swf","2010-06-24 05:44:31 UTC"
961,6,1,0,1,7,"ヒットポイント２回復","card_ev_501.swf","2010-06-24 05:44:31 UTC"
962,6,1,0,1,7,"ヒットポイント２回復","card_ev_501.swf","2010-06-24 05:44:31 UTC"
963,6,1,0,1,7,"ヒットポイント２回復","card_ev_501.swf","2010-06-24 05:44:31 UTC"
964,6,1,0,1,7,"ヒットポイント２回復","card_ev_501.swf","2010-06-24 05:44:31 UTC"
965,6,1,0,1,7,"ヒットポイント２回復","card_ev_501.swf","2010-06-24 05:44:31 UTC"
966,6,1,0,1,7,"ヒットポイント２回復","card_ev_501.swf","2010-06-24 05:44:31 UTC"
967,6,1,0,1,7,"ヒットポイント２回復","card_ev_501.swf","2010-06-24 05:44:31 UTC"
968,6,1,0,1,7,"ヒットポイント２回復","card_ev_501.swf","2010-06-24 05:44:31 UTC"
969,6,1,0,1,7,"ヒットポイント２回復","card_ev_501.swf","2010-06-24 05:44:31 UTC"
970,6,1,0,1,7,"ヒットポイント２回復","card_ev_501.swf","2010-06-24 05:44:31 UTC"
971,6,1,0,1,7,"ヒットポイント２回復","card_ev_501.swf","2010-06-24 05:44:31 UTC"
972,6,1,0,1,7,"ヒットポイント２回復","card_ev_501.swf","2010-06-24 05:44:31 UTC"
973,6,1,0,1,7,"ヒットポイント２回復","card_ev_501.swf","2010-06-24 05:44:31 UTC"
974,6,1,0,1,7,"ヒットポイント２回復","card_ev_501.swf","2010-06-24 05:44:31 UTC"
975,6,1,0,1,7,"ヒットポイント２回復","card_ev_501.swf","2010-06-24 05:44:31 UTC"
976,6,1,0,1,7,"ヒットポイント２回復","card_ev_501.swf","2010-06-24 05:44:31 UTC"
977,6,1,0,1,7,"ヒットポイント２回復","card_ev_501.swf","2010-06-24 05:44:31 UTC"
978,6,1,0,1,7,"ヒットポイント２回復","card_ev_501.swf","2010-06-24 05:44:31 UTC"
979,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:31 UTC"
980,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:31 UTC"
981,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:31 UTC"
982,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:31 UTC"
983,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:31 UTC"
984,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:31 UTC"
985,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:31 UTC"
