"id","name","price","description","rm_item_type","item_id","num","order","state","image_url","tab","extra_id","view_frame","sale_type","deck_image_url"
663,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
664,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
665,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
666,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
667,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
668,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
669,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
670,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
671,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
672,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
673,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
674,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
675,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
676,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
677,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
678,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
679,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
680,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
681,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
682,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
683,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
684,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
685,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
686,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
687,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
688,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
689,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
690,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
691,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
692,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
693,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
694,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
695,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
696,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
697,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
698,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
699,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
700,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
701,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
702,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
703,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
704,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
705,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
706,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
707,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
708,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
709,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
710,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
711,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
712,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
713,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
714,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
715,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
716,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
717,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
718,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
719,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
720,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
721,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
722,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
723,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
724,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
725,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
726,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
727,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
728,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
729,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
730,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
731,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
732,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
733,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
734,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
735,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
736,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
737,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
738,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
739,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
740,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
741,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
742,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
743,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
744,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
745,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
746,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
747,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
748,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
749,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
750,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
751,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
752,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
753,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
754,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
755,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
756,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
757,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
758,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
759,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
760,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
761,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
762,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
763,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
764,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
765,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
766,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
767,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
768,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
769,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
770,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
771,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
772,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
773,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
774,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
775,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
776,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
777,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
778,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
779,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
780,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
781,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
782,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
783,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
784,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
785,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
786,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
787,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
788,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
789,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
790,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
791,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
792,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
793,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
794,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
795,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
796,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
797,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
798,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
799,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
800,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
801,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
802,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
803,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
804,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
805,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
806,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
807,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
808,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
809,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
810,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
811,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
812,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
813,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
814,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
815,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
816,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
817,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
818,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
819,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
820,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
821,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
822,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
823,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
824,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
825,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
826,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
827,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
828,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
829,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
830,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
831,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
832,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
833,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
834,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
835,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
836,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
837,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
838,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
839,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
840,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
841,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
842,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
843,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
844,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
845,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
846,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
847,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
848,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
849,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
850,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
851,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
852,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
853,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
854,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
855,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
856,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
857,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
858,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
859,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
860,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
861,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
862,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
863,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
864,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
865,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
866,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
867,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
868,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
869,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
870,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
871,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
872,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
873,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
874,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
875,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
876,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
877,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
878,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
879,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
880,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
881,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
882,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
883,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
884,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
885,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
886,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
887,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
888,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
889,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
890,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
891,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
892,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
893,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
894,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
895,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
896,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
897,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
898,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
899,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
900,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
901,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
902,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
903,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
904,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
905,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
906,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
907,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
908,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
909,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
910,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
911,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
912,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
913,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
914,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
915,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
916,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
917,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
918,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
919,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
920,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
921,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
922,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
923,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
924,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
925,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
926,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
927,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
928,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
929,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
930,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
931,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
932,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
933,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
934,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
935,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
936,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
937,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
938,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
939,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
940,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
941,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
942,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
943,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
944,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
945,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
946,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
947,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
948,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
949,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
950,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
951,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
952,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
953,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
954,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
955,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
956,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
957,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
958,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
959,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
960,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
961,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
962,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
963,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
964,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
965,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
966,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
967,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
968,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
969,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
970,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
971,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
972,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
973,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
974,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
975,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
976,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
977,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
978,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
979,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
980,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
981,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
982,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
983,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
984,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
985,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
986,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
987,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
988,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
989,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
990,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
991,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
992,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
993,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
994,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
995,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
996,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
997,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
998,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
999,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
1000,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
1001,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
1002,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,
