"id","name","price","description","rm_item_type","item_id","num","order","state","image_url","tab","extra_id","view_frame","sale_type","deck_image_url","twd","hkd","usd"
204,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
205,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
206,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
207,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
208,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
209,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
210,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
211,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
212,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
213,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
214,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
215,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
216,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
217,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
218,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
219,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
220,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
221,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
222,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
223,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
224,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
225,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
226,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
227,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
228,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
229,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
230,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
231,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
232,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
233,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
234,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
235,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
236,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
237,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
238,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
239,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
240,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
241,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
242,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
243,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
244,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
245,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
246,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
247,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
248,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
249,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
250,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
251,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
252,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
253,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
254,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
255,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
256,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
257,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
258,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
259,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
260,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
261,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
262,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
263,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
264,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
265,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
266,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
267,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
268,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
269,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
270,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
271,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
272,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
273,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
274,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
275,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
276,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
277,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
278,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
279,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
280,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
281,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
282,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
283,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
284,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
285,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
286,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
287,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
288,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
289,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
290,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
291,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
292,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
293,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
294,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
295,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
296,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
297,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
298,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
299,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
300,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
301,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
302,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
303,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
304,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
305,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
306,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
307,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
308,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
309,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
310,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
311,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
312,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
313,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
314,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
315,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
316,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
317,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
318,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
319,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
320,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
321,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
322,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
323,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
324,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
325,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
326,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
327,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
328,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
329,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
330,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
331,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
332,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
333,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
334,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
335,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
336,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
337,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
338,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
339,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
340,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
341,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
342,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
343,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
344,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
345,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
346,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
347,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
348,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
349,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
350,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
351,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
352,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
353,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
354,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
355,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
356,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
357,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
358,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
359,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
360,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
361,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
362,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
363,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
364,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
365,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
366,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
367,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
368,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
369,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
370,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
371,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
372,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
373,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
374,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
375,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
376,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
377,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
378,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
379,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
380,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
381,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
382,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
383,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
384,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
385,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
386,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
387,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
388,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
389,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
390,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
391,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
392,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
393,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
394,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
395,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
396,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
397,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
398,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
399,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
400,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
401,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
402,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
403,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
404,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
405,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
406,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
407,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
408,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
409,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
410,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
411,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
412,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
413,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
414,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
415,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
416,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
417,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
418,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
419,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
420,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
421,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
422,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
423,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
424,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
425,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
426,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
427,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
428,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
429,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
430,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
431,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
432,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
433,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
434,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
435,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
436,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
437,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
438,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
439,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
440,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
441,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
442,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
443,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
444,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
445,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
446,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
447,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
448,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
449,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
450,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
451,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
452,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
453,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
454,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
455,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
456,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
457,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
458,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
459,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
460,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
461,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
462,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
463,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
464,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
465,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
466,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
467,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
468,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
469,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
470,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
471,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
472,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
473,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
474,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
475,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
476,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
477,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
478,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
479,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
480,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
481,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
482,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
483,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
484,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
485,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
486,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
487,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
488,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
489,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
490,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
491,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
492,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
493,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
494,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
495,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
496,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
497,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
498,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
499,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,,0,0,0
