"id","u_type","u_value","b_type","b_value","event_no","caption","image","created_at"
595,3,5,3,5,0,"Digunakan sebagai Shield 5","card_ev_130.swf","2010-06-24 05:44:29 UTC"
596,3,5,3,5,0,"Digunakan sebagai Shield 5","card_ev_130.swf","2010-06-24 05:44:29 UTC"
597,3,5,3,5,0,"Digunakan sebagai Shield 5","card_ev_130.swf","2010-06-24 05:44:29 UTC"
598,3,5,3,5,0,"Digunakan sebagai Shield 5","card_ev_130.swf","2010-06-24 05:44:29 UTC"
599,3,5,3,5,0,"Digunakan sebagai Shield 5","card_ev_130.swf","2010-06-24 05:44:29 UTC"
600,3,5,3,5,0,"Digunakan sebagai Shield 5","card_ev_130.swf","2010-06-24 05:44:29 UTC"
601,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
602,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
603,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
604,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
605,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
606,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
607,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
608,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
609,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
610,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
611,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
612,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
613,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
614,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
615,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
616,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
617,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
618,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
619,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
620,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
621,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
622,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
623,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
624,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
625,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
626,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
627,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
628,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
629,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
630,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
631,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
632,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
633,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
634,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
635,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
636,4,1,4,1,0,"Digunakan sebagai Move 1","card_ev_140.swf","2010-06-24 05:44:29 UTC"
637,4,2,4,2,0,"Digunakan sebagai Move 2","card_ev_140.swf","2010-06-24 05:44:29 UTC"
638,4,2,4,2,0,"Digunakan sebagai Move 2","card_ev_140.swf","2010-06-24 05:44:29 UTC"
639,4,2,4,2,0,"Digunakan sebagai Move 2","card_ev_140.swf","2010-06-24 05:44:29 UTC"
640,4,2,4,2,0,"Digunakan sebagai Move 2","card_ev_140.swf","2010-06-24 05:44:29 UTC"
641,4,2,4,2,0,"Digunakan sebagai Move 2","card_ev_140.swf","2010-06-24 05:44:29 UTC"
642,4,2,4,2,0,"Digunakan sebagai Move 2","card_ev_140.swf","2010-06-24 05:44:29 UTC"
643,4,2,4,2,0,"Digunakan sebagai Move 2","card_ev_140.swf","2010-06-24 05:44:29 UTC"
644,4,2,4,2,0,"Digunakan sebagai Move 2","card_ev_140.swf","2010-06-24 05:44:29 UTC"
645,4,2,4,2,0,"Digunakan sebagai Move 2","card_ev_140.swf","2010-06-24 05:44:29 UTC"
646,4,2,4,2,0,"Digunakan sebagai Move 2","card_ev_140.swf","2010-06-24 05:44:29 UTC"
647,4,2,4,2,0,"Digunakan sebagai Move 2","card_ev_140.swf","2010-06-24 05:44:29 UTC"
648,4,2,4,2,0,"Digunakan sebagai Move 2","card_ev_140.swf","2010-06-24 05:44:29 UTC"
649,4,2,4,2,0,"Digunakan sebagai Move 2","card_ev_140.swf","2010-06-24 05:44:29 UTC"
650,4,2,4,2,0,"Digunakan sebagai Move 2","card_ev_140.swf","2010-06-24 05:44:29 UTC"
651,4,2,4,2,0,"Digunakan sebagai Move 2","card_ev_140.swf","2010-06-24 05:44:29 UTC"
652,4,2,4,2,0,"Digunakan sebagai Move 2","card_ev_140.swf","2010-06-24 05:44:29 UTC"
653,4,2,4,2,0,"Digunakan sebagai Move 2","card_ev_140.swf","2010-06-24 05:44:29 UTC"
654,4,2,4,2,0,"Digunakan sebagai Move 2","card_ev_140.swf","2010-06-24 05:44:29 UTC"
655,4,3,4,3,0,"Digunakan sebagai Move 3","card_ev_140.swf","2010-06-24 05:44:29 UTC"
656,4,3,4,3,0,"Digunakan sebagai Move 3","card_ev_140.swf","2010-06-24 05:44:29 UTC"
657,4,3,4,3,0,"Digunakan sebagai Move 3","card_ev_140.swf","2010-06-24 05:44:29 UTC"
658,4,3,4,3,0,"Digunakan sebagai Move 3","card_ev_140.swf","2010-06-24 05:44:29 UTC"
659,4,3,4,3,0,"Digunakan sebagai Move 3","card_ev_140.swf","2010-06-24 05:44:29 UTC"
660,4,3,4,3,0,"Digunakan sebagai Move 3","card_ev_140.swf","2010-06-24 05:44:29 UTC"
661,4,3,4,3,0,"Digunakan sebagai Move 3","card_ev_140.swf","2010-06-24 05:44:29 UTC"
662,4,3,4,3,0,"Digunakan sebagai Move 3","card_ev_140.swf","2010-06-24 05:44:30 UTC"
663,4,3,4,3,0,"Digunakan sebagai Move 3","card_ev_140.swf","2010-06-24 05:44:30 UTC"
664,4,3,4,3,0,"Digunakan sebagai Move 3","card_ev_140.swf","2010-06-24 05:44:30 UTC"
665,4,3,4,3,0,"Digunakan sebagai Move 3","card_ev_140.swf","2010-06-24 05:44:30 UTC"
666,4,3,4,3,0,"Digunakan sebagai Move 3","card_ev_140.swf","2010-06-24 05:44:30 UTC"
667,4,3,4,3,0,"Digunakan sebagai Move 3","card_ev_140.swf","2010-06-24 05:44:30 UTC"
668,4,3,4,3,0,"Digunakan sebagai Move 3","card_ev_140.swf","2010-06-24 05:44:30 UTC"
669,4,3,4,3,0,"Digunakan sebagai Move 3","card_ev_140.swf","2010-06-24 05:44:30 UTC"
670,4,3,4,3,0,"Digunakan sebagai Move 3","card_ev_140.swf","2010-06-24 05:44:30 UTC"
671,4,3,4,3,0,"Digunakan sebagai Move 3","card_ev_140.swf","2010-06-24 05:44:30 UTC"
672,4,3,4,3,0,"Digunakan sebagai Move 3","card_ev_140.swf","2010-06-24 05:44:30 UTC"
673,4,4,4,4,0,"Digunakan sebagai Move 4","card_ev_140.swf","2010-06-24 05:44:30 UTC"
674,4,4,4,4,0,"Digunakan sebagai Move 4","card_ev_140.swf","2010-06-24 05:44:30 UTC"
675,4,4,4,4,0,"Digunakan sebagai Move 4","card_ev_140.swf","2010-06-24 05:44:30 UTC"
676,4,4,4,4,0,"Digunakan sebagai Move 4","card_ev_140.swf","2010-06-24 05:44:30 UTC"
677,4,4,4,4,0,"Digunakan sebagai Move 4","card_ev_140.swf","2010-06-24 05:44:30 UTC"
678,4,4,4,4,0,"Digunakan sebagai Move 4","card_ev_140.swf","2010-06-24 05:44:30 UTC"
679,4,4,4,4,0,"Digunakan sebagai Move 4","card_ev_140.swf","2010-06-24 05:44:30 UTC"
680,4,4,4,4,0,"Digunakan sebagai Move 4","card_ev_140.swf","2010-06-24 05:44:30 UTC"
681,4,4,4,4,0,"Digunakan sebagai Move 4","card_ev_140.swf","2010-06-24 05:44:30 UTC"
682,4,4,4,4,0,"Digunakan sebagai Move 4","card_ev_140.swf","2010-06-24 05:44:30 UTC"
683,4,4,4,4,0,"Digunakan sebagai Move 4","card_ev_140.swf","2010-06-24 05:44:30 UTC"
684,4,4,4,4,0,"Digunakan sebagai Move 4","card_ev_140.swf","2010-06-24 05:44:30 UTC"
685,4,4,4,4,0,"Digunakan sebagai Move 4","card_ev_140.swf","2010-06-24 05:44:30 UTC"
686,4,4,4,4,0,"Digunakan sebagai Move 4","card_ev_140.swf","2010-06-24 05:44:30 UTC"
687,4,4,4,4,0,"Digunakan sebagai Move 4","card_ev_140.swf","2010-06-24 05:44:30 UTC"
688,4,4,4,4,0,"Digunakan sebagai Move 4","card_ev_140.swf","2010-06-24 05:44:30 UTC"
689,4,4,4,4,0,"Digunakan sebagai Move 4","card_ev_140.swf","2010-06-24 05:44:30 UTC"
690,4,4,4,4,0,"Digunakan sebagai Move 4","card_ev_140.swf","2010-06-24 05:44:30 UTC"
691,4,5,4,5,0,"Digunakan sebagai Move 5","card_ev_140.swf","2010-06-24 05:44:30 UTC"
692,4,5,4,5,0,"Digunakan sebagai Move 5","card_ev_140.swf","2010-06-24 05:44:30 UTC"
693,4,5,4,5,0,"Digunakan sebagai Move 5","card_ev_140.swf","2010-06-24 05:44:30 UTC"
694,4,5,4,5,0,"Digunakan sebagai Move 5","card_ev_140.swf","2010-06-24 05:44:30 UTC"
695,4,5,4,5,0,"Digunakan sebagai Move 5","card_ev_140.swf","2010-06-24 05:44:30 UTC"
696,4,5,4,5,0,"Digunakan sebagai Move 5","card_ev_140.swf","2010-06-24 05:44:30 UTC"
697,4,5,4,5,0,"Digunakan sebagai Move 5","card_ev_140.swf","2010-06-24 05:44:30 UTC"
698,4,5,4,5,0,"Digunakan sebagai Move 5","card_ev_140.swf","2010-06-24 05:44:30 UTC"
699,4,5,4,5,0,"Digunakan sebagai Move 5","card_ev_140.swf","2010-06-24 05:44:30 UTC"
700,4,5,4,5,0,"Digunakan sebagai Move 5","card_ev_140.swf","2010-06-24 05:44:30 UTC"
701,4,5,4,5,0,"Digunakan sebagai Move 5","card_ev_140.swf","2010-06-24 05:44:30 UTC"
702,4,5,4,5,0,"Digunakan sebagai Move 5","card_ev_140.swf","2010-06-24 05:44:30 UTC"
703,4,5,4,5,0,"Digunakan sebagai Move 5","card_ev_140.swf","2010-06-24 05:44:30 UTC"
704,4,5,4,5,0,"Digunakan sebagai Move 5","card_ev_140.swf","2010-06-24 05:44:30 UTC"
705,4,5,4,5,0,"Digunakan sebagai Move 5","card_ev_140.swf","2010-06-24 05:44:30 UTC"
706,4,5,4,5,0,"Digunakan sebagai Move 5","card_ev_140.swf","2010-06-24 05:44:30 UTC"
707,4,5,4,5,0,"Digunakan sebagai Move 5","card_ev_140.swf","2010-06-24 05:44:30 UTC"
708,4,5,4,5,0,"Digunakan sebagai Move 5","card_ev_140.swf","2010-06-24 05:44:30 UTC"
709,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
710,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
711,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
712,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
713,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
714,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
715,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
716,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
717,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
718,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
719,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
720,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
721,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
722,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
723,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
724,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
725,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
726,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
727,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
728,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
729,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
730,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
731,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
732,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
733,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
734,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
735,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
736,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
737,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
738,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
739,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
740,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
741,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
742,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
743,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
744,5,1,5,1,0,"Digunakan sebagai Special 1","card_ev_120.swf","2010-06-24 05:44:30 UTC"
745,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
746,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
747,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
748,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
749,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
750,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
751,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
752,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
753,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
754,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
755,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
756,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
757,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
758,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
759,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
760,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
761,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
762,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
763,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
764,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
765,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
766,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
767,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
768,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
769,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
770,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
771,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
772,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
773,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
774,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
775,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
776,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
777,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
778,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
779,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
780,5,2,5,2,0,"Digunakan sebagai Special 2","card_ev_120.swf","2010-06-24 05:44:30 UTC"
781,5,3,5,3,0,"Digunakan sebagai Special 3","card_ev_120.swf","2010-06-24 05:44:30 UTC"
782,5,3,5,3,0,"Digunakan sebagai Special 3","card_ev_120.swf","2010-06-24 05:44:30 UTC"
783,5,3,5,3,0,"Digunakan sebagai Special 3","card_ev_120.swf","2010-06-24 05:44:30 UTC"
784,5,3,5,3,0,"Digunakan sebagai Special 3","card_ev_120.swf","2010-06-24 05:44:30 UTC"
785,5,3,5,3,0,"Digunakan sebagai Special 3","card_ev_120.swf","2010-06-24 05:44:30 UTC"
786,5,3,5,3,0,"Digunakan sebagai Special 3","card_ev_120.swf","2010-06-24 05:44:30 UTC"
787,5,3,5,3,0,"Digunakan sebagai Special 3","card_ev_120.swf","2010-06-24 05:44:30 UTC"
788,5,3,5,3,0,"Digunakan sebagai Special 3","card_ev_120.swf","2010-06-24 05:44:30 UTC"
789,5,3,5,3,0,"Digunakan sebagai Special 3","card_ev_120.swf","2010-06-24 05:44:30 UTC"
790,5,3,5,3,0,"Digunakan sebagai Special 3","card_ev_120.swf","2010-06-24 05:44:30 UTC"
791,5,3,5,3,0,"Digunakan sebagai Special 3","card_ev_120.swf","2010-06-24 05:44:30 UTC"
792,5,3,5,3,0,"Digunakan sebagai Special 3","card_ev_120.swf","2010-06-24 05:44:30 UTC"
793,5,3,5,3,0,"Digunakan sebagai Special 3","card_ev_120.swf","2010-06-24 05:44:30 UTC"
794,5,3,5,3,0,"Digunakan sebagai Special 3","card_ev_120.swf","2010-06-24 05:44:30 UTC"
795,5,3,5,3,0,"Digunakan sebagai Special 3","card_ev_120.swf","2010-06-24 05:44:30 UTC"
796,5,3,5,3,0,"Digunakan sebagai Special 3","card_ev_120.swf","2010-06-24 05:44:30 UTC"
797,5,3,5,3,0,"Digunakan sebagai Special 3","card_ev_120.swf","2010-06-24 05:44:30 UTC"
798,5,3,5,3,0,"Digunakan sebagai Special 3","card_ev_120.swf","2010-06-24 05:44:30 UTC"
799,5,4,5,4,0,"Digunakan sebagai Special 4","card_ev_120.swf","2010-06-24 05:44:30 UTC"
800,5,4,5,4,0,"Digunakan sebagai Special 4","card_ev_120.swf","2010-06-24 05:44:30 UTC"
801,5,4,5,4,0,"Digunakan sebagai Special 4","card_ev_120.swf","2010-06-24 05:44:30 UTC"
802,5,4,5,4,0,"Digunakan sebagai Special 4","card_ev_120.swf","2010-06-24 05:44:30 UTC"
803,5,4,5,4,0,"Digunakan sebagai Special 4","card_ev_120.swf","2010-06-24 05:44:30 UTC"
804,5,4,5,4,0,"Digunakan sebagai Special 4","card_ev_120.swf","2010-06-24 05:44:30 UTC"
805,5,4,5,4,0,"Digunakan sebagai Special 4","card_ev_120.swf","2010-06-24 05:44:30 UTC"
806,5,4,5,4,0,"Digunakan sebagai Special 4","card_ev_120.swf","2010-06-24 05:44:30 UTC"
807,5,4,5,4,0,"Digunakan sebagai Special 4","card_ev_120.swf","2010-06-24 05:44:30 UTC"
808,5,4,5,4,0,"Digunakan sebagai Special 4","card_ev_120.swf","2010-06-24 05:44:30 UTC"
809,5,4,5,4,0,"Digunakan sebagai Special 4","card_ev_120.swf","2010-06-24 05:44:30 UTC"
810,5,4,5,4,0,"Digunakan sebagai Special 4","card_ev_120.swf","2010-06-24 05:44:30 UTC"
811,5,4,5,4,0,"Digunakan sebagai Special 4","card_ev_120.swf","2010-06-24 05:44:30 UTC"
812,5,4,5,4,0,"Digunakan sebagai Special 4","card_ev_120.swf","2010-06-24 05:44:30 UTC"
813,5,4,5,4,0,"Digunakan sebagai Special 4","card_ev_120.swf","2010-06-24 05:44:30 UTC"
814,5,4,5,4,0,"Digunakan sebagai Special 4","card_ev_120.swf","2010-06-24 05:44:30 UTC"
815,5,4,5,4,0,"Digunakan sebagai Special 4","card_ev_120.swf","2010-06-24 05:44:30 UTC"
816,5,4,5,4,0,"Digunakan sebagai Special 4","card_ev_120.swf","2010-06-24 05:44:30 UTC"
817,5,5,5,5,0,"Digunakan sebagai Special 5","card_ev_120.swf","2010-06-24 05:44:30 UTC"
818,5,5,5,5,0,"Digunakan sebagai Special 5","card_ev_120.swf","2010-06-24 05:44:30 UTC"
819,5,5,5,5,0,"Digunakan sebagai Special 5","card_ev_120.swf","2010-06-24 05:44:30 UTC"
820,5,5,5,5,0,"Digunakan sebagai Special 5","card_ev_120.swf","2010-06-24 05:44:30 UTC"
821,5,5,5,5,0,"Digunakan sebagai Special 5","card_ev_120.swf","2010-06-24 05:44:30 UTC"
822,5,5,5,5,0,"Digunakan sebagai Special 5","card_ev_120.swf","2010-06-24 05:44:30 UTC"
823,5,5,5,5,0,"Digunakan sebagai Special 5","card_ev_120.swf","2010-06-24 05:44:30 UTC"
824,5,5,5,5,0,"Digunakan sebagai Special 5","card_ev_120.swf","2010-06-24 05:44:30 UTC"
825,5,5,5,5,0,"Digunakan sebagai Special 5","card_ev_120.swf","2010-06-24 05:44:30 UTC"
826,5,5,5,5,0,"Digunakan sebagai Special 5","card_ev_120.swf","2010-06-24 05:44:30 UTC"
827,5,5,5,5,0,"Digunakan sebagai Special 5","card_ev_120.swf","2010-06-24 05:44:30 UTC"
828,5,5,5,5,0,"Digunakan sebagai Special 5","card_ev_120.swf","2010-06-24 05:44:30 UTC"
829,5,5,5,5,0,"Digunakan sebagai Special 5","card_ev_120.swf","2010-06-24 05:44:30 UTC"
830,5,5,5,5,0,"Digunakan sebagai Special 5","card_ev_120.swf","2010-06-24 05:44:30 UTC"
831,5,5,5,5,0,"Digunakan sebagai Special 5","card_ev_120.swf","2010-06-24 05:44:30 UTC"
832,5,5,5,5,0,"Digunakan sebagai Special 5","card_ev_120.swf","2010-06-24 05:44:30 UTC"
833,5,5,5,5,0,"Digunakan sebagai Special 5","card_ev_120.swf","2010-06-24 05:44:30 UTC"
834,5,5,5,5,0,"Digunakan sebagai Special 5","card_ev_120.swf","2010-06-24 05:44:30 UTC"
835,6,1,0,1,1,"Mengambil 1 kartu dari Deck","card_ev_000.swf","2010-06-24 05:44:30 UTC"
836,6,1,0,1,1,"Mengambil 1 kartu dari Deck","card_ev_000.swf","2010-06-24 05:44:30 UTC"
837,6,1,0,1,1,"Mengambil 1 kartu dari Deck","card_ev_000.swf","2010-06-24 05:44:30 UTC"
838,6,1,0,1,1,"Mengambil 1 kartu dari Deck","card_ev_000.swf","2010-06-24 05:44:30 UTC"
839,6,1,0,1,1,"Mengambil 1 kartu dari Deck","card_ev_000.swf","2010-06-24 05:44:30 UTC"
840,6,1,0,1,1,"Mengambil 1 kartu dari Deck","card_ev_000.swf","2010-06-24 05:44:30 UTC"
841,6,1,0,1,1,"Mengambil 1 kartu dari Deck","card_ev_000.swf","2010-06-24 05:44:30 UTC"
842,6,1,0,1,1,"Mengambil 1 kartu dari Deck","card_ev_000.swf","2010-06-24 05:44:30 UTC"
843,6,1,0,1,1,"Mengambil 1 kartu dari Deck","card_ev_000.swf","2010-06-24 05:44:30 UTC"
844,6,1,0,1,1,"Mengambil 1 kartu dari Deck","card_ev_000.swf","2010-06-24 05:44:30 UTC"
845,6,1,0,1,1,"Mengambil 1 kartu dari Deck","card_ev_000.swf","2010-06-24 05:44:30 UTC"
846,6,1,0,1,1,"Mengambil 1 kartu dari Deck","card_ev_000.swf","2010-06-24 05:44:30 UTC"
847,6,1,0,1,1,"Mengambil 1 kartu dari Deck","card_ev_000.swf","2010-06-24 05:44:30 UTC"
